1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97
อนุสาวรีย์ชัยสมรภูมิ (เกาะพหลโยธิน),"ซอยพหลโยธิน 1,ซอยลือชา",โรงพยาบาลพญาไท2,ป้ายรถประจำทาง BTS สนามเป้า(ทางออก1),ป้ายรถประจำทาง BTS สนามเป้า(ทางออก3),"ซอยพหลโยธิน 5,ซอยราชครู",ป้ายรถประจำทาง BTS อารีย์(ทางออก3),กองบัญชาการตชด.,"ซอยพหลโยธิน 11,ซอยเสนาร่วม",ป้ายรถประจำทาง BTS สะพานควาย(ทางออก1),วัดไผ่ตัน,ป้ายรถประจำทาง BTS สถานีหมอชิต(ทางออก3),ตรงข้าม ธนาคารทหารไทย (สำนักงานใหญ่),เซ็นทรัลลาดพร้าว,ตรงข้ามกองปราบปราม,ตรงข้ามตึกช้าง,โรงเรียนไทยวิจิตรศิลป์,ตรงข้าม รพ.เมโย,แยกเกษตร(ตลาดอมรพันธ์),ตลาดอมรพันธ์(ซอยอมรพันธ์),ตรงข้ามมหาวิทยาลัยเกษตรประตู1,ตรงข้ามมหาวิทยาลัยเกษตรประตู3,ตรงข้ามชินเขตน์2,ตรงข้ามชินเขตน์1(นุกูลธร),แยกพงษ์เพชร(พงษ์เพชรดำเนิน),เดอะมอลล์งามวงศ์วาน,ตรงข้ามพันธุ์ทิพย์งามวงศ์วาน,ตรงข้ามวัดบัวขวัญ,ตรงข้ามองค์การโทรศัพท์งามวงศ์วาน,"ซอยอัคนี,ซอยงามวงศ์วาน 2",ซอยปิ่นประภาคม 1,โรงพยาบาลบำราศนราดูร,"ซอยติวานนท์ 8, คนติดดิน",กระทรวงสาธารณสุข(ซอย หลวงวิเชียรแพทยาคม),ตรงข้ามบิ๊กซีติวานนท์,โรงเรียนวัดลานนาบุญ,"ซอยประชาราษฎร์ 3, อู่สายพิน","หมู่บ้านช.รุ่งเรือง 4,โรงเรียนนนทบุรีคริสเตียนวิทยา",ตรงข้ามวัดทินกร,ซอยประชาราษฎ์ 11,เมเจอร์นนทบุรี,วัดสังฆทาน,อู่นครอินทร์,,,,,,
อู่นครอินทร์,วัดสังฆทาน,วิทยาลัยพาณิชย์พงษ์สวัสดิ์เทคโนโลยี,ตลาดนนท์,ตรงข้ามซอยประชาราษฎ์ 13,"โรงเรียนเทศบาล 2,วัดทินกรนิมิต","ซอยประชาราษฏร์ 16/1,ตรงข้ามโรงเรียนคริสเตียนวิทยา",ตรงข้ามโรงเรียนวัดลานนาบุญ,บิ๊กซี นนทบุรี,ตรงข้ามกระทรวงสาธารณสุข,ซอยติวานนท์ 3,เรวดี,ตรงข้ามซอยปิ่นประภาคม 1,"ซอยงามวงศ์วาน 1,ตรงข้ามซอยอัคนี",ซอยแว่นตา,องค์การโทรศัพท์งามวงศ์วาน,พันธุ์ทิพย์งามวงศ์วาน,ตรงข้ามเดอะมอลล์งามวงศ์วาน,แยกพงษ์เพชร(ซอยพงษ์เพชรพัฒนา),ชินเขตน์ 1,ชินเขตน์ 2,ตรงข้ามเรือนจำกลางคลองเปรม(ซอยศรีจั่น),"ตรงข้ามเรือนจำกลางคลองเปรม,การไฟฟ้า",มหาวิทยาลัยเกษตรประตู 3,มหาวิทยาลัยเกษตรประตู 1,แยกเกษตร(พหลโยธิน34/2),รพ.เมโย,วิทยาลัยเทคโนโลยี ไทยวิจิตรศิลป,ตรงข้ามเมเจอร์รัชโยธิน,ตึกช้าง,โรงเรียนสตรีวรนาถบางเขน,กองปราบปราม,เทสโก้โลตัสลาดพร้าว,ตรงข้ามเซ็นทรัลลาดพร้าว,ธนาคารทหารไทย (สำนักงานใหญ่),ตรงข้ามสวนจตุจักร,กรมการขนส่งทางบก,ซอยพหลโยธิน 18,ตรงข้ามวัดไผ่ตัน,ป้ายรถประจำทาง BTS สะพานควาย(ทางออก2),สถานีตำรวจบางซื่อ,"ซอยพหลโยธิน 8,ซอยสายลม",ป้ายรถประจำทาง BTS อารีย์(ทางออก4),"ซอยราชครู,ตรงข้ามซอยพหลโยธิน 5","ซอยพหลโยธิน 2,ซอยกาญจนาคม",ป้ายรถประจำทาง BTSสนามเป้า(ทางออก4),ททบ.5,"ซอยลือชา,ตรงข้ามซอยพหลโยธิน 1",อนุสาวรีย์ชัยสมรภูมิ (เกาะพหลโยธิน)
