1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87
HuaiKhwang(SoiPrachaSongkro32),HuayKhwangFireStationSatharanasuk52,TalatHuaiKhwangLangRongrienSamSenNok,ThanakhanKrungthaiSakhaHuaiKhwang,HoNalikaHuaiKhwang,OppositeTvcCondominium,OppositeWatPhromWongSaram,DdTower,PrachaSongkhro16-18,Prompan,OppositeHealthCenter4,OppositeWichutitSchool,OppositeDindaengMarket,OppositeDindaengHousingOffice,PrachaSongkhro2,DindaengHousing(Stop.1),DindaengHousing(Stop.2),OppositePiboonPrachasanSchool,SriwanitMarket,SoiRangNam,BigcRajdamri,RoyalThaiPolice,SiamSquare,BusStopBTSNationalStation,CharoenPhon,SrijillasapBuilding,WatthepsirinSchool,WatPhlapphlaChai,BmaGeneralHospital(SuepaSide),YakYaowaraj,SumPeng,ThaRatchawong,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
ThaRatchawong,Klongthom(SuapaSide),BmaGeneralHospital(SuepaSide),HuaChieawHospital,Yossae,WatChamnihatthakarn,WatChaimongkolCharoenPhon,BangkokArt&CultureCenter,BusStopBTSSiamStation,WatPathumWanaram,CentralWorld,IndraSquarePratunam,PhayaThai1Hospital,RatchathewiDistrictOffice,ArmyMedicalDepartment,(BusStopBTSVictoryMonumentStation),VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),Phyathai2Hospital,BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),BorderPatrolPolice,SenaRuam(Phahonyothin11),OppositeRongraemSudaPhaLet,InThaMaraSoi7,InthamaraSoi10,MingKhwanMarketInthamaraSoi27,WiphawadiIntersection(SutthisanRoadInthamaraSoi31),SutthisanIntersection(SutthisanWinithchaiRoad),InThaMaraSoi39,InThaMaraSoi28/1,TotInThaMaraSoi32,SutthisanPoliceStationThanonPrachaSuk(Inbound),InThaMaraSoi51,SutthisanPostOffice,InThaMaraSoi55,InThaMaraSoi59,OppositePrachasongkhroSoi47,OppositeTalatsotHuaiKhwang,TriamudomRatchadaSchool,ThailandCulturalCenter(ThiamRuamMitRoad),IzuzuShowRoom
