1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131
พระราม 9 พลาซ่า,ฟู้ดแลนด์ เพอร์เฟคเพลส(รามคำแหง7),โรงเรียนอนุบาลใจทิพย์ เดอะมอลล์รามคำแหง 3,บิ๊กซีราม หมู่บ้านเสรี,โรงเรียนวัดเทพลีลา เมเจอร์รามคำแหง,โรงเรียนวัดเทพลีลา,ซอยรามคำแหง 43/1,ตรงข้ามมหาวิทยาลัยรามคำแหง,ซอยรามคำแหง 59 (ตรงข้ามสนามกีฬา (การกีฬา)),ตรงข้ามสถานีตำรวจหัวหมาก,ซอยรามคำแหง 77 ตรงข้ามโอสถสภารามคำแหง,ตรงข้ามโรงพยาบาลรามคำแหง (ตรงข้ามบริษัทไทยน้ำทิพย์รามคำแหง),ซอยรามคำแหง 83/2 โรงแรมแอนดา,โรงแรมอเล็กซานเดอร์,เดอะมอลล์บางกะปิ,แม็คโครลาดพร้าว ตะวันนา2,การไฟฟ้าสถานีย่อยคลองจั่น,ตรงข้ามโรงพยาบาลเวชธานี,ซอยลาดพร้าว 130/1 ตรงข้ามวิสุทธานี,ตรงข้ามซอยลาดพร้าว 101,ร้านอาหารทิพวรรณ(ซอยกัณฑ์พร),ซอยลาดพร้าว 122,ตรงข้ามโรงพยาบาลลาดพร้าว,ตรงข้ามฟู้ดแลนด์,ซอยลาดพร้าว 114 โรงเรียนบางกอกศึกษา,โรงเรียนบางกอกศึกษา(ลาดพร้าว112),ตรงข้ามสำนักงานเขตวังทองหลาง,ตรงข้ามอิมพิเรียลลาดพร้าว,ซอยลาดพร้าว 92,ตรงข้ามซอยลาดพร้าว 71,ซอยลาดพร้าว 80,ตรงข้ามไปรษณีย์ลาดพร้าว(ลาดพร้าว72),ซอยลาดพร้าว64 ตรงข้ามศึกษาภัณฑ์พาณิชย์,กรมแผนที่ทหาร,ตรงข้ามตลาดโชคชัย 4 ซอยลาดพร้าว 58,ตรงข้ามตลาดสะพาน 2,โรงเรียนพิบูลย์อุปถัมภ์,ซอยภาวนา,ซอยลาดพร้าว 42,ซอยลาดพร้าว 40 ศิริชัยไก่ย่าง,ซอยลาดพร้าว 34,ตรงข้ามบ้านกลางเมือง ลาดพร้าว,ซอยลาดพร้าว 28,แยกรัชดา-ลาดพร้าว,ศาลแขวงพระนครเหนือ,ศาลอาญา,ตรงข้ามมหาวิทยาลัยราชภัฏจันทรเกษม,ตรงข้ามซอยเสือใหญ่,ซอยเสือใหญ่ 2,รัชดาหินอ่อน,สถานีตำรวจพหลโยธิน,โรงเรียนไทยวิจิตรศิลป์,ตรงข้าม รพ.เมโย,แยกเกษตร(ตลาดอมรพันธ์),มหาวิทยาลัยเกษตรศาสตร์(ฝั่งพหลโยธิน),กรมส่งเสริมการเกษตร,สำนักงานคณะกรรมการวิจัยแห่งชาติ,กรมป่าไม้,ไปรษณีย์จตุจักร,ตรงข้ามมหาวิทยาลัยศรีปทุม,โรงเรียนบางบัว,โรงเรียนปราโมชวิทยาทาน,สวนอาหารบางบัว,ซอยพหลโยธิน 49/2,หน้าอู่บางเขน,อู่บางเขน
อู่บางเขน,ตรงข้ามอู่บางเขน,ตรงข้ามซอยพหลโยธิน 51,กรมทหารราบที่11(ประตู2),กรมทหารราบที่11(ประตู3),วัดบางบัว,มหาวิทยาลัยศรีปทุม,โรงเรียนสารวิทยา,กรมวิทยาศาสตร์ทหารบก,โรงแรมมารวย,สำนักงานใหญ่ธกส.,ตรงข้ามมหาวิทยาลัยเกษตรศาสตร์(ฝั่งพหลโยธิน),แยกเกษตร(พหลโยธิน34/2),รพ.เมโย,วิทยาลัยเทคโนโลยี ไทยวิจิตรศิลป,ตรงข้ามเมเจอร์รัชโยธิน,ตรงข้ามสถานีตำรวจพหลโยธิน,ตรงข้ามรัชดาหินอ่อน,ซอยเสือใหญ่,มหาวิทยาลัยราชภัฏจันทรเกษม,กรมส่งเสริมการค้าระหว่างประเทศ,แยกห้วยขวาง,แยกลาดพร้าว-รัชดา(ซอยลาดพร้าว 25),ซอยลาดพร้าว 31 ตรงข้ามซอยลาดพร้าว 40,ซอยลาดพร้าว 35,ซอยภาวนาลาดพร้าว 41,ซอยลาดพร้าว 41/1,ตรงข้ามโรงเรียนพิบูลย์อุปถัมภ์,ลาดพร้าวสะพาน 2,สถานีตำรวจโชคชัย,โชคชัย 4,ตรงข้ามโรงเรียนถนอมพิศ,ศึกษาภัณฑ์ลาดพร้าว,ไปรษณีย์ลาดพร้าว,ซอยลาดพร้าว 67 ตรงข้ามซอยลาดพร้าว 80,ตรงข้ามแกรนด์วิลเลจ,ซอยลาดพร้าว 79 ตรงข้ามแมงป่อง,อิมพิเรียลลาดพร้าว,สำนักงานเขตวังทองหลาง,ตรงข้ามโรงเรียนบางกอกศึกษา,ซอยลาดพร้าว 93,ฟู้ดแลนด์,โรงพยาบาลลาดพร้าว,โรงเรียนภาษาอังกฤษสันติ,ร้านอาหารทิพวรรณ,ซอยลาดพร้าว 101,โรงเรียนเตรียมศึกษาบางกะปิ,ซอยลาดพร้าว 107,เวชธานี,ซอยลาดพร้าว 111,เอ็นมาร์คพลาซ่า(น้อมจิตต์),โรงแรมอเล็กซ์ซานเดอร์(ตรงข้ามศูนย์ฮอนด้ารามคำแหง),โรงพยาบาลรามคำแหง,บริษัทไทยน้ำทิพย์รามคำแหง,บริษัทโอสถสภา ซอยรามคำแหง 26/1,สถานีตำรวจหัวหมาก สนามกีฬาหัวหมาก,ศูนย์หนังสือมหาวิทยาลัยรามคำแหง,มหาวิทยาลัยรามคำแหง,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
