1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161,163,165,167,169,171,173,175
อู่รถเมล์ บ.วังศกาญจน์กิจ (อ้อมใหญ่),ตรงข้ามวัดอ้อมใหญ่,หมู่บ้านนิศาชลอ้อมใหญ่(ซอยเทศบาล 10),ตรงข้ามโรงงานอาหารไทยอ้อมใหญ่,หมู่บ้านสามพราน,ดอนทราย (ตรงข้ามตลาดพันล้าน),ตรงข้ามไทยกาเม็นท์,ตรงข้ามโรงเรียนอ้อมน้อยโสภณชนูปถัมภ์,โรงพยาบาลสัตว์แชมป์เปี่ยน,"ตลาดเก้าแสน,มหาชัย 2",ซอยเพชรเกษม 126,โรงแรมกาแล็คซี่อินน์อ้อมน้อย,ซอยเพชรเกษม 93,"ด่านชั่ง,ซอยเพชรเกษม 122",สามมิตรมอร์เตอร์,วัดศรีสำราญราษฎร์บำรุง,"ตลาดสาย 4,ซอยเพชรเกษม 118",ซอยเพชรเกษม 116,"ซอยเพชรเกษม 116/3,ตรงข้ามหมู่บ้านหรรษา",ซอยเพชรเกษม 114,ตรงข้ามตลาดการค้าหนองแขม,ซอยเพชรเกษม 112,"ซอยเพชรเกษม 110,มหาวิทยาลัยธนบุรี",ซอยเพชรเกษม 108,"ซอยเพชรเกษม 106,หมู่บ้านศรีเพชร",มหาวิทยาลัยเอเชียอาคเนย์,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล (หนองแขม),แยกถนนพุทธมณฑลสาย 3,บิ๊กซีเอ็กซ์ตร้าเพชรเกษม,ฟาร์มรุ่งรักษ์ (ซอยละอองศรี),แยกเลียบคลองทวีวัฒนา,ซอยเพชรเกษม 102/3 (ตรงข้ามพระพรหม),หมู่บ้านเศรษฐกิจ,ซอยเพชรเกษม 100 โรงเรียนอนุบาลเด่นหล้า,ซอยเพชรเกษม 98 สถานีตำรวจหลักสอง,ซอยเพชรเกษม 96 ตรงข้ามสำนักปู่สวรรค์,ซอยเพชรเกษม 94 หมู่บ้านเพชรเกษม 3,ตรงข้ามวัดม่วง,หมู่บ้านสุขสันต์ 2,ซอยเพชรเกษม 92/1,ปากทางพุทธมณฑลสาย2(เริ่มต้น),หมู่บ้านเพชรเกษม 2 ซอย 1,หมู่บ้านเพชรเกษม3,หมู่บ้านภัสรี,แยกวัดบุณยประดิษฐ์,พุทธมณฑลสาย 2 ซอย11,"พุทธมณฑลสาย 2 ซอย15,หมู่บ้านมหามงคล","พุทธมณฑลสาย 2 ซอย21/1,หมู่บ้านกอบแก้ว",หมู่บ้านแกรนด์บางกอกบูเลอวาร์ดปิ่นเกล้า,กองบังคับการตำรวจนครบาล 7,ตรงข้ามโรงพยาบาลธนบุรี 2,หมู่บ้านเขมรัฐ(ซอยบางกอกน้อย-นครชัยศรี),ตรงข้ามหมู่บ้านภาณุ,"บริษัท ดี.พี.เซรามิคส์จำกัด,แยกทุ่งมังกร(บรมราชชนนี60)",ตรงข้ามสถานีขนส่งสายใต้ใหม่(ตลิ่งชัน),ตรงข้ามวัดมะกอก(แยกทุ่งมังกร),ไปรษณีย์ ตลิ่งชัน,ซอยบรมราชชนนี 52,ตรงข้ามศาลแขวงดุสิต,ซอยบรมราชชนนี 46,"กรมสวัสดิการและคุ้มครองแรงงาน กองตรวจความปลอดภัย,ซอยฉิมพลี 2",บริษัท เบนซ์ตลิ่งชัน จำกัด,เสรีกอล์ฟ,ซอยบรมราชชนนี 22,บรมราชชนนี 12,"ศูนย์ฟอร์ดบรมราชชนนี,ตรงข้ามโรงพยาบาลเจ้าพระยา",กระทรวงวัฒนธรรม,ลุมพินีพาร์คปิ่นเกล้า,เมเจอร์ปิ่นเกล้า,ตรงข้ามเทสโก้โลตัสปิ่นเกล้า,พาต้าปิ่นเกล้า,สะพานพระปิ่นเกล้า(ขาเข้า),กองสลาก,แยกคอกวัว,อนุสาวรีย์ประชาธิปไตย(ศึกษาภัณฑ์),สภาทนายความ,ตรงข้ามบริษัทเดินอากาศไทย(บดท.),วัดแคนางเลิ้ง,สำนักงานสถิติแห่งชาติ,"โรงพยาบาลมิชชั่น,ตลาดมหานาค",มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ฯศูนย์กรุงเทพฯ,ตรงข้าม รร.กรุงเทพการบัญชี,ตรงข้ามพันธุ์ทิพย์ประตูน้ำ,อินทราสแควร์ประตูน้ำ,ซอยรางน้ำ,ตรงข้ามวัดตะพาน,สวนสันติภาพ,อนุสาวรีย์ชัยสมรภูมิ (เกาะพญาไท)
อนุสาวรีย์ชัยสมรภูมิ (เกาะพญาไท),เซ็นจูรี่,อาคารวรรณสรณ์,อาคารศรีอยุธยา,โรงเรียนศรีอยุธยา ในพระอุปถัมภ์ฯ,เจ้าพระยา 2 นวดแผนโบราณ,บิ๊กซีราชดำริ,สำนักงานตำรวจแห่งชาติ,สยามสแควร์,ป้ายรถประจำทาง BTS ราชเทวี(ทางออก3),กิ่งเพชร,อุรุพงษ์,"โรงพยาบาลมิชชั่น,มหานาค",ตรงข้ามสำนักงานสถิติแห่งชาติ,ตรงข้ามวัดแคนางเลิ้ง,บริษัทเดินอากาศไทย(บดท.),"วัดราชนัดดา,ลานพลับพลามหาเจษฎาบดินทร์",อนุสาวรีย์ประชาธิปไตย(ตรงข้ามศึกษาภัณฑ์),แยกคอกวัวตรงข้ามกองสลาก,ตรงข้ามกองสลาก,สะพานพระปิ่นเกล้า(ขาออก),ตรงข้ามพาต้าปิ่นเกล้า,แยกบรมราชชนนี,เทสโกโลตัสปิ่นเกล้า,เซ็นทรัลปิ่นเกล้า,ตรงข้ามคอนโดลุมพินีปิ่นเกล้า,รพ.เจ้าพระยา,ก่อนถึงสายใต้ปิ่นเกล้า,ซอยบรมราชชนนี 35,ซอยบรมราชชนนี 45,ซีด้าร์แมนชั่น,สถานีตำรวจนครบาลตลิ่งชัน,ต่างระดับราชพฤกษ์-บรมราชชนนี 1,ศาลแขวงดุสิต,สำนักงานอัยการจังหวัดตลิ่งชัน,โรงเรียนโพธิสาร(ซอยวัดมะกอก),หมู่บ้านเปี่ยมรัก,สถานีขนส่งสายใต้ใหม่(ตลิ่งชัน),บ้านภาณุ(ซอยบรมราชชนนี 91),โรงพยาบาลธนบุรี 2,ตรงข้ามกองบังคับการตำรวจนครบาล 7,หมู่บ้านเพชรพลอย(ซอย3/2),หมู่บ้านกอบแก้ว,หมู่บ้านมหามงคล,หมู่บ้านธีราคร,พุทธมณฑลสาย 2 ซอย 12 (ขาเข้า),ตรงข้ามแยกวัดบุณยประดิษฐ์,หมู่บ้านพุทธรักษา,ตรงข้ามหมู่บ้านเพชรเกษม 2,แยกเพชรเกษม-สาย2(ขาออก),โรงเรียนอำนวยศิลป์ธนบุรี,วัดม่วง,หมู่บ้านหลักสองนิเวศน์,สำนักปู่สวรรค์,บิ๊กซีเพชรเกษม(หลักสอง),ซอยเพชรเกษม 67,ตรงข้ามหมู่บ้านเศรษฐกิจ,แยกเพชรเกษม 69,บริษัท นันยางการทอ จำกัด,ซอยเพชรเกษม 73/2,ตลาดเพชรเกษม,ซอยเพชรเกษม 77,ซอยเพชรเกษม 77/7 หมู่บ้านเพชรเกษม 1,ซอยเพชรเกษม 81,"ศูนย์การค้าหนองแขม,คอนโดเทลหนองแขม",หมู่บ้านหรรษา,ซอยเพชรเกษม 83,ตรงข้ามวัดศรีสำราญราษฎร์บำรุง,ตรงข้ามสามมิตรมอร์เตอร์,ธนาคารไทยพาณิชย์ สาขาอ้อมน้อย,สถานีตำรวจดับเพลิงอ้อมน้อย,ซอยแลนด์,โรงแรมสตาร์อินน์(ขาออก),อ้อมน้อย,ตรงข้ามกรมสรรพากร (อ้อมน้อย),"ซอยเพชรเกษม 97,ไทยกาเม็นท์",ซอยอัครพัฒน์,หมู่บ้านสามพราน(ซอยเทศบาล 3),โรงงานอาหารไทยอ้อมใหญ่,หมู่บ้านนิศาชลอ้อมใหญ่(เทศบาล 11),วัดอ้อมใหญ่,อู่รถเมล์ บ.วังศกาญจน์กิจ (อ้อมใหญ่),,,,,,
