1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161,163,165,167,169,171,173
โรงเรียนชุมชนไมตรีอุทิศ,ตรงข้ามแยกบ้านกล้วย-ไทรน้อย,หมู่บ้านป.ผาสุขนิเวศร์,ตรงข้ามศูนย์นิสสันบางบัวทอง,หมู่บ้านจันทิมาธานี ซอยบางบัวทอง 35,ตรงข้ามหมู่บ้านบัวทองพร็อพเพอร์ตี้,การไฟฟ้านครหลวงสาขาบางบัวทอง,หมู่บ้านรัตนาธิเบศร์,เซ็นทรัลเวสต์เกต,ตรงข้ามหมู่บ้านอบอุ่น,หมู่บ้านรัชชา,ตรงข้ามซอยหลังบาง,วัดคงคา,โรงเรียนอนุบาลกุลนันท์,ตรงข้ามโรงเรียนเปรมประชาวัฒนา สวนอาหารเรือนไทย,หมู่บ้านลัดดารมย์,ตรงข้ามเทสโก้โลตัส บางใหญ่,โรงเรียนเทพศิรินทร์นนทบุรี,วัดโคนอนมหาสวัสดิ์ ตรงข้ามศรีประวัติ,หมู่บ้านชวนชื่นการ์เด้นวิลล์,ศูนย์บริการมิชซูบิชิ,ตรงข้ามโรงเรียนโปลีเทคนิคพานิชย์กรุงเทพ,ตรงข้ามหมู่บ้านภาณุ,บริษัท ดี.พี.เซรามิคส์จำกัด แยกทุ่งมังกร(บรมราชชนนี60),ตรงข้ามสถานีขนส่งสายใต้ใหม่(ตลิ่งชัน),ตรงข้ามวัดมะกอก(แยกทุ่งมังกร),ไปรษณีย์ ตลิ่งชัน,ซอยบรมราชชนนี 52,ตรงข้ามศาลแขวงดุสิต,ซอยบรมราชชนนี 46,กรมสวัสดิการและคุ้มครองแรงงาน กองตรวจความปลอดภัย ซอยฉิมพลี 2,บริษัท เบนซ์ตลิ่งชัน จำกัด,เสรีกอล์ฟ,ซอยบรมราชชนนี 22,บรมราชชนนี 12,ศูนย์ฟอร์ดบรมราชชนนี ตรงข้ามโรงพยาบาลเจ้าพระยา,กระทรวงวัฒนธรรม,ลุมพินีพาร์คปิ่นเกล้า,เมเจอร์ปิ่นเกล้า,ตรงข้ามเทสโก้โลตัสปิ่นเกล้า,แยกบรมราชชนนี (ขาเข้า),พาต้าปิ่นเกล้า,ซอยอรุณอัมรินทร์ 28,กองเรือเล็ก,โรงพยาบาลศิริราช,ซอยบ้านช่างหล่อ,ซอยวัฒนา,แยกอิสรภาพ 44,ตรงข้ามซอยอิสรภาพ 37,ตรงข้ามโรงเรียนวัดชิโนรส,ซอยอิสรภาพ 42/1,ตรงข้ามซอยอิสรภาพ 31,หน้าโรงเรียนณรงค์สอนขับรถ,หน้าร้านสิริภัณฑ์,สนามฝึกซ้อมสอนขับรถโรงเรียนสะพานมอญ,ราชภัฎธนบุรี,ซอยอิสรภาพ 22,แยกบ้านแขก(ขาออก),วงเวียนใหญ่(นิรันดร์รัตน์),โรบินสันลาดหญ้า,ทีโอทีลาดหญ้า,ซอยลาดหญ้า 11,แยกลาดหญ้า(ขาออก),ซอยลาดหญ้า 17,โรงพยาบาลสมเด็จเจ้าพระยา(ฝั่งลาดหญ้า),ตลาดคลองสาน,ไอคอนสยาม,โรงแรมเพนนินซูล่า,แยกกรุงธนบุรีตรงข้ามบริษัทศรีไทยมาร์เก็ตติ้ง,สถานีตำรวจยานนาวา,เซ็นทรัลสีลม,แยกประมวญ,ตรงข้ามวัดแขก,แยกเดโช(ขาออก),โรงพยาบาลกรุงเทพคริสเตียน,ป้ายรถประจำทาง BTS ศาลาแดง(ทางออก1),โรบินสันสีลม(ตรงข้ามรพ.จุฬา),แยกสามย่าน,จุฬาลงกรณ์ (นิติศาสตร์/นิเทศศาสตร์),จุฬาลงกรณ์ (คณะครุศาสตร์),จุฬาลงกรณ์ (หอศิลป์จามจุรี),มาบุญครอง,ป้ายรถประจำทาง BTS ราชเทวี(ทางออก3),พญาไทพลาซ่า,สำนักงานเขตราชเทวี,กรมแพทย์ทหารบก,อนุสาวรีย์ชัยสมรภูมิ (เกาะพญาไท)
อนุสาวรีย์ชัยสมรภูมิ (เกาะพญาไท),เซ็นจูรี่,อาคารวรรณสรณ์,ป้ายรถประจำทาง BTS-Arl พญาไท,กรมปศุสัตว์,ป้ายรถประจำทาง BTS ราชเทวี(ทางออก2),ตรงข้ามมาบุญครอง,รร.เตรียมอุดมศึกษา,จุฬาลงกรณ์ (ลานพระรูป 2 รัชกาล),จุฬาลงกรณ์ (คณะวิทยาศาสตร์),จุฬาลงกรณ์ (คณะพาณิชยศาสตร์และการบัญชี),จามจุรีสแควร์,สถานเสาวภา,ป้ายรถประจำทาง BTS ศาลาแดง(ทางออก2/4),ซีพีทาวเวอร์,แยกนรารมย์,แยกเดโช(ขาเข้า),วัดแขก,ซอยสีลม 19,ซอยโรงน้ำแข็ง,สะพานตากสิน,วัดสุวรรณ,ตรงข้ามตลาดคลองสาน,ซอยลาดหญ้า 14,แยกลาดหญ้า(ขาเข้า),ซอยลาดหญ้า 8,สหกรณ์กรุงเทพลาดหญ้า,ตรงข้ามโรบินสันลาดหญ้า,วงเวียนใหญ่(ธนบุรีศึกษา),แยกบ้านแขก(ขาเข้า),ราชภัฎบ้านสมเด็จเจ้าพระยา,ซอยอิสรภาพ 17/1,มัสยิดดิลฟัลลาห์,ตรงข้ามซอยอิสรภาพ 23/2,ซอยอิสรภาพ 31,ซอยอิสรภาพ 33,โรงเรียนวัดชิโนรส,ซอยอิสรภาพ 37,โรงเรียนต้นส้ม,พรานนกสัตวแพทย์,ตรงข้ามโรงพยาบาลศิริราช,ซอยอรุณอัมรินทร์ 39,ซอยอรุณอัมรินทร์ 41,ตรงข้ามพาต้าปิ่นเกล้า,แยกบรมราชชนนี,เทสโกโลตัสปิ่นเกล้า,เซ็นทรัลปิ่นเกล้า,ตรงข้ามคอนโดลุมพินีปิ่นเกล้า,รพ.เจ้าพระยา,ก่อนถึงสายใต้ปิ่นเกล้า,ซอยบรมราชชนนี 35,ซอยบรมราชชนนี 45,ซีด้าร์แมนชั่น,สถานีตำรวจนครบาลตลิ่งชัน,ต่างระดับราชพฤกษ์-บรมราชชนนี 1,ศาลแขวงดุสิต,สำนักงานอัยการจังหวัดตลิ่งชัน,โรงเรียนโพธิสาร(ซอยวัดมะกอก),หมู่บ้านเปี่ยมรัก,สถานีขนส่งสายใต้ใหม่(ตลิ่งชัน),บ้านภาณุ(ซอยบรมราชชนนี 91),โรงเรียนโปลีเทคนิคพานิชย์กรุงเทพ,หมู่บ้านโกลเดนท์แลนด์,ชวนชื่นปาร์ควิลล่า,ซอยถนนสำเร็จพัฒนา ศรีประวัติ,ซอยอัจฉริยะพัฒนา,เทสโก้โลตัส บางใหญ่,ตรงข้ามหมู่บ้านลัดดารมย์,โรงเรียนเปรมประชาวัฒนา วัดพระเงิน ร้านอาหารอาชีพเตี่ย,โรงพยาบาลบางใหญ่,ตรงข้ามวัดคงคา,ซอยวัดบางโค,หมู่บ้านพระปิ่น3,หมู่บ้านอบอุ่นบางใหญ่ จิตตกาญจน์,ตลาดกลางบางใหญ่,บิ๊กคิงส์ ตรงข้ามหมู่บ้านรัตนาธิเบศร์,สวนอาหารบ้านริมคลอง,หมู่บ้านบัวทองพร็อพเพอร์ตี้,คลังสินค้า บางกอกซิตี้,ธนพลหมูกระทะ,แยกบ้านกล้วย-ไทรน้อย,แยกไทรน้อย,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
