1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143
ThaRotSai2(PakKhlongTalat),KrasuangMahatthai,PaiSonoSamranRa,PaiBanBat,Mansri,HuaChieawHospital,WatChamnihatthakarn,WatChaimongkolCharoenPhon,SathabanTheknoloyiPathumWan,BangkokArt&CultureCenter,SiamCenter,WatPathumWanaram,LangSuanBusStopBTSChitLom,CentralChidlom,SoiNaiLaertBusStopBTSPloenChit,SoiNana,PacificFellBuildingSoiSukhumvit7,SukhumvitSoi15,Sukhumvit19Robinson,SukhumvitSoi23,Sukhumvit27SainamphuengSoi22,SoiSukhumvit31,Suanbenjasiri,SukhumvitSoi41,Sukhumvit49(Soi49),SukhumvitSoi47,BusStopBTSThonglo(Exit1),SukhumvitSoi57,MajorEkamai,WatThatthong,PaiRongrianSiWiKonSoiSukhumvit65/1,BusStopBTSPhraKhanong(Exit3),PhraKhanongMarket,DapphloengOnNut,PaiSukhumvit81(Soi81SiriPhot),SunkankhaMaketPhlat(KhetPhraKhanong),TalatBangChak,TransportOfficeArea3,Punnawithi(Sukhumvit101),BusStopBTSPunnawithi(Exit3),WachirathamSatit(Sukhumvit101/1),Sukhumvit101/2,BusStopBTSUdomsuk(Exit1),OppositeKluaynamthai2Hospital,BangnaIntersection(OutboundStop.1),BangnaIntersection(OutboundStop.2),BusStopBTSBangNa(Exit3),MubanNaphalai,BusStopBTSBaering(BetweenExit1And3),SoiBaeRing,SoiSantiKham(Sukhumvit109),TalatThamSaRot,OppositeImPhiRianSamrong(TalatSamrong),BigCSamrong,Sukhumvit115(SoiAphiChat),ToyotaNechannaen,WatTrai,KhongKroek,UdomDet(Kosono),RongNom,NatSunthon(RongrianPhraNinWatchara),WatBangNangKrengYuwaPrasatHospital,SamutPrakanPostOffice,SoiBunSiri,SamutprakanAreaRevenueOffice1,WatPichaiSongkram,PaknamCityPillarShrine,WongwianThanonThaiBan(Outbound),SamutprakarnCrocodileFarm&ZooBusDepot,blankjaa,blankjaa,blankjaa
SamutprakarnCrocodileFarm&ZooBusDepot,WongwianThanonThaiBan(Inbound),PakNamMarket,SalaKlangChangwatSamutPrakan,RongrianSaraphatChangSamutPrakan,Navy,RongrianNairueaPraisaniPaknam,WatBangNangKreng,OppositeSukhumvitSoi17,OppositeRongNom,DetUdom(Nfe.).,KhongKroekKao,WatTraiChangErawan,HiTaChiToyota,PttPetrolStation.,OppositeHangBikSiSamrong,SamrongMarketOppositeSukhumvitSoi11,SoiSantiKham(ThoNakhonLuangThai)Soi74,SukhumvitSoi70/1,BearingSkytrainStationLasal,ManaromHospital,BangnaSkytrainStation,BangnaIntersection(Inbound),Kluaynamthai2Hospital,BusStopBTSUdomsuk(Exit4),UdomSukPostOffice,WachirathamSatit(OppositeSukhumvit101/1),BusStopBTSPunnawithi(Exit2),BusStopBTSPunnawithi(Exit4),Sukhumvit62/1,TalatBangChak(Sukhumvit93),SukhumvitSoi56,RongrianNariNiramon(KhetPhraKhanong),BusStopBTSOnNut(Exit2),TalatOnNut(KanPrapaOnNut)KanPrapaPhraKhanong,OppositePhrakhanongMarket,BusStopBTSPhraKhanong(Exit2),GatewayEkamai,BangkokPlanetarium,SoiSukhumvit40,BusStopBTSThonglo(Exit2/4),SoiSukhumvit34(SoiSuphang),SoiSukhumvit28(SoiBansan),BusStopBTSPhromphong(Exit4),BenjasiriPark,SoiSukhumvitSoi20,SoiSukhumvit18,SukhumvitSoi12(RoBinSanSukhumvit),SoiSukhumvit10(Ambasder)SuanChoowit,SukhumvitSoi6BusStopBTSNana,PlernjitCenterSoiNana,BusStopBTSPhloenchit(Exit4),SoiTonson,RoyalThaiPolice,SiamSquare,BusStopBTSNationalStation,CharoenPhon,SrijillasapBuilding,WatthepsirinSchool,WatPhlapphlaChai,BmaGeneralHospital(ThanonLuangSide),Wangburapa,ChaloemKrung,TerritorialDefenseCommand,WatPhoThaTian,NakarapiromPark,RatchaWoraditPier,ThaChang,MaharajPier,PhraChanPier(OppositeWatMahathat),Sanamluang(OppositeWatMahathat),ThaRotSai2(PakKhlongTalat)
