1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161
RatchaWoraditBusTerminal(123),RatchaWoraditPier,ThaChang,Sanamluang(OppositeWatPhraKaew),Sanamluang(OppositeSupremeCourt)Stop.1,Sanamluang(OppositeSupremeCourt)Stop.2,PhraPinklaoBridge(Outbound),OppositePataPinklao,SeparateBoromarajonani,ThanonBoromRatChonnani,CentralPinklao,LumpiniCondoPinklao,ChaophyaHospital,BefPinklaoBusTerminal,SoiBorommaratchachonnani35,SoiBorommaratchachonnani45,CedarMansion,TalingchanPoliceStation,Ratchapreuk-BorommaratchachonnaniIntersectionStop1,TheDusitMunicipalityCourt,TalingchanPublicProsecutionOffice,OppositeThanonChimphli,PaimrakVillage,SouthernBusTerminal(Talingchan),SoiBorommaratchachonnani91,ThonburiHospital2,OppositeMetropolitanPoliceDivision7,MubanPhetPhloi,MubanKopKaeo,MubanMahaMongkhon,MubanThiRaKhon,SoiSukhaphibanBangKhae,Sai2Market,PhuttaraksaVillage,OppositePhetkasem2Village,Phetkasem-Sai2Junction(Outbd),AmnuaysilpaDhonburiSchool,WatMuang,LaksongNiwetVillage,SamnakPoosawan,BigcPhetkasem(Laksong),SoiPhetkasem67,OppositeSetthakitVillage,Phetkasem69,NanYangTextileIndustry,SoiPhetkasem73/2,TalatPhetKasem,SoiPhetKasem77,SoiPhetKasem77/7,SoiPhetKasem81,NongKhaemMarket,MubanHansa,SoiPhetKasem83,OppositeWatSiSamranRatbamrung,OppositePhetkasemSoi120,ThanakhanThaiphanitSakhaOmNoi,SathaniTamruatDapphloengOmNoi,SoiLand,OppositePhetkasem126,OmNoi,RongrianSophonChanupThamSchool,SoiPhetKasem97,SoiAkkharaPhat,MubanSamPhranTessabanSoi3,ThessabanSoi9,MubanNisachonOrmYaiSoiThetsaban11,SoiWatOrmYai,YaekWatThiendad[A],OppositeJosephUpathamSchool,SamphranZoo,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
SamphranZoo,JosephUpathamSchool,YaekWatThiendad[B],OppositeSoiWatOrmYai,MubanNisachonOrmYaiSoiThetsaban10,ThessabanSoi8,MubanSamPhran,DonSai(OppositePhanLanMarket),Srivichai3Hospital,RongrianSophonChanupTham,RongphayabanSatChaemPian,SoiPetkasem126,GalaxyInnOrmNoi,SoiPetkasem93,SoiPetkasem122,PhetkasemSoi120,WatSiSamranRatbamrung,Sai4Market,SoiPetkasem116,SoiPetkasem116/3,SoiPetkasem114,OppositeTheNongkhaemMarket,SoiPetkasem112,SoiPetkasem110,SoiPetkasem108,SriphetVillagePhetkasemSoi106,SoutheastAsiaUniversity,WichaivetInterHospital,ThonburiMarket(SanamLuang2),BigCPhetkasem,RungrakFarm,OppositeNanyangTextileIndustrythaveewongRoad,SoiPetkasem102/3,SetthakitVillage,DenlaKindergarten,LaksongPoliceStation,SoiPetchkasem96,Phetkasem3VillageSoi94,OppositeWatMuang,Suksan2Village,SoiPetchkasem92/1,EntPhutthamonthonSai2,Phetkasem2Village,Phetkasem3Village,PassariVillage,SoiWatBunyaPradit,PutthamomtonSai2Soi11,PutthamomtonSai2Soi15,PutthamomtonSai2Soi21/1,MubanGrand,KongBangkhapkanTamruatnakhonban7,OppositeThonburiHospital2,MubanKhemaRat,OppositePanuStreetAssawaphisitChet.,Co.P.CeramicsCo.Ltd.SplitFieldsDragons(Boromarajonani60).,OppositeSouthernBusTerminal(Talingchan),WatMakok,ThanonChimPhli,Borommaratchachonnani52,OppositeTheDusitMunicipalityCourt,SoiBorommaratchachonnani46,SoiChimpee2,BenzTalingchan,SeriGolf,SoiBorommaratchachonnani22,Borommaratchachonnani12,ChaophrayaHospital,MinistryOfCulture,LumpiniParkPinklao,MajorPinklao,TescoLotusPinKlao,PataPinklao,PhraPinklaoBridge(Inbound),NationalGallery,OppositeNationalTheater,Sanamluang(OppositeThammasartU.),Sanamluang(OppositeWatMahathat),MinistryOfDefense,WatPhoThaTian,NakarapiromPark,RatchaWoraditBusTerminal(123)
