1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111
อู่รถเมล์ บ.พรีเมี่ยม (รังสิต),หมู่บ้านรัตนโกสินทร์ 200 ปี,โรงพยาบาลปทุมเวช,ฟิวเจอร์ปาร์ครังสิต,เมเจอร์รังสิต,โรงเรียนธัญบุรี,ฟาร์มโชคชัย,ตรงข้ามวัดประยูรจินดารามพหลโยธิน 84,โรงพยาบาลแพทย์รังสิต,เซียร์รังสิต,อนุสรณ์สถาน,โรงงานพรมไทยปิง,หมู่บ้านพิพรพงษ์ 2 3 4,หมู่บ้านศุภลักษณ์,บริษัทttl Isuzu,ฐานทัพอากาศ,ตรงข้ามสถานีตำรวจนครบาลดอนเมือง,ฝ่ายช่างท่าอากาศดอนเมือง,ดอนเมือง(สำนักงานท่าอากาศยาน),ดอนเมือง (อาคารผู้โดยสาร 1-2),ดอนเมือง (อาคารผู้โดยสาร 3),ดอนเมือง(คลังสินค้า),ดอนเมือง (ช่องทาง ทดม.8),ร้านเจ้เล้ง,คอตโต้,ฮีโน่มอเตอร์สเซลส์,ธนาคารไทยพาณิชย์แจ้งวัฒนะ,โรงเรียนเจริญผล,จัสโก้แจ้งวัฒนะ ตรงข้ามมหาวิทยาลัยราชภัฏพระนคร,ตรงข้ามโรงเรียนสาธิตวัดพระศรีมหาธาตุ,สถานีตำรวจบางเขน,มหาวิทยาลัยเกริก,เซ็นทรัลรามอินทรา,ซอยรามอินทรา 5,โรงเรียนปราโมชวิทยารามอินทรา,ตรงข้ามสนามมวยลุมพินีรามอินทรา,แยกลาดปลาเค้า(รามอินทรา15),ตรงข้ามบิ๊กซีรามอินทรา,หมู่บ้านเกาหลี,ตลาด กม.4,เคหะรามอินทรา กม.4,ตรงข้ามซอยมัยลาภ,กองบินตำรวจ,วัชรพล(กม.5),หมู่บ้านสวัสดิการทหาร,ซอยรามอินทรา 65,กม.7 รามอินทรา(ขาออก),ซอยรามอินทรา 69,กม.8 รามอินทรา,กม.8 รามอินทรา52 ศูนย์นิสสัน ปั้มปริโตนาส,ตรงข้ามโรงพยาบาลสินแพทย์,ซอยรามอินทรา 89 เยื้องปั้มเอสโซ่,สุวรรณภูมิ(ตรงข้ามเขตปลอดอากร),สุวรรณภูมิ(ฝ่ายครัวการบินไทย),สุวรรณภูมิ(สถานีดับเพลิง),สุวรรณภูมิ(ศูนย์การขนส่งสาธารณะ)
สุวรรณภูมิ(ศูนย์การขนส่งสาธารณะ),สุวรรณภูมิ(ตึกปฏิบัติการภาคพื้นดินการบินไทย),สุวรรณภูมิ(เขตปลอดอากร),ตรงข้ามอำนวยเภสัช,ซอยชื่นกมล ตรงข้ามศูนย์โตโยต้าชัวร์,โรงพยาบาลสินแพทย์,ซอยรามอินทรา 50 ตรงข้ามศูนย์นิสสัน,ซอยรามอินทรา 46,ตรงข้ามซอยรามอินทรา 69,กม.7 รามอินทรา(ขาเข้า),ซอยนวลจันทร์,โรงเรียนสายอักษรกม.6,ตรงข้ามหมู่บ้านสวัสดิการทหารบก,วัชรพล,ตรงข้ามกองบินตำรวจ,ซอยมัยลาภ(รามอินทราซอย16),ตรงข้ามตลาดกม.4,ตรงข้ามหมู่บ้านเกาหลี,บิ๊กซีรามอินทรา,แยกลาดปลาเค้า(ศูนย์การค้ารามอินทรา),สนามมวยลุมพินีรามอินทรา,ศูนย์พัฒนากีฬากองทัพบก,ศูนย์พัฒนากีฬากองทัพบก สนามกอล์,ตรงข้ามเซ็นทรัลรามอินทรา,ตรงข้ามมหาวิทยาลัยเกริก,โรงเรียนสาธิตวัดพระศรีมหาธาตุ,หาวิทยาลัยราชภัฏพระนคร,ตรงข้ามโรงเรียนเจริญผล,ตรงข้ามธนาคารไทยพาณิชย์แจ้งวัฒนะ,แยกหลักสี่(ศูนย์อะไหล่หลักสี่ซอย 2),สถานีรถไฟหลักสี่,ไอทีสแควร์,วัดหลักสี่,เคหะทุ่งสองห้อง,คลังน้ำมัน(ถนนวิภาวดีรังสิต),สำนักงานเขตดอนเมือง,ตลาดใหม่ดอนเมือง,วัดดอนเมือง,ตรงข้ามฝ่ายช่างดอนเมือง,โรงเรียนดอนเมืองทหารอากาศบำรุง สถานีตำรวจดอนเมือง,หมู่บ้านธนิทร ซอยวิภาวดีรังสิต 35,หมู่บ้านอยู่เจริญ,วิภาวดีรังสิต39 หมู่บ้านยิ่งโอฬาร,โรงเรียนพหลโยธิน,หมู่บ้านวังทองวิภาวดีซอย 47,โรงเรียนสังคีต,บิ๊กซี ตรงข้ามเซียร์รังสิต,ตลาดสี่มุมเมือง,วัดประยูร หมู่บ้านสีวลี,มหาวิทยาลัยรังสิต,แม็คโครรังสิต,ตลาดรังสิต,ตรงข้ามหมู่บ้านรัตนโกสินทร์ 200 ปี,อู่รถเมล์ บ.พรีเมี่ยม (รังสิต),blankjaa,blankjaa
