1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89
อนุสาวรีย์ชัยสมรภูมิ (เกาะพญาไท),เซ็นจูรี่,อาคารวรรณสรณ์,กรมปศุสัตว์,ตรงข้าม รร.กรุงเทพการบัญชี,ตรงข้ามพันธุ์ทิพย์ประตูน้ำ,เพชรรามา,สุขสวัสดิ์ กม.9(ลงทางด่วน),ตรงข้ามวัดสน,สุขสวัสดิ์ กม.9,วัดสารอด,ตรงข้ามตลาดบางปะกอก,ศรีไทยซุปเปอร์แวร์,ซอยอนามัย(สุขสวัสดิ์ 32),ตรงข้ามวัดบางปะกอก,ตรงข้ามบิ๊กซีบางประกอก,วัดโพธิ์แก้ว,ซอยงูเห่า เกียร์เซอร์วิส,สำนักงานเขตจอมทอง,ตลาดโอ๋เอ๋,พระราม 2 ซอย 21,ซอยวัดพุทธบูชา,ตรงข้ามจันทร์พริ้ง,การประปาวัดยายร่ม,หมู่บ้านชิชา,หมู่บ้านวิชิตนคร,โรงพยาบาลบางมด,ตรงข้ามวัดกก,วัดเลา,ตรงข้ามศาลเจ้าแม่งู,โฮมโปร พระราม 2,บิ๊กซีพระราม 2,สำนักงานเขตบางขุนเทียนสนามฟุตบอลสุขโกกี,หัวกระบือ,เคหะการไฟฟ้า,เคหะธนบุรี(โลตัสพระราม2),ตรงข้ามสะแกงาม,ตรงข้ามหมู่บ้านพระราม 2,อมรชัย 4 บริษัท เซ็นทรัลกลาส จำกัด,บางกระดี่,ฟาร์มไก่ชนพม่าพระราม2,ตรงข้ามซอยโฟร์โมส,คลองระหาญ 1,โรงค้าถัง ตรงข้ามอู่แสมดำ,อู่แสมดำ
อู่แสมดำ,พระราม 2 ซอย 94 อู่แสมดำ,คลองระหาญ,ซอยโฟร์โมส,พระราม 2 ซอย 86,บางกระดี่(ถนนพระราม2ขาเข้า),อมรชัย 4,หมู่บ้านพระราม 2,สะแกงาม,เคหะธนบุรี(บิ๊กซีการเคหะพระราม2),โรงพยาบาลพระราม 2,การเคหะแห่งชาติบางขุนเทียน,แยกหัวกระบือ,สำนักงานเขตบางขุนเทียน,เซ็นทรัลพระราม 2,วัดกำแพง(ถนนพระราม2ขาเข้า),ศาลเจ้าแม่งู,วัดกก,สถานีตำรวจบางมด,สมาคมฮินแหน่นแห่งประเทศไทย,ธนาคารอาคารสงเคราะห์,วัดสีสุก,จันทร์พริ้ง,ศูนย์โตโยต้า(ตรงข้ามซอยวัดพุทธบูชา),โรงพยาบาลบางปะกอก9อินเตอร์เนชั่นแนล,โพธิ์ทอง(ใต้ทางด่วนด่านดาวคะนอง),ตรงข้ามสำนักงานเขตจอมทอง,บิ๊กซีบางประกอก,วัดบางปะกอก,ซอยสุขสวัสดิ์ 23,โรงพยาบาลบางปะกอก1,ตลาดบางปะกอก,ตรงข้ามวัดสารอด,แยกประชาอุทิศ,ตรงข้ามวัดสน,ซอยเด็กกรำพร้า,สุขสวัสดิ์ กม.9 (ขึ้นทางด่วน),เมโทร,แยกประตูน้ำ,อินทราสแควร์ประตูน้ำ,ตรงข้ามซอยรางน้ำ,ตรงข้ามวัดตะพาน,สวนสันติภาพ,อนุสาวรีย์ชัยสมรภูมิ (เกาะพญาไท),blankjaa
