1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161
อู่มีนบุรี,หน้าร้านทองมีนบุรี,โรงพยาบาลนวมินทร์ 9,"แยกมีนบุรีตรงข้ามตะเกียง,ปั้มบางจาก",ตรงข้าม รร.เศรษฐบุตรบำเพ็ญ,รามอินทรา 86,หม่อมเจ้าสง่างามฯ,ตรงข้ามรามอินทรา 115,ตรงข้ามพระยาสุเรนทร์,"ซอยรามอินทรา74,หมู่บ้านรังสิยา",วิทยาลัยทักษิณา(ไทยสุริยะเก่า),ตรงข้ามโรงพยาบาลนพรัตน์,ฮ้อปูดอง,ตรงข้ามแฟชั่นไอส์แลนด์,ตรงข้ามอำนวยเภสัช,"ซอยชื่นกมล,ตรงข้ามศูนย์โตโยต้าชัวร์",โรงพยาบาลสินแพทย์,ซอยรามอินทรา 46,ตรงข้ามซอยรามอินทรา 69,กม.7 รามอินทรา(ขาเข้า),ซอยนวลจันทร์,โรงเรียนสายอักษรกม.6,ตรงข้ามหมู่บ้านสวัสดิการทหารบก,วัชรพล,ตรงข้ามกองบินตำรวจ,ซอยมัยลาภ(รามอินทราซอย16),ตรงข้ามตลาดกม.4,ตรงข้ามหมู่บ้านเกาหลี,บิ๊กซีรามอินทรา,แยกลาดปลาเค้า(ศูนย์การค้ารามอินทรา),สนามมวยลุมพินีรามอินทรา,ศูนย์พัฒนากีฬากองทัพบก,ศูนย์พัฒนากีฬากองทัพบก สนามกอล์,ตรงข้ามเซ็นทรัลรามอินทรา,ตรงข้ามมหาวิทยาลัยเกริก,ตรงข้ามเทสโก้โลตัสบางเขน,"ซอยน้ำใส,ซอยพหลโยธิน 61",ซอยพหลโยธิน 65,ตรงข้ามซอยสายหยุด,"ธนาคารกรุงไทย,ตรงข้ามโรงพยาบาลเซ็นทรัล",ตรงข้ามบิ๊กซีสะพานใหม่,ตลาดไทยณรงค์,ตลาดยิ่งเจริญ,"ตรงข้ามแยกวัดเกาะ,แยกสายไหม,ช่องทางพาราจันทร์","ตรงข้ามช่องทางท่าดินแดง,โรงเรียนเสนาธิการทหารอากาศ",ตรงข้ามโรงพยาบาลภูมิพลอดุลยเดช,ตรงข้ามสโมสรทหารอากาศ,ตรงข้ามโรงเรียนฤทธิยะ,พิพิธภัณฑ์กองทัพอากาศ,"กองบัญชาการกองทัพอากาศไทย,ตรงข้ามโรงเรียนนายเรือ",ตรงข้ามโรงเรียนนายเรืออากาศ,"แยก คปอ.,แยกแปดแฉก","ตรงข้าม กม.25,ซอยพหลโยธิน 54/1",ตรงข้ามซอยแอนเนกซ์,"หมู่บ้านการ์เด้นโฮม,ตรงข้ามซอย 39",ตรงข้ามโรงพยาบาลบีแคร์,ตรงข้ามแยกลำลูกกา,"บิ๊กซี,ตรงข้ามเซียร์รังสิต",ตลาดสี่มุมเมือง,"วัดประยูร,หมู่บ้านสีวลี",มหาวิทยาลัยรังสิต,แม็คโครรังสิต,ตรงข้ามฟิวเจอร์รังสิต,โฮยา,ตรงข้ามบริษัทไทยบริสโตน,สถานีขนส่งผู้โดยสารรังสิต,"ซอยประธานพร,ตรงข้ามโรงงานกษาปณ์",ตรงข้ามบริษัทสามารถวิศวกรรมจำกัด,หมู่บ้านไวท์เฮ้าท์(ขาออก),ซอยหงส์สกุล,ตรงข้ามสุเหร่าแก้วนิมิตร,มหาวิทยาลัยกรุงเทพรังสิต,กอล์ฟแมนชั่น,ซอยคุณพระ,ซอยรัตนะ,บางขัน,โรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,ตลาดไท,,,
หน้าตลาดไท,ตรงข้าม มธ.ศูนย์รังสิต,ธนาคารไทยพาณิชย์สาขาคลองหลวง,ตรงข้ามหมู่บ้านกฤษดานคร,ตรงข้ามซอยรัตนะ,โรงพยาบาลภัทร-ธนบุรี,ตรงข้ามกอล์ฟแมนชั่น,ตรงข้ามมหาวิทยาลัยกรุงเทพรังสิต,โรงงานไก่เซ็นทราโกจำกัด,สุเหร่าแก้วนิมิตร,ตรงข้ามบุญถาวรรังสิต,โรงกษาปณ์,ตรงข้ามบุญคุ้ม,ฟิวเจอร์ปาร์ครังสิต,เมเจอร์รังสิต,โรงเรียนธัญบุรี,ฟาร์มโชคชัย,ตรงข้ามวัดประยูรจินดารามพหลโยธิน 84,โรงพยาบาลแพทย์รังสิต,เซียร์รังสิต,"แยกลำลูกกา,ตลาดลำลูกกา","กม.27,ซอยพหลโยธิน 62/2 แยก2-1",โรงพยาบาลบีแคร์เมดิคอลเซ็นเตอร์,หมู่บ้านการ์เด้นโฮม,ซอยแอนเน็กซ์,กม.26,"กม.25,พหลโยธิน 54/4",ประตูกรุงเทพ,แยก คปอ.,โรงเรียนนายเรืออากาศ,หอประชุมกานตรัตน์,โรงเรียนฤทธิยะ,"สโมสรทหารอากาศ,หอประชุมกองทัพอากาศ",โรงพยาบาลภูมิพลอดุลยเดช,"แยกท่าดินแดง,ตรงข้ามโรงเรียนเสนาธิการทหารอากาศ",แยกวัดเกาะ,สะพานใหม่ตรงข้ามตลาดยิ่งเจริญ,"ซอยโชคดี 2,ตรงตลาดไชยณรงค์",บิ๊กซีสะพานใหม่,"ตรงข้ามธนาคารกรุงไทย,โรงพยาบาลเซ็นทรัล",ซอยสายหยุด,ธนาคารไทยพาณิชย์(พหลโยธิน46/1),หมู่บ้านฝนทอง,"เทสโก้โลตัสหลักสี่บางเขน,กรมทหารสื่อสารกองทัพบก",สถานีตำรวจบางเขน,มหาวิทยาลัยเกริก,เซ็นทรัลรามอินทรา,ซอยรามอินทรา 5,โรงเรียนปราโมชวิทยารามอินทรา,ตรงข้ามสนามมวยลุมพินีรามอินทรา,แยกลาดปลาเค้า(รามอินทรา15),ตรงข้ามบิ๊กซีรามอินทรา,หมู่บ้านเกาหลี,ตลาด กม.4,เคหะรามอินทรา กม.4,ตรงข้ามซอยมัยลาภ,กองบินตำรวจ,วัชรพล(กม.5),หมู่บ้านสวัสดิการทหาร,ซอยรามอินทรา 65,กม.7 รามอินทรา(ขาออก),ซอยรามอินทรา 69,กม.8 รามอินทรา,"กม.8,รามอินทรา52,ศูนย์นิสสัน,ปั้มปริโตนาส",ตรงข้ามโรงพยาบาลสินแพทย์,"ซอยรามอินทรา 89,เยื้องปั้มเอสโซ่",แยกถนนเลียบคลองสอง,แฟชั่นไอส์แลนด์,"ธนาคารกรุงไทย,กม.10","ปั้มปตท.,ตรงข้ามร้านเฮียฮ้อปูดอง",หมู่บ้านวิสุทธาวิลล์,ภัตตาคารชายทะเลจันทร์เพ็ญสาขารามอินทรา,ครัวแมกไม้,พระยาสุเรนทร์,รามอินทรา 117,หมู่บ้านสินธานี 2,ร้านอาหารแพน้ำ,รร.เศรษฐบุตรบำเพ็ญ,"แยกมีนบุรี,ซอยตะเกียง",วิทยาลัยเทคนิคมีนบุรี,อู่มีนบุรี
