1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161,163,165,167,169,171,173,175
อนุสาวรีย์ชัยสมรภูมิ (เกาะดินแดง),ตรงข้ามสวนสันติภาพ,สำนักงาน ป.ป.ส.,รร.พิบูลประชาสรรค์,สถาบันราชานุกูล,แยกประชาสงเคราะห์,ประชาสงเคราะห์1,สำนักงานเคหะดินแดง,ตลาดดินแดง,โรงเรียนวิชูทิศ,ศูนย์บริการสาธารณสุข4,โรงเรียนพร้อมพรรณ,ซอยประชาสงเคราะห์ 21,ซอยประชาสงเคราะห์ 23,วัดพรหมวงศาราม,ทีวีซีคอนโดมิเนียม,ตรงข้ามโรงเรียนอำนวย,"หอนาฬิกาห้วยขวาง,ศูนย์รับเลี้ยงเด็กห้วยขวาง",ตรงข้ามตลาดสดห้วยขวาง,โรงแรมเลอคองคอร์ด,รร.เตรียมอุดมฯ รัชดา,ศูนย์วัฒนธรรมแห่งประเทศไทย,สยามนิรมิต,ศูนย์อีซูซุถนนเทียมร่วมมิตร,ไปรษณีย์ห้วยขวาง(ถนนเทียมร่วมมิตรขาออก),แยกเหม่งจ๋าย(ถนนประชาอุทิศขาออก),ซอยสุวรรณมณี,สถานทูตลาว,ร้านลีลาวดี,ตรงข้ามเอสซีปาร์ค,บริษัทแสงทองผ้าใบ,มายสเตอริโอ,ใต้ทางด่วนลาดพร้าว 71,สปานวดแผนไทย,ทาว์อินทาว์,เดอวิลเลจอินทาวส์,Sc ปาร์ค,บริษัทหินอ่อน(ถนนประชาอุทิศขาออก),ชุมชนทรัพย์สินใหม่,ตรงข้ามซอยเทพลีลา 8,ซอยรามคำแหง 43/1,ตรงข้ามมหาวิทยาลัยรามคำแหง,ตรงข้ามสถานีตำรวจหัวหมาก,ตรงข้ามโรงพยาบาลรามคำแหง (ตรงข้ามบริษัทไทยน้ำทิพย์รามคำแหง),แยกบางกะปิ(แยกถนนนวมินทร์),วัดศรีบุญเรือง(แอมเวย์ใหม่),โรงเรียนบางกะปิ,แยกนิด้า(ขาเข้า),"ศรีบูรพา 22,ครัวประมง",ศรีบูรพา 20,ศรีบูรพา 16(การ์เด้น),ศรีบูรพา 8,ครัวริมบึง,"ทะเลสาบที่1,สำนักงานที่ดินบางกะปิ",หมู่บ้านวังทอง,ตรงข้ามหมู่บ้านศรีนคร 1,โรงเรียนโสมาภา 2,"ซอยพึ่งบุญ(นวมินทร์ 69),ตรงข้ามหมู่บ้านปรีชา",ตลาดอินทรารักษ์(ซอยนวมินทร์ 75),"ซอยนวมินทร์ 83,ตรงข้ามสันติอโศก",ประกันสังคมนวมินทร์ 56,"ซอยโพธิ์แก้ว,ตรงข้ามวัดบางเตย",หมู่บ้านสามัคคี(นวมินทร์ 107),ตลาดนวลจันทร์(ถนนนวมินทร์ขาออก),ตรงข้ามตลาดปัฐวิกรณ์,ตรงข้ามโรงเรียนบดินทรเดชา(สิงห์สิงหเสนี 2),ตรงข้ามโรงเรียนเบญจมินทร์,ซอยนวมินทร์ 135,เคหะนวมินทร์,"ไทวัสดุนวมินทร์,ตรงข้ามโลตัสสุขาภิบาล1",ตรงข้ามโรงพยาบาลพญาไทนวมินทร์(เปาโลเดิม),"ซอยนวมินทร์ 151,หมู่บ้านเอื้องสุข","กม.8,รามอินทรา52,ศูนย์นิสสัน,ปั้มปริโตนาส",ตรงข้ามโรงพยาบาลสินแพทย์,"ซอยรามอินทรา 89,เยื้องปั้มเอสโซ่",แฟชั่นไอส์แลนด์,"อโมรินี่,รพ.นพรัตน์",หมู่บ้านสวนสยามตรงข้ามโลตัส,ตรงข้ามซอยสวนสยาม 14(หมู่บ้านเก้าแสน),สวนสยาม,อู่สวนสยาม,,,,,,,
อู่สวนสยาม,"ซอยสวนสยาม 11,คริสจักรนาซารีน",ตรงข้ามโรงเรียนอนุบาลสวนสยาม,ตรงข้ามสวนสยาม,"สรรพากรบึงกุ่ม,ตรงข้ามสวนสยาม",ซอยสวนสยาม 16,ซอยสวนสยาม 12(ซอยเก้าเเสน),ซอยสวนสยาม 6,ตรงข้ามโรงพยาบาลนพรัตน์,ฮ้อปูดอง,ธนาคารไทยพาณิชย์รามอินทรา,ตรงข้ามแฟชั่นไอส์แลนด์,ตรงข้ามอำนวยเภสัช,"ซอยชื่นกมล,ตรงข้ามศูนย์โตโยต้าชัวร์",โรงพยาบาลสินแพทย์,"ซอยรามอินทรา 50,ตรงข้ามศูนย์นิสสัน","คอนโดลุมพินี,ตรงข้ามซอยอมรวิวัฒน์","ซอยนวมินทร์ 98,ตรงข้ามไปรษณีย์จรเข้บัว",ตรงข้ามโรงเรียนนวมินทร์(สิงห์สิงหเสนีย์),หมู่บ้านอัมรินทร์นวมินทร์ 90,โรงพยาบาลพญาไทนวมินทร์,"ซอยนวมินทร์ 80,ตรงข้ามเคหะนวมินทร์",โรงเรียนเบญจมินทร์,โรงเรียนบดินทรเดชา(สิงห์สิงหเสนี) 2,หมู่บ้านปัฐวิกรณ์,หมู่บ้านธนะสิน(นวมินทร์ 68),"ซอยนวมินทร์ 58,หมู่บ้านสินธานี 1,ตรงข้ามประกันสังคม",สันติอโศก(ซอยนวมินทร์ 52),ตรงข้ามตลาดอินทรารักษ์(นวมินทร์ 38),"ธนาคารกสิกร,หมู่บ้านปรีชา 2","หมู่บ้านธารทิพย์,ตรงข้ามโรงเรียนโสมาภา",หมู่บ้านศรีนคร1,ตรงข้ามหมู่บ้านวังทอง,"ซอยศรีบูรพา 3,ทะเลสาบที่1","ซอยศรีบูรพา 3,ครัวริมบึง",ตรงข้ามซอยศรีบูรพา 8,ซอยศรีบูรพา 15,"ซอยศรีบูรพา 20,อนุบาลคลองจั่น",แยกนิด้า(ขาออก),"สถาบันนิด้า,มหาวิทยาลัยนิด้า","ท่าเรีอวัดศรีบุญเรือง,มหาวิทยาลัยนิด้า","ท่าเรือวัดศรีบุญเรือง,วัดศรีบุญเรือง",แยกบางกะปิ,ตลาดบางกะปิ ตรงข้าม It City,โรงแรมอเล็กซ์ซานเดอร์(ตรงข้ามศูนย์ฮอนด้ารามคำแหง),โรงพยาบาลรามคำแหง,บริษัทไทยน้ำทิพย์รามคำแหง,"บริษัทโอสถสภา,ซอยรามคำแหง 26/1","สถานีตำรวจหัวหมาก,สนามกีฬาหัวหมาก",ศูนย์หนังสือมหาวิทยาลัยรามคำแหง,มหาวิทยาลัยรามคำแหง,ตรงข้ามวัดเทพลีลา,ชุมชนรุ่งมณีพัฒนา,วิทยาลัยอินทราชัย,สภาวิศวกร,บริษัทหินอ่อน(ถนนประชาอุทิศขาเข้า),ตรงข้ามซอยศรีวรา,เต้นท์รถ,ศูนย์การค้าปาล์มสตรี,คลินิคศูนย์แพทย์พัฒนา,ปั๊มปตท.ซอยโรจนมิน,บริษัท โตโยต้ากรุงเทพยนต์ จำกัด,ตรงข้ามธนาคารกสิกรไทย,แยกเหม่งจ๋าย(ถนนประชาอุทิศขาเข้า),ไปรษณีย์ห้วยขวาง(ถนนเทียมร่วมมิตรขาเข้า),สำนักงานใหญ่ ขสมก.,ตรงข้าม รร.เตรียมอุดมฯ รัชดา,โรงแรมดิเอมเมอรัล,"สถานีดับเพลิงห้วยขวาง,สาธารณสุข 52",ตลาดห้วยขวางหลังโรงเรียนสามเสนนอก,ธนาคารกรุงไทยสาขาห้วยขวาง,หอนาฬิกาห้วยขวาง,ตรงข้ามทีวีซีคอนโดมิเนียม,ตรงข้ามวัดพรหมวงศาราม,ดีดีทาวเวอร์,ซอยประชาสงเคราะห์ 16-18,พร้อมพรรณ,ตรงข้ามศูนย์บริการสาธารณสุข 4,ตรงข้ามโรงเรียนวิชูทิศ,ตรงข้ามตลาดดินแดง,ตรงข้ามสำนักงานเคหะดินแดง,ประชาสงเคราะห์2,แฟลตดินแดง(ป้าย1),แฟลตดินแดง(ป้าย2),ตรงข้าม รร.พิบูลประชาสรรค์,ตลาดศรีวานิช,สวนสันติภาพ,อนุสาวรีย์ชัยสมรภูมิ (เกาะดินแดง)
