1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161,163,165,167
HuaLamphongBusTerminal,HuaLamphongRailwayStation,SaphanLueang,Chulalongkorn9,Chulalongkorn11,SamYanIntersection,Chulalongkorn(Law/CommunicationArts),Chulalongkorn(FacultyOfEducation),Chulalongkorn(ChamchuriArtGallery),MbkCenter,BusStopBTSRatchathewi(Exit3),PhayathaiPlaza,RatchathewiDistrictOffice,ArmyMedicalDepartment,VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),Phyathai2Hospital,BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),BorderPatrolPolice,SenaRuam(Phahonyothin11),BusStopBTSSaphanKhwai(Exit1),WatPhaiton,BusStopBTSMoChit(Exit3),OppositeTmbHeadquarterBank,CentralLadprao,OppositeCrimeSuppressionDivision,OppositeSatriWoranatBangkhenSchool,OppositeElephantBuilding,ThaivichitsilpArtSchool,OppositeMayoHospital,KasetIntersection(Amornpan),KasetsartUniversity(PhahonyothinSide),DepartmentOfAgriculturalExtension,NationalResearchCouncilOfThailand,RoyalForestDept.,ChatuchakPostOffice,OppositeSripatumUniversity,BangbuaSchool,PramotWitthayatanSchool,BangbuaRestaurant,Phahonyothin49/2,BangkhenBusDepot[FrontOf],WatPhraSiMahathat,OppositeThetKoLotatBangKhen,SoiNamSaiPhahonYothin61,PhahonYothin65,PhahonYotinSoi67/1,ThanakhanKrungthaiOppositeRongphayabanSensan,OppositeBikSiSaphanMai,TalatThaiNarong,TalatYingCharoen,OppositeYaekWatKoYaekSaiMaiChongthangPharaChanthara,OppositeChongthangThaDindaengRongrianSenathikanThahanAkat,OppositeRongphayabanPhumiphon-Adunyadet,OppositeSamosonThahanAkat,OppositeRongrianRitThiYa,PhiphitthaphanKongthapAkat,KongbanchakanKongthapArkatThai,YaekKhopoYaekPaetChaek,OppositeKomo25PhahonYothin54/1,OppositeSoiAenNek,OppositeSoi39MubanKaDenHom,OppositeB.CareMedicalCenter,OppositeYaekLamLukKa,BigCOppositeZeerRangsit,SrimummuangMarket,WatPrayoonSivaleeVillage,RangsitUniversity,MakroRangsit,RangsitMarket,OppositeMubanRattanakosin200Pi,RangsitBusDepot,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
RangsitBusDepot,Rattanakosin200YearsVillage,PathumvechHospital,FutureParkRangsit,MajorRangsit,ThanyaburiSchool,ChokchaiFarm,OppositeWatPrayunChindaRamPhahonYothin84,HospitalDoctorsRangsit,ZeerRangsit,LamLukkaInteresectionLamLukkaMarket,Komo27SoiPhahonYothin62/2Yaek2-1,BeecareHospital,Soi39.MubanKaDenHom,SoiAenNek,Km.26,Komo25PhahonYothin54/4,PratuKrungthep,YaekKhopo,RongrianNairuea,HoprachumKaNotRat,RongrianRitThiYa,SamosonThahanAkat,BhumibolAdulyadejHospital,YaekThaDindaengOppositeRongrianSenathikanThahanAkat,YaekWatKo,SaphanMai,SoiChokdi2,BigCSaphanMai,SoiEssoCentralHospital,OppositePhahonYotinSoi67/1,ThanakhanThaiphanit,MubanFonthong,TescoLotusLaksiBangCommunicationsRegimentArmy.,ElectricityKhen11ThInfantryRegiment(Gate1),OppositeBangkhenBusDepot,OppositePhahonyothin51,11ThInfantryRegiment(Gate2),11ThInfantryRegiment(Gate3),WatBangbua,SripatumUniversity,SarawittayaSchool,RtaChemicalDept.,MaruayHotel,BaacHeadquarter,OppositeKasetsartU(PhahonyothinSide),KasetIntersection(Phahonyothin34/2),MayoHospital,OppositeThaivichitsilpArtSchool,MajorRatchayothin,ElephantBuilding,SatriWoranatBangkhenSchool,CrimeSuppressionDivision,TescoLotusLatphrao,OppositeCentralLadprao,TmbHeadquarter,OppositeChatuchakPark,DepartmentOfLandTransport,Phahonyothin18,OppositeWatPhaiton,BusStopBTSSaphanKhwai(Exit2),BangsuePoliceStation,SaiLom(Phahonyothin8),BusStopBTSAri(Exit4),Ratchakhru(OppositePhahonyothin5),Kanchanakom(Phahonyothin2),BusStopBTSSanampao(Exit4),Channel5,LueCha(OppositePhahonyothin1),VictoryMonument(PhayaThaiSide),Century,WannasornTower,DepartmentOfLivestockDevelopment,BusStopBTSRatchathewi(Exit2),OppositeMbkCenter,TriamUdomSuksaSchool,Chulalongkorn(TheEquestrianStatue),Chulalongkorn(FacultyOfScience),MandarinHotel,SaphanLuengChurch,CentralLabourCourtPathumwan,BusStopMRTHuaLamphong(Exit4),HuaLamphongRailwayStation,HuaLamphongBusTerminal
