1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85
ตลาดน้ำสำเพ็ง 2,สนามกอล์ฟนที,แม็คโครบางบอน,หมู่บ้านบางบอนวิลล์okshopสาขาบางบอน,ปั๊มน้ำมันปตท.กาญจนาภิเษก,โรงพยาบาลบางกอก8อินเตอร์เนชั่นแนล,ปั๊มแก๊ส Lpg,ตรงข้ามหมู่บ้านเพชรวงแหวน,สะแกงาม,พระราม 2 ซอย 66,เคหะธนบุรี(บิ๊กซีการเคหะพระราม2),โรงพยาบาลพระราม 2,การเคหะแห่งชาติบางขุนเทียน,แยกหัวกระบือ,สำนักงานเขตบางขุนเทียน,เซ็นทรัลพระราม 2,วัดกำแพง(ถนนพระราม2ขาเข้า),ศาลเจ้าแม่งู,วัดกก,สถานีตำรวจบางมด,สมาคมฮินแหน่นแห่งประเทศไทย,ธนาคารอาคารสงเคราะห์,วัดสีสุก,จันทร์พริ้ง,ศูนย์โตโยต้า(ตรงข้ามซอยวัดพุทธบูชา),โรงพยาบาลบางปะกอก9อินเตอร์เนชั่นแนล,โพธิ์ทอง(ใต้ทางด่วนด่านดาวคะนอง),ตรงข้ามสำนักงานเขตจอมทอง,บางปะแก้วซอยสุขสวัสดิ์,วัดนาคนิมิตร,ซอยปลั่ง,ตลาดดาวคะนอง,บิ๊กซีดาวคะนอง,ตรงข้ามโรงเรียนแสงทองโทรทัศน์,แยกมไหสวรรย์,ซอยรัชดาภิเษก 5,ธนาคารธนชาติ,ตรงข้ามเดอะมอลล์ท่าพระ,ตรงข้ามเมโทรพาร์คสาทร,เทสโก้โลตัสกัลปพฤกษ์,แยกวัดสิงห์(ถนนกัลปพฤกษ์ขาออก),บิ๊กซี กัลปพฤกษ์,แยกบางบอน(ถนนกัลปพฤกษ์ขาออก)
สำเพ็ง 2,แยกบางบอน(ถนนกัลปพฤกษ์ขาเข้า),ตรงข้ามบิ๊กซีกัลปพฤกษ์,แยกวัดสิงห์(ถนนกัลปพฤกษ์ขาเข้า),เมโทรพาร์คสาทร,เดอะมอลล์ท่าพระ,ประกันสังคม ซอยรัชดาภิเษก 6,วัดสุทธาวาส,ตรงข้ามโรงเรียนแสงทองโทรทัศน์,ธนาคารกสิกรไทยสาขาดาวคะนอง ตรงข้ามบิ๊กซืดาวคะนอง,ตรงข้ามตลาดดาวคะนอง,ตรงข้ามซอยปลั่ง,ตรงข้ามวัดนาคนิมิตร,ตลาดวัดนาค,บางปะแก้วตรงข้ามซอยสุขสวัสดิ์,วัดโพธิ์แก้ว,ซอยงูเห่า เกียร์เซอร์วิส,สำนักงานเขตจอมทอง,ตลาดโอ๋เอ๋,พระราม 2 ซอย 21,ซอยวัดพุทธบูชา,ตรงข้ามจันทร์พริ้ง,การประปาวัดยายร่ม,หมู่บ้านชิชา,หมู่บ้านวิชิตนคร,โรงพยาบาลบางมด,ตรงข้ามวัดกก,วัดเลา,ตรงข้ามศาลเจ้าแม่งู,โฮมโปร พระราม 2,บิ๊กซีพระราม 2,สำนักงานเขตบางขุนเทียนสนามฟุตบอลสุขโกกี,หัวกระบือ,เคหะการไฟฟ้า,เคหะธนบุรี(โลตัสพระราม2),ตรงข้ามสะแกงาม,หมู่บ้านเพชรวงแหวน,แยกถนนเอกชัย,หมู่บ้านบางบอนวิลล์,วงแหวนสหกิจออยล์,เมนี่เพลสคอฟฟี่แอนด์เบเกอรี่,ดิเอ็มเพอเรอ นาราสิริ คอเล็คชั่น,blankjaa
