1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101
อู่หมอชิต 2,สวนสมเด็จพระนางเจ้าสิริกิติ์,เจเจมอลล์,องค์การตลาดเพื่อเกษตรกร(อ.ต.ก.),ย่านพหลโยธิน(ถนนกำแพงเพชรขาออก),แยกประดิพัทธ์(ตรงข้ามซอย43),"อนุบาลสามเสน,แฟลตกองสลาก",อาคารทิปโก้,ตรงข้ามโรงเรียนสามเสน,"กระทรวงการคลัง,กรมบัญชีกลาง,สำนักงานเศรษฐกิจการคลังไทย",ซอยศาสนา,การประปานครหลวงสามเสน,ซอยสวนเงิน,วิทยาลัยแพทยศาสตร์พระมงกุฎเกล้า,พระราชวังพญาไท,โรงพยาบาลพระมงกุฎเกล้า,อนุสาวรีย์ชัยสมรภูมิ (เกาะพญาไท),เซ็นจูรี่,อาคารวรรณสรณ์,อาคารศรีอยุธยา,โรงเรียนศรีอยุธยา ในพระอุปถัมภ์ฯ,ตรงข้ามอินทราสแควร์ประตูน้ำ,เพชรรามา,แยกบางนา(ลงทางด่วน),"ป้ายรถประจำทาง BTS บางนา,กรมอุตุวิทยา",หมู่บ้านนภาลัย,ป้ายรถประจำทาง BTS แบริ่ง(ซอยลาซาล),ซอยแบริ่ง,ซอยสันติคาม(สุขุมวิท109),ตลาดธรรมสาโรจน์,ตรงข้ามอิมพิเรียลสำโรง(ตลาดสำโรง),บิ๊กซีสำโรง(บิ๊กซีจัมโบ้)(อู่สำโรงเก่า),ซอยสุขุมวิท 115 (ซอยอภิชาติ),เนชั่นแนล,วัดไตร,โค้งเกริก,อุดมเดช(กศน.),โรงนม,นารถสุนทร(โรงเรียนพร้านีลวัชระ),"วัดบางนางเกรง,โรงพยาบาลยุวประสาท",ไปรษณีย์ปากน้ำ,ซอยบุญศิริ,"ตรงข้ามโรงเรียนสารพัดช่างสมุทรปราการ,สองแถว36",สนง.สรรพากรสมุทรปราการ 1,วัดพิชัยสงคราม,ศาลหลักเมืองปากน้ำ,วงเวียนท้ายบ้าน,ซอยสายลวด 3,ธนาคารกรุงเทพ(ถนนสายลวด),หน้าฟาร์มจรเข้,อู่ฟาร์มจระเข้สมุทรปราการ
อู่ฟาร์มจระเข้สมุทรปราการ,ป้ายหน้าฟาร์มจรเข้,มูลนิธิวัยวัฒนานิวาส,อู่สายลวด,โรงเรียนป้วยฮั้ว,โรงพยาบาลสมุทรปราการ,วงเวียนท้ายบ้าน (ตรงข้าม),ตลาดปากน้ำ,ศาลากลางจังหวัดสมุทรปราการฝั่งขาเข้า,โรงเรียนสารพัดช่างสมุทรปราการ,โรงเรียนนายเรือสมุทรปราการ,"โรงเรียนนายเรือ,ตรงข้ามไปรษณีย์ปากน้ำ",วัดบางนางเกรง,ตรงข้ามซอยนารถสุนทร,ตรงข้ามโรงนม,สำนักงานส่งเสริมการศึกษานอกระบบการศึกษาตามอัธยาศัยจังหวัดสมุทรปราการ,โค้งเกริกเก่า,"ตรงข้ามวัดไตร,พิพิธภัณฑ์ช้างเอราวัณ","ฮิตาชิ,โตโยต้า",ปั้มน้ำมัน ปตท.(ตรงข้ามซอยอภิชาติ),"ปู่เจ้า,ตรงข้ามบิ๊กซีสำโรง(ตรงข้ามบิ๊กซีจัมโบอู่สำโรงเดิม)",ตลาดสำโรงตรงข้ามสุขุมวิท 111,ซอยสันติคาม(ธ.นครหลวงไทย),ซอยโปษยานนท์,"ป้ายรถประจำทาง BTS แบริ่ง,ลาซาล",หมู่บ้านนภาลัย รพ.มนารมย์,"ตรงข้ามกรมอุตุนิยมวิทยา,ป้ายรถประจำทาง BTS บางนา",แยกบางนา(ขึ้นทางด่วน),เมโทร,แยกประตูน้ำ,อินทราสแควร์ประตูน้ำ,ซอยรางน้ำ,ตรงข้ามวัดตะพาน,สวนสันติภาพ,อนุสาวรีย์ชัยสมรภูมิ (เกาะราชวิถี),โรงพยาบาลเด็ก,บ้านราชวิถี(ฝั่งพระรามที่6),กรมโยธาธิการและผังเมือง,ด่านคลองประปา 2,"แฟลตทหารบก,ตรงข้ามกระทรวงการคลัง",โรงเรียนสามเสน,อาคารทิปโก้,"พระราม 6 ซอย 43,แยกประดิพัทธ์",ย่านพหลโยธิน(ถนนกำแพงเพชรขาเข้า),ป้ายรถประจำทาง MRT กำแพงเพชร,ตรงข้ามเจเจมอลล์,ตรงข้ามสวนสมเด็จพระนางเจ้าสิริกิติ์,อู่หมอชิต 2,,,
