1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97
VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),Phyathai2Hospital,BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),BorderPatrolPolice,SenaRuam(Phahonyothin11),BusStopBTSSaphanKhwai(Exit1),WatPhaiton,BusStopBTSMoChit(Exit3),OppositeTmbHeadquarterBank,CentralLadprao,OppositeCrimeSuppressionDivision,OppositeElephantBuilding,ThaivichitsilpArtSchool,OppositeMayoHospital,KasetIntersection(Amornpan),AmonphanMarket(SoiAmonphan),OppositeKasetsartUniversity,Kaset,OppositeChinKhet2,F1Chinnakhet(Nukhonthon),PhongphetIntersection(PhongPhetDamnoen),TheMallNgamwongwan,OppositePantipNgamwongwan,OppositeWatBuaKwan,NgamwongwarnSoi4,SoiIgneous,SoiPinPraphaKhom1,BamratNaradunHospital,SoiTiWanon8,Satharanasuk,OppositeHangBigCNonthaburi,RongrianWatLanNaBun,SoiPracharat3,GlobalEnlishSchoolSatitChristianWitthaya,WatTinnakorn,SoiPrachaRat11,MajorNontaburi,WatSangkhathan,NakhonInBusDepot,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
NakhonInBusDepot,WatSangkhathan,Pongsawass,TalatNon,OppositeSoiPrachaRat13,RongrianThetsaban2,TrongkhamRongrianKhrittianWitthayaAllRightsChai,OppositeRongrianWatLanNaBun,BigCNonthaburi,OppositeKrasuangSatharanasuk,SoiTiwanon3,Rawadee,OppositeSoiPinPraphaKhom1,OppositeSoiIgneous(SoiNgam1).,RoadEyewear,NgamwongwarnSoi17,PantipNgamwongwan,OppositeTheMallNgamwongwan,PhongphetIntersection(SoiPhongPhetPhathana),F1Chinnakhet,ChinKhet2,KlongPremCentralPrison,KlongPremCentralPrisonOppositeElectricity.,KasetPratu3,KasetsartUniversity,KasetIntersection(Phahonyothin34/2),MayoHospital,OppositeThaivichitsilpArtSchool,MajorRatchayothin,ElephantBuilding,SatriWoranatBangkhenSchool,CrimeSuppressionDivision,TescoLotusLatphrao,OppositeCentralLadprao,TmbHeadquarter,OppositeChatuchakPark,DepartmentOfLandTransport,Phahonyothin18,OppositeWatPhaiton,BusStopBTSSaphanKhwai(Exit2),BangsuePoliceStation,SaiLom(Phahonyothin8),BusStopBTSAri(Exit4),Ratchakhru(OppositePhahonyothin5),Kanchanakom(Phahonyothin2),BusStopBTSSanampao(Exit4),Channel5,LueCha(OppositePhahonyothin1),VictoryMonument(PhahonYothinSide)
