1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101
แยกประเวศ ขาเข้าเมือง,ซอยอ่อนนุช 88,โรงงานขยะอ่อนนุช,ซอยอ่อนนุช 84,ซอยอ่อนนุช 82/1,ตรงข้ามหมู่บ้านชมเดือน 3,เทสโก้โลตัส ซอยอ่อนนุช 80,ซอยอ่อนนุช 76,แยกอ่อนนุช-พัฒนาการ,หมู่บ้านเสรี-อ่อนนุช,ไปรษณีย์อ่อนนุช,แยกสวนหลวง(ตลาดเอี่ยมสมบัติ),ศรีนครินทร์ซอย24(ซอยอนามัย),หมู่บ้านนราสิริ,ตรงข้ามอาคารโมเดิร์นฟอร์ม,แยกพัฒนาการ(ถนนศรีนครินทร์ขาเข้า),ศูนย์อนามัย 37,หมู่บ้านเคหะนคร3ตรงข้ามโลตัส,ตรงข้ามหมู่บ้านปรีชา 3,ซอยพัฒนาการ 44,ตรงข้ามมหาวิทยาลัยเกษมบัณฑิตพัฒนาการ,ซอยพัฒนาการ 36,ซอยนาคนาวา(พัฒนาการ 32-34),โรงเรียนอนุบาลสายทิพย์,หมู่บ้านแหลมทอง,ตรงข้ามท่ารถสาย 92 พัฒนาการ,ศูนย์อีซูซุพัฒนาการ,ซอยพัฒนาการ 20,ซอยสวนหลวง,อิสานตะวันแดง(ซอย 12),ซอยพัฒนาการ 10 แยกคลองตัน,ตลาดคลองตัน(เพชรบุรี42),โรงพยาบาลคลองตัน ตรงข้ามโรงพยาบาลเพชรเวช,แยกเอกมัย เมรี,ชาญอิสสระทาวเวอร์2เพชรบุรีตัดใหม่,ตรงข้ามศูนย์วิจัย,บริษัท สหพัฒนพิบูลจำกัด ,วัดใหม่ช่องลม,ตรงข้ามสุกี้เรือนเพชร,มศว.ประสานมิตร,แยกมิตรสัมพันธ์(ถนนเพชรบุรีขาเข้า),โรงเรียนเซนต์ดอมินิก,โรงแรมรอยัลปริ๊นซ์โฮเต็ล,นิคมมักกะสัน(ถนนเพชรบุรีขาเข้า),วัดมักกะสัน,เมโทร,แยกประตูน้ำ,พันธุ์ทิพย์ประตูน้ำ,รร.กรุงเทพการบัญชี,ป้ายรถประจำทาง BTS ราชเทวี(ทางออก2),ป้ายรถประจำทาง BTS สนามกีฬาแห่งชาติ
ป้ายรถประจำทาง BTS สนามกีฬาแห่งชาติ,แยกเจริญผล,ชุมชนบ้านครัว,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ฯศูนย์กรุงเทพฯ,ตรงข้าม รร.กรุงเทพการบัญชี,ตรงข้ามพันธุ์ทิพย์ประตูน้ำ,เพชรรามา,เมโทรตรงข้ามตู้ทรูแขวงมักกะสัน,ตรงข้ามวัดมักกะสัน,นิคมมักกะสัน(ถนนเพชรบุรีขาออก),ตรงข้ามอาคารธนภูมิ,ตรงข้ามโรงเรียนเซนต์ดอมินิก(รร.ดอนบอสโก),ตรงข้าม มศว.ประสานมิตร,สุกี้เรือนเพชร,บริษัทอิตาเลียน-ไทย,ตรงข้ามวัดใหม่ช่องลม (บริษัท อิตัลไทยอุตสาหกรรม จำกัด (สำนักงานใหญ่)),ศูนย์วิจัย,ตรงข้ามชาญอิสสระทาวเวอร์ 2,แยกทองหล่อเหนือ(ขาออก),เอวีต้าเอกมัย,โรงพยาบาลเพชรเวช,ตลาดคลองตัน(ขาออก),คลองตัน ซอยพัฒนาการ 1,โรงเหล้าตะวันแดง(พัฒนาการซอย7),ตรงข้ามซอยสวนหลวง,ตรงข้ามศูนย์อีซูซุพัฒนาการ,ท่ารถสาย 92 พัฒนาการ,ซอยพัฒนาการ 27 ตรงข้ามหมู่บ้านแหลมทอง,ตรงข้ามโรงเรียนอนุบาลสายทิพย์,คลองลาว(พัฒนาการ 35),มหาวิทยาลัยเกษมบัณฑิต(ถนนพัฒนาการขาออก),หมู่บ้านปรีชา พัฒนาการ 39,เทสโก้โลตัสพัฒนาการ,แยกพัฒนาการ(ถนนศรีนครินทร์ขาออก),โมเดอร์ฟอร์ม อาคารจิตรวรนันท์,ซอยศรีนครินทร์ 27,ไก่ย่างน้อมจิตต์ ตรงข้ามซอยอนามัย,แยกอ่อนุช,ตรงข้ามไปรษณีย์ไทยสาขาอ่อนนุชถนนอ่อนนุช,แยกผาสุก,โรงเรียนเสรีอนุสรณ์,ตรงข้ามบริษัท Scs,สุเหร่าทางควาย,ซอยอ่อนนุช 59,หมู่บ้านชมเดือนอ่อนนุช 59/1,ซอยอ่อนนุช 63,ซอยอ่อนนุช 65 ห้องอาหารเงิน,วัดกระทุ่มเสือปลา,ซอยอ่อนนุช 67/2 อ่อนนุช 69,แยกประเวศ(ซอยอ่อนนุช 73/1),แยกประเวศ ถนนเฉลิมพระเกียรติ ร.9
