1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161,163,165,167,169,171,173,175
อู่วัดไร่ขิง,วัดไร่ขิง (ออกเมือง),ตรงข้ามโรงเรียนวัดไร่ขิง,ศึกษาภัณฑ์ไร่ขิง,ตรงข้ามซอยสุดสุขถาวร,ตรงข้ามซอยประชาร่วมใจ,วัดท่าพูด,หมู่บ้านสวนชภานันท์  ม.ปภาวรินท์,ปั๊มบางจากซอยไร่ขิง,ไร่ขิง (ซอย36),ตรงข้ามซอยไร่ขิง 42,ตลาดดอนหวาย,วัดดอนหวาย,ตลาดน้ำดอนหวาย,แยกบางเตย 2,อบต.บางเตย,บางเตย ซอย 4,แยกทรงคนอง 2,คลองคราม ม.ศาลเจ้า,คลองยาว,ทรงคนอง 6,โรงงานแตงโม,แยกทางหลวง 3316 (โรงงานแตงโม),วงเวียนฝั่งวัดไทยาวาท,คลองยาวด้านนอก,คลองครามด้านนอก,โกลบอลเฮาส์,ศูนย์โตโยต้า (ดิฟคัพเวอร์รี่),สะพานลอยส้มแก้ว,ไทวัสดุสาขาศาลายา,เซ็นทรัลศาลายา,แยกวัดสุวรรณ (ศาลายา),ปั๊มบางจากก่อนขนส่ง,สถานีขนส่งสินค้าพุทธมณฑล,ตรงข้ามโลตัสศาลายา,ปากทางแยกสาย 5,พฤกษาวิลล์ 44 บรมราชชนนี-ปิ่นเกล้า,วัดหทัยนเรศวร์,มหาวิทยาลัยมหิดลประตู 1,มหาวิทยาลัยมหิดลวิทยาลัยเขตศาลายา ประตู 2,มหาวิทยาลัยมหิดลศาลายาประตู4,ฮั่วเซ่งฮง,ตรงข้ามมหาวิทยาลัยมหิดลศาลายาประตู4,ตรงข้ามมหาวิทยาลัยมหิดล(ศาลายา),ตรงข้ามตลาดพุทธ,ตรงข้ามหมู่บ้านสกุลทิพย์,ซอยบรมราชชนนี 78,หมู่บ้านสุขทวีวิลเลจ,ตรงข้ามธรรมสภา,ตรงข้ามหมู่บ้านลดาวัลย์,โนเบิลวานา บรมราชชนนี 74/1,โรงเรียนอนุบาลพลอยแก้ว,หมู่บ้านปัญจทรัพย์,ก่อนพุทธมณฑลสาย 3,พุทธมณฑลสาย 3-บรมราชชนนี(ขาเข้า),หมู่บ้านอมรชัย 3,หมู่บ้านพงษ์ศิริชัย,หมู่บ้านพระปิ่น 2(บรมราชชนนี 70),หมู่บ้านพระปิ่น 2 ซอยบรมราชชนนี 68,ตรงข้ามหมู่บ้านกฤษดานคร 20,หมู่บ้านเดอะซิตี้,สถานีตำรวจคู่ขนานลอยฟ้า,กองบังคับการตำรวจนครบาล 7,ตรงข้ามโรงพยาบาลธนบุรี 2,หมู่บ้านเขมรัฐ(ซอยบางกอกน้อย-นครชัยศรี),ตรงข้ามหมู่บ้านภาณุ,บริษัท ดี.พี.เซรามิคส์จำกัด แยกทุ่งมังกร(บรมราชชนนี60),ตรงข้ามสถานีขนส่งสายใต้ใหม่(ตลิ่งชัน),ฝั่งตรงข้ามแยกสาย 1,ตรงข้ามวัดมะกอก(แยกทุ่งมังกร),ไปรษณีย์ ตลิ่งชัน,ตรงข้ามศาลแขวงดุสิต,ซอยบรมราชชนนี 46,กรมสวัสดิการและคุ้มครองแรงงาน กองตรวจความปลอดภัย ซอยฉิมพลี 2,หมู่บ้านกฤาดาวิลเลจ 9,เสรีกอล์ฟ,ซอยบรมราชชนนี 22,บรมราชชนนี 12,ศูนย์ฟอร์ดบรมราชชนนี ตรงข้ามโรงพยาบาลเจ้าพระยา,บรมราชชนนี 4 ศูนย์โตโยต้า ปิ่นเกล้า,ลุมพินีพาร์คปิ่นเกล้า,เมเจอร์ปิ่นเกล้า,ตรงข้ามเทสโก้โลตัสปิ่นเกล้า,แยก 35 โบว์,พาต้าปิ่นเกล้า,สะพานพระปิ่นเกล้า(ขาเข้า),กองสลาก,อนุสาวรีย์ประชาธิปไตย(ศึกษาภัณฑ์)
อนุสาวรีย์ประชาธิปไตย(ตรงข้ามศึกษาภัณฑ์),แยกคอกวัวตรงข้ามกองสลาก,สะพานพระปิ่นเกล้า(ขาออก),ตรงข้ามพาต้าปิ่นเกล้า,แยกบรมราชชนนี,เทสโกโลตัสปิ่นเกล้า,เซ็นทรัลปิ่นเกล้า,ตรงข้ามคอนโดลุมพินีปิ่นเกล้า,รพ.เจ้าพระยา,สถานีขนส่งผู้โดยสารกรุงเทพฯ(สายใต้เก่า),ตรงข้ามวัดชัยพฤกษ์,ซอยบรมราชชนนี 45,ซีด้าร์แมนชั่น,สถานีตำรวจนครบาลตลิ่งชัน,ต่างระดับราชพฤกษ์-บรมราชชนนี 1,ศาลแขวงดุสิต,สำนักงานอัยการจังหวัดตลิ่งชัน,โรงเรียนโพธิสาร(ซอยวัดมะกอก),หมู่บ้านเปี่ยมรัก,สถานีขนส่งสายใต้ใหม่(ตลิ่งชัน),บ้านภาณุ(ซอยบรมราชชนนี 91),โรงพยาบาลธนบุรี 2,ตรงข้ามกองบังคับการตำรวจนครบาล 7,ตรงข้ามสถานีตำรวจคู่ขนานลอยฟ้า,หมู่บ้านกฤษดานคร 20,หมู่บ้านสวนดอกไม้,ร้านบุญถาวรบรมราชชนนี,ตรงข้ามหมู่บ้านอมรชัย 3,พุทธมณฑลสาย 3-บรมราชชนนี(ขาออก),ศาลเจ้า ฟอร์ดพุทธมนฑล,ตรงข้ามโรงเรียนอนุบาลพลอยแก้ว,หมู่บ้านลดาวัลย์,ตรงข้ามหมู่บ้านสุขทวี,ซอยบรมราชชนนี 121 หมู่บ้านพรรษพฤกษา,หมู่บ้านสกุลทิพย์บรมราชชนนี 123,ตลาดพุทธ ,มหาวิทยาลัยมหิดลวิทยาลัยเขตศาลายาประตู3,มหาวิทยาลัยมหิดลวิทยาลัยเขตศาลายา ประตู 2,มหาวิทยาลัยมหิดลศาลายาประตู4,ฮั่วเซ่งฮง,ตรงข้ามมหาวิทยาลัยมหิดลศาลายาประตู4,ตรงข้ามมหาวิทยาลัยมหิดล(ศาลายา),วิทยาลัยราชสุดา,ตรงข้ามวัดหทัยนเรศวร,แยกพุทธมณฑลสาย 5,เทสโก้โลตัสศาลายา,ตรงข้ามเซ็นทรัลศาลายา,ไทวัสดุสาขาศาลายา,สะพานลอยส้มแก้ว (ออกเมือง),ตรงข้ามคลองครามนอก,ตรงข้ามคลองยาวนอก,แยกทางหลวง 3316 (โรงงานแตงโม) (ออกเมือง),ทรงคนอง 6 (ออกเมือง),คลองครามใน,ทรงคนอง 2 (ออกเมือง),บางเตย ซอย 4 (ออกเมือง),แยกบางเตย 2,ตรงข้ามตลาดน้ำดอนหวาย,ตรงข้ามวัดดอนหวาย,ตรงข้ามตลาดดอนหวาย,ซอยไร่ขิง 42,ไร่ขิง ซ. 36 (ออกเมือง),ตรงข้ามปั๊มบางจากซอยไร่ขิง,ตรงข้ามวัดท่าพูด,ซอยประชาร่วมใจ,ซอยสุดสุขถาวร,ตรงข้ามศึกษาภัณฑ์ไร่ขิง,ไร่ขิง ซ. 18,หมู่บ้านสวนชภานันท์  ม.ปภาวรินท์ (ออกเมือง),ไร่ขิง ซ. 16,โรงเรียนวัดไร่ขิง,อู่วัดไร่ขิง,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
