1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115
โรงละครแห่งชาติ,พระอาทิตย์,ป้อมพระสุเมรุ,วัดชนะสงคราม,กองสลาก,แยกคอกวัว,อนุสาวรีย์ประชาธิปไตย(ศึกษาภัณฑ์),สภาทนายความ,สำนักงานปฎิรูปที่ดินเพื่อเกษตรกรรม,ตรงข้ามกระทรวงคมนาคม,"โรงเรียนแผนที่ทหาร,แยกจ.ป.ร.",องค์การสหประชาชาติ,กระทรวงศึกษาธิการ,ตรงข้ามกองทัพภาคที่ 1,พระที่นั่งอนันตสมาคม,รัฐสภา,วชิราวุธวิทยาลัย,พรรคชาติไทย,ตรงข้ามซอยสันติสุข,ตรงข้ามซอยรักษาดินแดน,โรงเรียนนาฎศิลป์สัมพันธ์,ทบ.11,สะพานเกษะโกมล,ตรงข้ามแยกถนนระนอง 2-พระราม 5,แยกถนนระนอง 1-พระราม 5,กรมทหารสื่อสาร(ขาออก),หมู่บ้านสรรพวุธนิเวศน์,"กรมสรรพวุธ,สะพานแดง","ตรงข้ามโรงเรียนช่างอากาศอำรุง,กรมสรรพาวุธ","วัดธรรมาภิรตาราม,ตรงข้ามวัดสะพานสูง",ตรงข้ามเตาปูนแมนชั่น,ตลาดเตาปูน,ตรงข้ามสำนักงานเขตบางซื่อ,อาคารสุขประพฤติ,ตรงข้ามสะพาน 99,ตรงข้ามเทคนิควิมล,ตรงข้ามซอยเสริมสุข,ตรงข้ามซอยคลังมนตรี,ตรงข้ามแยกประชานุกูล,ตรงข้ามปูนซิเมนต์ไทย,ห้องสมุดตรงข้ามหมู่บ้านชลนิเวศน์,ตรงข้ามประชานิเวศน์1,ซอยประชาชื่น 38,ตรงข้ามประกันสังคม,ตรงข้ามโรงเรียนเพชรรัตน์,โฮมโปรสาขาพงษ์เพชร,สวนอาหารฟรายด์เดย์,ประชาชื่น-นนทบุรี 2,ประชาชื่น-นนทบุรี 4,ประชาชื่น-นนทบุรี 5,ตรงข้ามมหาวิทยาลัยธุรกิจบัณฑิตย์,ซอยสามัคคี(ซอยสามัคคีขาออก),โรงเรียนประชาอุปถัมภ์,หมู่บ้านประชานิเวศน์ 2ห้องอาหารแม่กลอง,ตรงข้ามหมู่บ้านประชาชื่น,หมู่บ้านเอื้ออาทร,ซอยสามัคคี 34,ประชานิเวศน์ 3
ประชานิเวศน์ 3,หมู่บ้านสายันต์,ตรงข้ามซอยสามัคคี 36,ตรงข้ามบ้านเอื่ออาทรประชานิเวศน์,หมู่บ้านประชาชื่น,หมู่บ้านประชานิเวศน์ 2,โรงเรียนการโรงแรมและการท่องเที่ยวมาทาน่า,ซอยสามัคคี(ถนนสามัคคีขาเข้า),หมู่บ้านท่าทราย,มหาวิทยาลัยธุรกิจบัณฑิตย์(ประชาชื่น),หมู่บ้านซิตตี้ลากูน,ซอยประชาชื่นนนทบุรี 5,หมู่บ้านประภัทรสร,หมู่บ้านรัดดารมย์ตรงข้ามนนทบุรีซอย 2,แยกพงษ์เพชร,ตรงข้ามโฮมโปรงามวงศ์วาน 24,โรงเรียนเพชรรัตน์,ตรงข้ามประชานิเวศน์1,ตรงข้ามประกันสังคมซอย 46,หมู่บ้านประชานิเวศน์ 1,หมู่บ้านชลนิเวศน์,"บริษัทซีเมนต์ไทย,ตรงข้ามปั๊มน้ำมันปตท",ตรงข้ามโรงพยาบาลเกษมราษฎร์ประชาชื่น,ซอยคลังมนตรี,ซอยเสริมสุข,เทคนิควิมล,สะพาน 99,ตรงข้ามอาคารสุขประพฤติ(Dsi),สำนักเขตบางซื่อ,เทสโก้โลตัสเตาปูน,เตาปูนแมนชั่น,สะพานแดง,หมู่บ้านสรรพวุธนิเวศน์(กองวิทยาการ กรมการขนส่งทหารบก),แยกถนนระนอง 1,แยกถนนระนอง 2-พระราม 5,มณฑลทหารบก 11(ถนนพระราม 5 ขาเข้า),ซอยจักรทิพย์,แยกพิชัย,ซอยสันติสุข,ตรงข้ามพรรคชาติไทย,วชิราวุธวิทยาลัย,ตรงข้ามพิพิธภัณฑ์สถานแห่งชาติช่างต้น,พระที่นั่งอนันตสมาคม,กองทัพภาคที่ 1,ตรงข้ามกระทรวงศึกษาธิการ,ตรงข้ามองค์การสหประชาชาติ,สนามมวยราชดำเนิน,กระทรวงคมนาคม,สถานีตำรวจนางเลิ้ง,"วัดราชนัดดา,ลานพลับพลามหาเจษฎาบดินทร์",อนุสาวรีย์ประชาธิปไตย(ตรงข้ามศึกษาภัณฑ์),แยกคอกวัวตรงข้ามกองสลาก,ตรงข้ามกองสลาก,โรงละครแห่งชาติ,,,,
