1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129
อู่ปู่เจ้าสมิงพราย,ตลาดสำโรงตรงข้ามสุขุมวิท 111,ซอยสันติคาม(ธ.นครหลวงไทย),ซอยโปษยานนท์,ป้ายรถประจำทาง BTS แบริ่ง ลาซาล,หมู่บ้านนภาลัย รพ.มนารมย์,ตรงข้ามกรมอุตุนิยมวิทยา ป้ายรถประจำทาง BTS บางนา,แยกบางนา(ขาเข้า),โรงพยาบาลกล้วยน้ำไท 2,ป้ายรถประจำทาง BTS อุดมสุข(ทางออก 4),ซอยสุขุมวิท 66,ปณ.อุดมสุข,วชิรธรรมสาธิต(ตรงข้ามสุขุมวิท 101/1),ป้ายรถประจำทาง BTS ปุณณวิถี(ทางออก 4),ป้ายรถประจำทาง BTS ปุณณวิถี(ทางออก 2),ซอยสุขุมวิท 62/1,ตรงข้ามตลาดบางจาก(สุขุมวิท 93),ซอยสุขุมวิท 56,โรงเรียนนารีนิรมล(เขตพระโขนง),ป้ายรถประจำทาง BTSอ่อนนุช(ขาเข้า),ตรงข้ามตลาดอ่อนนุช การประปาพระโขนง,ตรงข้ามตลาดพระโขนง,ป้ายรถประจำทาง BTS พระโขนง(ทางออก 2),โรงเรียนศรีวิกรม์,เกตเวย์เอกมัย,ท้องฟ้าจำลอง,ซอยสุขุมวิท 40,ป้ายรถประจำทาง BTS ทองหล่อ(ทางออก 2/4),ซอยสุขุมวิท 34(ซอยสุภางค์),ซอยสุขุมวิท 28(ซอยบรรณสาร),ป้ายรถประจำทาง BTS พร้อมพงษ์(ทางออก4),อุทยานเบญจสิริ,ซอยสุขุมวิท 20,ซอยสุขุมวิท 18 แยกอโศก,ซอยสุขุมวิท 12 ตรงข้ามโรบินสันสุขุมวิท,ซอยสุขุมวิท 10(ตรงข้ามแอมบาสเดอร์) สวนชูวิทย์,ซอยสุขุมวิท 6 ป้ายรถประจำทาง BTS นานา,เพลินจิตเซ็นเตอร์ ซอยนานา,ป้ายรถประจำทาง BTS เพลินจิต(ทางออก4),ซอยต้นสน ตรงข้ามสถานฑูตอังกฤษ,เซ็นทรัลเวิลด์,พันธุ์ทิพย์ประตูน้ำ,รร.กรุงเทพการบัญชี,กิ่งเพชร,อุรุพงษ์,โรงพยาบาลมิชชั่น มหานาค,ตรงข้ามสำนักงานสถิติแห่งชาติ,ตรงข้ามวัดแคนางเลิ้ง,บริษัทเดินอากาศไทย(บดท.),วัดราชนัดดา ลานพลับพลามหาเจษฎาบดินทร์,อนุสาวรีย์ประชาธิปไตย(ตรงข้ามศึกษาภัณฑ์),แยกคอกวัวตรงข้ามกองสลาก,ตรงข้ามกองสลาก,ท่ารถสาย2(ปากคลองตลาด),blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
ท่ารถสาย2(ปากคลองตลาด),หน่วยบัญชาการรักษาดินแดน,พระบรมมหาราชวัง,สนามหลวง(ตรงข้ามศาลฎีกา) ป้ายที่ 1,กองสลาก,แยกคอกวัว,ตรงข้ามบริษัทเดินอากาศไทย(บดท.),วัดแคนางเลิ้ง,สำนักงานสถิติแห่งชาติ,โรงพยาบาลมิชชั่น ตลาดมหานาค,อุรุพงษ์ โคลีเซียม (ถนนเพชรบุรีขาออก),มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ฯศูนย์กรุงเทพฯ,ตรงข้าม รร.กรุงเทพการบัญชี,ตรงข้ามพันธุ์ทิพย์ประตูน้ำ,บิ๊กซีราชดำริ,หลังสวน ป้ายรถประจำทาง BTS ชิดลม,เซ็นทรัลชิดลม,ป้ายรถประจำทาง BTS เพลินจิต(ซอยนายเลิศ),ซอยนานา,อาคารแปซิฟิคเฟลล์ สุขุมวิทซอย7,ซอยสุขุมวิท 15,ซอยสุขุมวิท 19 โรบินสัน,ซอยสุขุมวิท 23,ซอยสุขุมวิท 27 ตรงข้ามสายน้ำผึ้ง,ซอยสุขุมวิท 31,ตรงข้ามสวนเบญจศิริ,เอ็มควอเทียร์,ซอยสุขุมวิท 41,ซอยสุขุมวิท 47,ซอยสุขุมวิท 49,ซอยสุขุมวิท 34,ป้ายรถประจำทาง BTS ทองหล่อ(ทางออก 1),ซอยสุขุมวิท 57,ซอยสุขุมวิท 40(ยูเนสโก้),เมเจอร์เอกมัย,วัดธาตุทอง,ตรงข้ามโรงเรียนศรีวิกรม์ ซอยสุขุมวิท 65/1,ป้ายรถประจำทาง BTSพระโขนง(ทางออก3),ตลาดพระโขนง,ดับเพลิง อ่อนนุช,ซอยสุขุมวิท 79,ป้ายรถประจำทาง BTSอ่อนนุช ซอยสุขุมวิท 81 (ศิริพจน์),ศูนย์การค้ามาร์เก็ตพลัส(เขตพระโขนง),ตลาดบางจาก,สำนักงานขนส่งพื้นที่ 3,ปุณณวิถี(สุขุมวิท101),ป้ายรถประจำทาง BTS ปุณณวิถี(ทางออก 3),วชิรธรรมสาธิต(สุขุมวิท 101/1),ซอยสุขุมวิท 101/2,ป้ายรถประจำทาง BTS อุดมสุข(ทางออก 1),ตรงข้ามโรงพยาบาลกล้วยน้ำไท 2,แยกบางนา(ขาออกป้ายที่1),แยกบางนา(ขาออกป้ายที่2),ป้ายรถประจำทาง BTS บางนา กรมอุตุวิทยา,หมู่บ้านนภาลัย,ป้ายรถประจำทาง BTS แบริ่ง(ซอยลาซาล),ซอยแบริ่ง,ซอยสันติคาม(สุขุมวิท109),ตลาดธรรมสาโรจน์,ตรงข้ามอิมพิเรียลสำโรง(ตลาดสำโรง),แยกถนนเทพารักษ์,บิ๊กซีสำโรง(บิ๊กซีจัมโบ้)(อู่สำโรงเก่า),ซอยสุขุมวิท 115 (ซอยอภิชาติ),เนชั่นแนล,อู่ปู่เจ้าสมิงพราย
