1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153
ท่าน้ำสี่พระยา,ซอยวัดมหาพฤฒาราม,วัดแก้วแจ่มฟ้า,ซอยสองพระ,แยกนเรศ,ก่อนถึงแยกสามย่าน,แยกสามย่าน,จุฬาลงกรณ์ (นิติศาสตร์/นิเทศศาสตร์),จุฬาลงกรณ์ (คณะครุศาสตร์),จุฬาลงกรณ์ (หอศิลป์จามจุรี),มาบุญครอง,ป้ายรถประจำทาง BTS ราชเทวี(ทางออก3),พญาไทพลาซ่า,(สถานี ป้ายรถประจำทาง BTS พญาไท),สำนักงานเขตราชเทวี,กรมแพทย์ทหารบก,ป้ายรถประจำทาง BTS อนุสาวรีย์ชัยสมรภูมิด้านล่างแพลตฟอร์ม,อนุสาวรีย์ชัยสมรภูมิ (เกาะดินแดง),ตรงข้ามสวนสันติภาพ,สำนักงาน ป.ป.ส.,โรงพยาบาลทหารผ่านศึก,ตรงข้ามโรงเรียนสุรศักดิ์มนตรี,ตรงข้ามมหาวิทยาลัยหอการค้าไทย,สนามกีฬากองทัพบก,สโมสรทหารบก,บริษัทกรุงเทพธุรภัณฑ์กรุ๊ปจำกัด,แยกสุทธิสาร(ถนนวิภาวดีรังสิตขาออก),อาคารอมตะตึกสีม่วง,วิภาวดีซอย3 ตรงข้ามซอยโชคชัยร่วมมิตร,ซอยวิภาวดี 5,ตรงข้ามบริษัทการบินไทย(สำนักงานใหญ่),ไทยรัฐ,อาคารซันทาวเวอร์,ตรงข้ามโรงเรียนเซนต์จอห์น,สวนจตุจักร(ฝั่งวิภาวดี),สำนักงานใหญ่ปตท.,สมบัติทัวร์,วิทยาลัยธัชชรินทร์วิทยา,ตรงข้ามสำนักงานเขตจตุจักร,กองบัญชาการตำรวจ 191,วัดเสมียนนารี,สถานีรถไฟบางเขน ตรงข้ามโรงพยาบาลวิภาวดี,ข้ามแยกเกษตร,วัดเทวสุนทร,ตรงข้ามหนังสือพิมพ์เดลินิวส์,สถานีตำรวจนครบาลทุ่งสองห้อง,ตรงข้ามโรงเรียนไผทอุดม มิราเคิลแกรนค์,สถาบันวิจัยจุฬาภรณ์,สถานีรถไฟหลักสี่,ไอทีสแควร์,วัดหลักสี่,เคหะทุ่งสองห้อง,คลังน้ำมัน(ถนนวิภาวดีรังสิต),สำนักงานเขตดอนเมือง,ตลาดใหม่ดอนเมือง,วัดดอนเมือง,ตรงข้ามฝ่ายช่างดอนเมือง,โรงเรียนดอนเมืองทหารอากาศบำรุง สถานีตำรวจดอนเมือง,หมู่บ้านธนิทร ซอยวิภาวดีรังสิต 35,หมู่บ้านอยู่เจริญ,วิภาวดีรังสิต39 หมู่บ้านยิ่งโอฬาร,โรงเรียนพหลโยธิน,หมู่บ้านวังทองวิภาวดีซอย 47,โรงเรียนสังคีต,บิ๊กซี ตรงข้ามเซียร์รังสิต,ตลาดสี่มุมเมือง,วัดประยูร หมู่บ้านสีวลี,มหาวิทยาลัยรังสิต,แม็คโครรังสิต,รังสิต-นครนายก 5,รังสิต-นครนายก 15,รังสิต-นครนายก 21,รังสิต-นครนายก 27,รังสิต-นครนายก 33,รังสิต-นครนายก 45,รังสิต-นครนายก 57,หมู่บ้านภัสสร
รังสิต-นครนายก 61(ขาเข้า),ตรงข้ามซอยรังสิต-นครนายก 45,ตรงข้ามซอยรังสิต-นครนายก 33,ตรงข้ามซอยรังสิต-นครนายก 27,ตลาดน้ำเมืองรังสิต,ตรงข้ามซอยรังสิต-นครนายก 15,ตรงข้ามซอยรังสิต-นครนายก 5,ตรงข้ามฟิวเจอร์รังสิต,ฟิวเจอร์ปาร์ครังสิต,เมเจอร์รังสิต,โรงเรียนธัญบุรี,ฟาร์มโชคชัย,ตรงข้ามวัดประยูรจินดารามพหลโยธิน 84,โรงพยาบาลแพทย์รังสิต,เซียร์รังสิต,อนุสรณ์สถาน,โรงงานพรมไทยปิง,หมู่บ้านพิพรพงษ์ 2 3 4,หมู่บ้านศุภลักษณ์,ฐานทัพอากาศ,ตรงข้ามสถานีตำรวจนครบาลดอนเมือง,ฝ่ายช่างท่าอากาศดอนเมือง,ดอนเมือง(สำนักงานท่าอากาศยาน),ดอนเมือง (อาคารผู้โดยสาร 1-2),ดอนเมือง (อาคารผู้โดยสาร 3),ดอนเมือง(คลังสินค้า),ดอนเมือง (ช่องทาง ทดม.8),ร้านเจ้เล้ง,คอตโต้,ฮีโน่มอเตอร์สเซลส์,แยกหลักสี่(ศูนย์อะไหล่หลักสี่ซอย 2),หนังสือพิมพ์แนวหน้า,โรงเรียนไผทอุดมศึกษา,สโมรสตำรวจthaipbs,โรงแรมรามากาเด้นซ์,บริษัท ยาคูลท์,มหาวิทยาลัยเกษตรศาสตร์,การทางพิเศษบางเขน,โรงพยาบาลวิภาวดีถนนวิภาวดีรังสิต,บริษัทโตโยต้า ซอยวิภาวดี 46,ซอยวิภาวดี 42 ตรงข้ามวัดเสมียน,สถานีตำรวจวิภาวดี หนังสือพิมพ์บ้านเมือง,สำนักงานเขตจตุจักร,อาคารชินวัตร3 บริษัทตรีเพชร,โรงเรียนหอวัง,โรงเรียนเซนต์จอห์น,บริษัทมหานคร,การบินไทย(สำนักงานใหญ่),ซอยบัวสุวรรณ ธนาคารกรุงเทพ,ซอยวิภาวดี 18 ตึกวรสิน,ซอยโชคชัยร่วมมิตร,ซอยวิภาวดี 14 ก่อนถึงแยกสุทธิสาร,แยกสุทธิสาร(ดับเพลิง),ศูนย์ฝึกรักษาดินแดน,มหาวิทยาลัยหอการค้าไทย,โรงเรียนสุรศักดิ์มนตรี,ตรงข้ามโรงพยาบาลทหารผ่าศึก,ตลาดศรีวานิช,สวนสันติภาพ,อนุสาวรีย์ชัยสมรภูมิ (เกาะพญาไท),เซ็นจูรี่,อาคารวรรณสรณ์,ป้ายรถประจำทาง BTS-Arl พญาไท,กรมปศุสัตว์,ป้ายรถประจำทาง BTS ราชเทวี(ทางออก2),ตรงข้ามมาบุญครอง,รร.เตรียมอุดมศึกษา,จุฬาลงกรณ์ (ลานพระรูป 2 รัชกาล),จุฬาลงกรณ์ (คณะวิทยาศาสตร์),จุฬาลงกรณ์ (คณะพาณิชยศาสตร์และการบัญชี),มิตรแท้ประกันภัย,สถานีตำรวจบางรัก,องค์การโทรศัพท์,มเหสักข์,อาคารเกียรตินาคิน,ท่าน้ำสี่พระยา,blankjaa
