1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123
ท่ารถเมล์เคหะคลองจั่น(สาย191),ศรีบูรพา 22 ครัวประมง,ศรีบูรพา 20,แม็คโครลาดพร้าว ตะวันนา2,การไฟฟ้าสถานีย่อยคลองจั่น,ตรงข้ามโรงพยาบาลเวชธานี,ซอยลาดพร้าว 130 (วัดกลาง),ซอยลาดพร้าว 130/1 ตรงข้ามวิสุทธานี,ตรงข้ามซอยลาดพร้าว 101,ร้านอาหารทิพวรรณ(ซอยกัณฑ์พร),ซอยลาดพร้าว 122,ตรงข้ามโรงพยาบาลลาดพร้าว,ตรงข้ามฟู้ดแลนด์,ซอยลาดพร้าว 114 โรงเรียนบางกอกศึกษา,โรงเรียนบางกอกศึกษา(ลาดพร้าว112),ตรงข้ามสำนักงานเขตวังทองหลาง,ตรงข้ามอิมพิเรียลลาดพร้าว,ซอยลาดพร้าว 92,ตรงข้ามซอยลาดพร้าว 71,ซอยลาดพร้าว 80,ตรงข้ามไปรษณีย์ลาดพร้าว(ลาดพร้าว72),ซอยลาดพร้าว64 ตรงข้ามศึกษาภัณฑ์พาณิชย์,กรมแผนที่ทหาร,ตรงข้ามตลาดโชคชัย 4 ซอยลาดพร้าว 58,ตรงข้ามตลาดสะพาน 2,โรงเรียนพิบูลย์อุปถัมภ์,ซอยภาวนา,ซอยลาดพร้าว 42,ศาลแขวงพระนครเหนือ,ศาลอาญา,ตรงข้ามมหาวิทยาลัยราชภัฏจันทรเกษม,ตรงข้ามซอยเสือใหญ่,รัชดาหินอ่อน,สถานีตำรวจพหลโยธิน,ตึกช้าง,โรงเรียนสตรีวรนาถบางเขน,กองปราบปราม,เทสโก้โลตัสลาดพร้าว,สวนจตุจักร(ฝั่งวิภาวดี),สำนักงานใหญ่ปตท.,วิทยาลัยธัชชรินทร์วิทยา,ตรงข้ามสำนักงานเขตจตุจักร,กองบัญชาการตำรวจ 191,วัดเสมียนนารี,สถานีรถไฟบางเขน ตรงข้ามโรงพยาบาลวิภาวดี,ตรงข้ามชินเขตน์2,ตรงข้ามชินเขตน์1(นุกูลธร),แยกพงษ์เพชร(พงษ์เพชรดำเนิน),เดอะมอลล์งามวงศ์วาน,ตรงข้ามพันธุ์ทิพย์งามวงศ์วาน,ตรงข้ามวัดบัวขวัญ,ตรงข้ามองค์การโทรศัพท์งามวงศ์วาน,นิวเวิลด์,ตรงข้ามโรงเรียนสยามบริหารธุรกิจนนทบุรี,สถานีตำรวจลาดโตนด,บิ้กซีรัตนาธิเบศร์,วัดสมรโกฏิ,ตรงข้ามเซ็นทรัลรัตนาธิเบศร์,โรงเรียนอนุราชประสิทธิ์,วัดชมภูเวก,ตรงข้ามกระทรวงพาณิชย์,blankjaa
ตรงข้ามกระทรวงพาณิชย์,ซอยรัตนาธิเบศร์ 36,เซ็นทรัลรัตนาธิเบศร์,ตรงข้ามวัดสมรโกฏิ,ตรงข้ามบิ๊กซีรัตนธิเบศร์,หมู่บ้านอินโด-ไทย(รัตนาธิเบศร์18),ศาลากลางจังหวัดนนทบุรี,โรงเรียนสยามบริหารธุรกิจนนทบุรี,องค์การโทรศัพท์งามวงศ์วาน,ตรงข้ามเดอะมอลล์งามวงศ์วาน,แยกพงษ์เพชร(ซอยพงษ์เพชรพัฒนา),ชินเขตน์ 1,ชินเขตน์ 2,ตรงข้ามเรือนจำกลางคลองเปรม(ซอยศรีจั่น),ตรงข้ามเรือนจำกลางคลองเปรม การไฟฟ้า,ข้ามแยกเกษตร,วัดเทวสุนทร,มหาวิทยาลัยเกษตรศาสตร์,โรงพยาบาลวิภาวดีถนนวิภาวดีรังสิต,บริษัทโตโยต้า ซอยวิภาวดี 46,ซอยวิภาวดี 42 ตรงข้ามวัดเสมียน,สถานีตำรวจวิภาวดี หนังสือพิมพ์บ้านเมือง,สำนักงานเขตจตุจักร,อาคารชินวัตร3 บริษัทตรีเพชร,โรงเรียนหอวัง,เซ็นทรัลลาดพร้าว,ตรงข้ามกองปราบปราม,ตรงข้ามสถานีตำรวจพหลโยธิน,ตรงข้ามรัชดาหินอ่อน,ซอยเสือใหญ่,มหาวิทยาลัยราชภัฏจันทรเกษม,กรมส่งเสริมการค้าระหว่างประเทศ,แยกห้วยขวาง,แยกลาดพร้าว-รัชดา(ซอยลาดพร้าว 25),ซอยลาดพร้าว 35,ซอยภาวนาลาดพร้าว 41,ซอยลาดพร้าว 41/1,ตรงข้ามโรงเรียนพิบูลย์อุปถัมภ์,ลาดพร้าวสะพาน 2,สถานีตำรวจโชคชัย,ตรงข้ามโรงเรียนถนอมพิศ,ศึกษาภัณฑ์ลาดพร้าว,ไปรษณีย์ลาดพร้าว,ซอยลาดพร้าว 67 ตรงข้ามซอยลาดพร้าว 80,ตรงข้ามแกรนด์วิลเลจ,ซอยลาดพร้าว 79 ตรงข้ามแมงป่อง,อิมพิเรียลลาดพร้าว,สำนักงานเขตวังทองหลาง,ตรงข้ามโรงเรียนบางกอกศึกษา,ซอยลาดพร้าว 93,ฟู้ดแลนด์,โรงพยาบาลลาดพร้าว,โรงเรียนภาษาอังกฤษสันติ,ร้านอาหารทิพวรรณ,ซอยลาดพร้าว 101,โรงเรียนเตรียมศึกษาบางกะปิ,ซอยลาดพร้าว 107,เวชธานี,ซอยลาดพร้าว 111,ลุมพินีเซ็นเตอร์แฮปปี้แลนด์,สนามกีฬาคลองจั่น,ท่ารถเมล์เคหะคลองจั่น(สาย191)
