1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103
HuaLamphongBusTerminal,OppositeStateRailwayOfThailand,WatPhlapphlaChai,BmaGeneralHospital(ThanonLuangSide),TalatWolachak,PrapaMaenSi,GoldenMountWatSaket,SaphanDamLanLuang,LanLuangPostOffice,OppositeWatSomemanutwarawihan,RoyalThaiSurveyDepartment,WatInYaekBangKhunPhrom(MunnithiPhatthanaKhonPhikanThai),PaiYaekWiSutthiKasatri,PaiRongraemTrang,SarawisutHotel,TheBankOfThailand,RmutpThewet,NationalLibrary,WatRachadhiwasViharn,SaintGabrielCollege,VajiraHospital,SiYanRongrianAChiwaSinlapaSueksa,KromchonlaprathanSiYan,MakroBangKraBue(Sp25),4ThCavalryDivisionKing'SGuard,SathaniWitthayuYanKro,RongrianYothinBurana,OppositeWatPradu,OppositeBangPhoFireStation,TalatYaekBangPho,SoiSawaiSuwanWatAnamNiKaYaRam(WatYuan),SiKhemaMarket(Outbound),WatSoiThong,Rama7Bridge(Outbound),I.Q.Center,OppositeWatSaoHin,WongSawangSoi4SoiYimPrayun,WatNoiSoiWongsawang13,Watluang,WatLiapSoiWongsawang21,BigCWongSawangSoiWongsawang27,DapphloengBangSonYaekWongSawangKhetWongSawang,DapphloengWongSawangKrungthep-Non,OppositeKromYutBorikan,WiriyaPrakanphaiRatchadaphisek68,PrachanukunIntersection(RatchadaphisekSoi64),SimenThai1ThangduanRatchadaphisek60,MubanPunsimen2,NakhonchaiAir,BangchakPetroleumKamphaengphet2,NikhomRotfaiKm.11,Mochit2BusDepot
Mochit2BusDepot,OppositeNikhomRotfaiKm.11,MubanPunsimen,PrachanukunIntersection(RatchadaphisekSoi35),Ratchadaphisek39SiriChaiKaiYang,KromYutBorikan,YaekWongSawang,BigCWongsawang,BangkokBankWatLiap,OppositeSoiWatluang,ThongkhamWatNoiOppositeWongSawangSoi15,WongSawangSoi4,WatSaoHin,OppositeWatSoiThong,SiKhemaMarket(Inbound),RongrianKunWan,PracharatSai1Soi20,BangPhoFireStation,WatPradu,YaekKiakkai,BangKaBue,WatKromCholSoiSamsen22,OppositeVajiraHospital,OppositeSamsen11-13,OppositeSaintGabrielCollege,OppositeNationalLibrary,ThewetIntersection,BangkunpomIntersection,TrangHotel,RoyalThaiSurveyDepartmentJ.P.RIntersection,WatSomemanutwarawihan,OppositeLanLuangPostOffice,OppositeGoldenMountWatSaket,Chakkawat,Klongthom(CharoenkrungSide),KwongsiewHospital,Wongwian22Kadukhada,StateRailwayOfThailand,HuaLamphongRailwayStation,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
