1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97
MubanRawadee,WatTinnakorn,SoiPrachaRat11,NonthaburiPier,MajorNontaburi,AyudayaBank,RongrianKaRanSueksa,WatNakhonIn,SoiWatKamphaeng,PamnamManEsso,SawitBa,KhondoWiktoeRai,SoiPhilaSongkhram14,WatKhamao,OppositeSatrinonthaburiSchool-WatPaknam,MubanPhibun,OppositeBorisatPhunPhonChamkat,Kmutnb,Rama7Bridge(Inbound),OppositeWatSoiThong,SiKhemaMarket(Inbound),RongrianKunWan,PracharatSai1Soi26,PracharatSai1Soi20,BangPhoFireStation,WatPradu,YaekKiakkai,YanKro,4ThCavalryDivisionKing'SGuard,BangKaBue,WatKromCholSoiSamsen22,Sriyan,OppositeVajiraHospital,OppositeNationalLibrary,OppositeRmutpThewet,ThewetIntersection,BangkunpomIntersection,WatMaiAmataros,OppositePhranakhonDistrictOffice,Sanamluang(OppositeThammasartU.),Sanamluang(OppositeWatMahathat),MinistryOfDefense,WatRatPradit,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
TerritorialDefenseCommand,WatPhoThaTian,NakarapiromPark,RatchaWoraditPier,ThaChang,Sanamluang(DepartmentOfFineArts),Sanamluang(ThammasatU.),NationalTheatre,PhraAthit,OppositeBanPhraAthit,BanglumphuIntersection1,PhranakhonDistrictOffice,WatSampraya,TheBankOfThailand,RmutpThewet,NationalLibrary,WatRachadhiwasViharn,SaintGabrielCollege,VajiraHospital,Sriyan,SiYanRongrianAChiwaSinlapaSueksa,KromchonlaprathanSiYan,MakroBangKraBue(Sp25),4ThCavalryDivisionKing'SGuard,SathaniWitthayuYanKro,RongrianYothinBurana,OppositeWatPradu,OppositeBangPhoFireStation,TalatYaekBangPho,PraChaRatSai1Soi15,SoiSawaiSuwanWatAnamNiKaYaRam(WatYuan),SiKhemaMarket(Outbound),WatSoiThong,Rama7Bridge(Outbound),OppositeKmutnb,BoriBatPhunPhonChamkat,BangOppositeTheVillagePibo,SatrinonthaburiSchool-WatPaknam,RongrianWatKhamaoPhinTaRam,GardenOppositeTheVillagePiboonSoi1SeniLight,CondoRiverRyanFlagsBar.,SuanAhanNatPhop,OppositeSoiWatKamphaeng,Pongsawass,TalatNon,NonthaburiPier,OppositeSoiPrachaRat13,RongrianThetsaban2,MuubanRaewadee
