1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137
สวนลุมพินี(ฝั่งราชดำริป้าย2),สวนลุมพินี(ตรงข้ามตึกอื้อจือเหลียง),ซอยสาทร 1,โรงแรมสุโขทัย,สถานทูตออสเตรเลีย,อาคารสาธรซิตี้ทาวเวอร์,"แยกนรินธร,โรงพยาบาลบางรัก",โรงพยาบาลเซ็นต์หลุย,อาคารไทย Cc,ซอยโรงน้ำแข็ง,ตรงข้ามวัดยานนาวา,มหาวิทยาลัยโนโลยีราชมงคลกรุงเทพ (พระนครใต้),ตรงข้ามวัดสุทธิ,ตรงข้ามองค์การสะพานปลา,ตรอกบาหยัน,บริษัทเอเชียติ๊ก(ถนนเจริญกรุงขาออก),"ตรงข้ามโรงแรมแม่น้ำรามาดาพลาซา,พนาสิริ",ตรงข้ามวัดราชสิงขร,"ซอยเจริญกรุง 93,ตรงข้ามเอเชียทีค",สถานีตำรวจวัดพระยาไกร,ตรงข้ามวัดลาดบัวขาว,โรงเรียนเสริมปัญญา,ตลาดบางคอแหลม,เชิงสะพานกรุงเทพ,ซอยเจริญนคร 61,ซอยเจริญนคร 63,ซอยเจริญนคร 65,ซอยราษฎร์บูรณะ 11,โรงแรมกู๊ดอินน์,ปั๊มน้ำมันสยามสหบริการจำกัด(มหาชน),บริษัทกรุงเทพคลังเอกสารจำกัด,บิ๊กซีซุปเปอร์เซ็นเตอร์ราษฎร์บูรณะ,ซอยราษฎร์บูรณะ 18,ตลาดราษฎร์บูรณะ,"วัดประเสริฐสุทธาวาส,โรงเรียนวัดประเสริฐสุทธาวาส",ตรงข้ามโรงพยาบาลราษฎร์บูรณะ,แยกราษฏร์บูรณะสุขสวัสดิ์,ตรงข้ามตลาดบางปะกอก,ศรีไทยซุปเปอร์แวร์,ซอยอนามัย(สุขสวัสดิ์ 32),ตรงข้ามวัดบางปะกอก,ตรงข้ามบิ๊กซีบางประกอก,วัดโพธิ์แก้ว,"ซอยงูเห่า,เกียร์เซอร์วิส",สำนักงานเขตจอมทอง,ตลาดโอ๋เอ๋,พระราม 2 ซอย 21,ซอยวัดพุทธบูชา,ตรงข้ามจันทร์พริ้ง,การประปาวัดยายร่ม,หมู่บ้านชิชา,หมู่บ้านวิชิตนคร,โรงพยาบาลบางมด,ตรงข้ามวัดกก,วัดเลา,ตรงข้ามศาลเจ้าแม่งู,โฮมโปร พระราม 2,บิ๊กซีพระราม 2,สำนักงานเขตบางขุนเทียนสนามฟุตบอลสุขโกกี,หัวกระบือ,เคหะการไฟฟ้า,เคหะธนบุรี(โลตัสพระราม2),ตรงข้ามสะแกงาม,,,,,,
สะแกงาม,พระราม 2 ซอย 66,เคหะธนบุรี(บิ๊กซีการเคหะพระราม2),โรงพยาบาลพระราม 2,การเคหะแห่งชาติบางขุนเทียน,แยกหัวกระบือ,สำนักงานเขตบางขุนเทียน,เซ็นทรัลพระราม 2,วัดกำแพง(ถนนพระราม2ขาเข้า),ศาลเจ้าแม่งู,วัดกก,สถานีตำรวจบางมด,สมาคมฮินแหน่นแห่งประเทศไทย,ธนาคารอาคารสงเคราะห์,วัดสีสุก,จันทร์พริ้ง,ศูนย์โตโยต้า(ตรงข้ามซอยวัดพุทธบูชา),โรงพยาบาลบางปะกอก9อินเตอร์เนชั่นแนล,โพธิ์ทอง(ใต้ทางด่วนด่านดาวคะนอง),ตรงข้ามสำนักงานเขตจอมทอง,บิ๊กซีบางประกอก,วัดบางปะกอก,ซอยสุขสวัสดิ์ 23,โรงพยาบาลบางปะกอก1,ตลาดบางปะกอก,แยกราษฎร์พัฒนา(ซอยสุขสวัสดิ์ 27),โรงพยาบาลราษฎร์บูรณะ,โรงเรียนโรจนนิมิตวิทยา,ร้านสากลอะไหล่ 99,ตรงข้ามโรงเรียนวัดประเสริฐสุทธาวาส,ซอยราษฎร์บูรณะ 18,ตรงข้ามบริษัทกรุงเทพคลังเอกสารจำกัด,ซอยราษฎร์บูรณะ 12,ตรงข้ามโรงแรมกู๊ดอินน์,ซอยราษฎร์บูรณะ 6,ซอยเจริญนคร 76,ซอยเจริญนคร 66,วัดลาดบัวขาว,วัดพระยาไกร,"ซอยเจริญกรุง 99,สถานีตำรวจนครบาลวัดพระยาไกร",เอเชียทีคเดอะรีเวอร์ฟร้อนท์,วัดราชสิงขร,"โรงแรมแม่น้ำรามาดาพลาซา,พนาสิริ",บริษัทเอเชียติ๊ก(ถนนเจริญกรุงขาเขา),ตรงข้ามบ้านใหม่,โรงแรมแม่น้ำ,"สำนักงานไปรษณีย์วัดพระยาไกร,ตรงข้ามมัสยิดบาหยัน",องค์การสะพานปลา,สะพานปลา,วัดสุทธิ,"โรงเรียนสตรีศรีสุริโยทัย,กรมอู่ทหารเรือ",วัดยานนาวา,ป้ายรถประจำทาง BTS สุรศักดิ์ (ทางออก3),โรงเรียนกรุงเทพคริสเตียนวิทยาลัย,ศึกษาวิทยา,ป้ายคอนแวนต์,สาทร-คอนแวนต์,"ไทยธนาคาร,ศูนย์มิตซู",ซอยสาทร 2,สวนลุมพินีป้ายแรก (เข้าเมือง),ตรงข้ามซอยพระเจน,ตรงข้ามสถานีตำรวจลุมพินี,"อาคารสินธร,ตรงข้ามสถานฑูตอเมริกา","ซอยต้นสน,ตรงข้ามสถานฑูตอังกฤษ",เพนนินซูล่าพลาซ่า,ป้ายรถประจำทาง BTS ราชดำริ(ทางออก2),สถาบันสอนภาษา Aua,สวนลุมพินี(ฝั่งราชดำริป้าย1),สวนลุมพินี(ฝั่งราชดำริป้าย2)
