1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137
LumphiniPark(RatchadamriSideStop.2),LumphiniPark,SathonSoi1,RoroSukhothai,EmbassyOfAustralia,SathornCityTower,YakaeNarinthonBangrakHospital,SaintLouisHospital,ThaiCc,SoiRongNamkhaeng,OppositeWatYanNawa,RajamagalaUniversityOfTechnologyKrungthep(SouthBangkokCampus),OppositeWatSutthi,OppositeSaphanpla,TrokBaYan,BorisatEchiaTik(Outbound),OppositeRongraemMaenam,WatRatSingkhonOpposite,CharoenKrung93,WatprayakaiPoliceStation,OppositeWatLatBuaKhao,SermpanyaHospital,TalatBangkholaem,ChoengSaphanKrungthep,SoiCharoenNakhon61,SoiCharoenNakhon63,SoiCharoenNakhon65,SoiRatBuranaSoi11,GoodInnHotel,PamNammanSayamSahaBorikanChamkat(Mahachon),NaBorisatKrungthepKhlangEkkasanChamkat,BigCRatburana,SoiRatburana18,RatburanaMarket,WatPrasetSutthawart,OppositeRatburanaHospital,RatburanaIntersectionSuksawat,OppositeBangpakokMarket,SukSawatSoi34,SuksawatSoi30,OppositeWatBangPaKok,OppositeBigCBangPrakok,WatPhoThong,SoiNguhaoKiaSoewit,SamnaknganKhetChomthong,TalatOE,PhraRam2Soi21,Watputtabucha,OppositeChanPhring,KanPrapaWatYaiRom,ShishaVillage,MubanWichitNakhon,SathaniTamruatBangMot,OppositeWatKok,WatLao,OppositeTheSnakeGoddess,HomeproRama2,BigcRama2,BangKhunThianDistrictOffice,HuaKrabue,KhehaKanFaifa,ThonburiHousing(TescoLotusRamaIi),OppositeSakaeNgam,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
SakaeNgam,PhraRamThi2Soi66,BigCKahaRam2,PhraRam2Hospita,NationalHousingBang,YaekHuaKrabue,OppositeBangKhunThianDistrictOffice,CentralRama2,OppositeThaKham,SanChaomaeNgu,WatKok,Bangmod,SamakhomHinNaenHaengPrathetThai,ThanakhanAkhanSongkhro,WatSisuk,ChanPhring,ToyotaCenterWatPuttabucha,Bangpakokhospita,Pothong,JomthongDistrict,BigCBangPraKok,WatBangPaKok,SuksawatSoi23,BangPakok1Hospital,BangpakokMarket,SukSawat-SukSawatSoi27Intersection,RatburanaHospital,RojnimithWittayaSchool,SakolAlai,WatPrasertSutthawartSchool,SoiRatburana18,OppositeBorisatKtungthepKrungEkkasarnChumkut,SoiRatburana12,OppositeGoodInnHotel,SoiRatBurana6,SoiCharoenNakhon76,SoiCharoenNakhon66,WatLatBuaKhao,WatPhrayaKrai,SoiCharoenNakhon99,AsiatiqueTheRiverfont,WatRatSingkhon,MenamRiversidePlaza(Mamada)PhanaSiri,BorisatEchiaTik(Inbound),OppositeBaanMai,MaenamHotel,SamnaknganPraisaniWatPhrayaKrai,OngkanSaphanpla,Saphanpla,WatSuthi,RongrianSatriSiSuriyoThaiKromUThahanRuea,WatYanNawa,BusStopBTSSurasak(Exit3),BangkokChristianCollege,SuksaWittaya,PaiKhonwaen,Sathon-Khonwaen,ThaiThanakhanSunMitSu,SatornSoi2,LumphiniPark(InBound),OppositeSoiPhraChen,OppositeSonoLumPhiNi,GlassHouseAtSinthornOppositeTheUnitedStatesEmbassy,SoiTonson,PeninsulaPlaza,BusStopBTSRatchadamri(Exit2),Aua,LumphiniPark(RatchadamriSideStop.1),LumphiniPark(RatchadamriSideStop.2)
