1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129
อู่แสมดำ,คลองระหาญ,ซอยโฟร์โมส,พระราม 2 ซอย 86,บางกระดี่(ถนนพระราม2ขาเข้า),อมรชัย 4,หมู่บ้านพระราม 2,สะแกงาม,เคหะธนบุรี(บิ๊กซีการเคหะพระราม2),โรงพยาบาลพระราม 2,การเคหะแห่งชาติบางขุนเทียน,แยกหัวกระบือ,สำนักงานเขตบางขุนเทียน,เซ็นทรัลพระราม 2,วัดกำแพง(ถนนพระราม2ขาเข้า),ศาลเจ้าแม่งู,วัดกก,สถานีตำรวจบางมด,สมาคมฮินแหน่นแห่งประเทศไทย,ธนาคารอาคารสงเคราะห์,วัดสีสุก,จันทร์พริ้ง,ศูนย์โตโยต้า(ตรงข้ามซอยวัดพุทธบูชา),โรงพยาบาลบางปะกอก9อินเตอร์เนชั่นแนล,โพธิ์ทอง(ใต้ทางด่วนด่านดาวคะนอง),ตรงข้ามสำนักงานเขตจอมทอง,บิ๊กซีบางประกอก,วัดบางปะกอก,ซอยสุขสวัสดิ์ 23,โรงพยาบาลบางปะกอก1,ตลาดบางปะกอก,ตรงข้ามวัดสารอด,แยกประชาอุทิศ,ตรงข้ามวัดสน,ซอยเด็กกรำพร้า,สุขสวัสดิ์ กม.9 (ขึ้นทางด่วน),แยกบางนา(ลงทางด่วน),ป้ายรถประจำทาง BTS บางนา กรมอุตุวิทยา,หมู่บ้านนภาลัย,ป้ายรถประจำทาง BTS แบริ่ง(ซอยลาซาล),ซอยแบริ่ง,ซอยสันติคาม(สุขุมวิท109),ตลาดธรรมสาโรจน์,ตรงข้ามอิมพิเรียลสำโรง(ตลาดสำโรง),บิ๊กซีสำโรง(บิ๊กซีจัมโบ้)(อู่สำโรงเก่า),ซอยสุขุมวิท 115 (ซอยอภิชาติ),เนชั่นแนล,วัดไตร,โค้งเกริก,อุดมเดช(กศน.),โรงนม,นารถสุนทร(โรงเรียนพร้านีลวัชระ),วัดบางนางเกรง โรงพยาบาลยุวประสาท,ไปรษณีย์ปากน้ำ,ซอยบุญศิริ,ตรงข้ามโรงเรียนสารพัดช่างสมุทรปราการ สองแถว36,สนง.สรรพากรสมุทรปราการ 1,วัดพิชัยสงคราม,ศาลหลักเมืองปากน้ำ,วงเวียนท้ายบ้าน,ซอยสายลวด 3,ธนาคารกรุงเทพ(ถนนสายลวด),ตรงข้ามมูลนิธิวัยวัฒนานิวาส,หน้าฟาร์มจรเข้,อู่ฟาร์มจระเข้สมุทรปราการ
อู่ฟาร์มจระเข้สมุทรปราการ,ป้ายหน้าฟาร์มจรเข้,มูลนิธิวัยวัฒนานิวาส,อู่สายลวด,โรงเรียนป้วยฮั้ว,โรงพยาบาลสมุทรปราการ,วงเวียนท้ายบ้าน (ตรงข้าม),ตลาดปากน้ำ,ศาลากลางจังหวัดสมุทรปราการฝั่งขาเข้า,โรงเรียนสารพัดช่างสมุทรปราการ,โรงเรียนนายเรือสมุทรปราการ,โรงเรียนนายเรือ ตรงข้ามไปรษณีย์ปากน้ำ,วัดบางนางเกรง,ตรงข้ามซอยนารถสุนทร,ตรงข้ามโรงนม,สำนักงานส่งเสริมการศึกษานอกระบบการศึกษาตามอัธยาศัยจังหวัดสมุทรปราการ,โค้งเกริกเก่า,ตรงข้ามวัดไตร พิพิธภัณฑ์ช้างเอราวัณ,ฮิตาชิ โตโยต้า,ปั้มน้ำมัน ปตท.(ตรงข้ามซอยอภิชาติ),ปู่เจ้า ตรงข้ามบิ๊กซีสำโรง(ตรงข้ามบิ๊กซีจัมโบอู่สำโรงเดิม),ตลาดสำโรงตรงข้ามสุขุมวิท 111,ซอยสันติคาม(ธ.นครหลวงไทย),ซอยโปษยานนท์,ป้ายรถประจำทาง BTS แบริ่ง ลาซาล,หมู่บ้านนภาลัย รพ.มนารมย์,ตรงข้ามกรมอุตุนิยมวิทยา ป้ายรถประจำทาง BTS บางนา,แยกบางนา(ขึ้นทางด่วน),สุขสวัสดิ์ กม.9(ลงทางด่วน),ตรงข้ามวัดสน,สุขสวัสดิ์ กม.9,วัดสารอด,ตรงข้ามตลาดบางปะกอก,ศรีไทยซุปเปอร์แวร์,ซอยอนามัย(สุขสวัสดิ์ 32),ตรงข้ามวัดบางปะกอก,ตรงข้ามบิ๊กซีบางประกอก,วัดโพธิ์แก้ว,สำนักงานเขตจอมทอง,ตลาดโอ๋เอ๋,พระราม 2 ซอย 21,ซอยวัดพุทธบูชา,ตรงข้ามจันทร์พริ้ง,การประปาวัดยายร่ม,หมู่บ้านชิชา,หมู่บ้านวิชิตนคร,โรงพยาบาลบางมด,ตรงข้ามวัดกก,วัดเลา,ตรงข้ามศาลเจ้าแม่งู,โฮมโปร พระราม 2,บิ๊กซีพระราม 2,สำนักงานเขตบางขุนเทียนสนามฟุตบอลสุขโกกี,หัวกระบือ,เคหะการไฟฟ้า,เคหะธนบุรี(โลตัสพระราม2),ตรงข้ามสะแกงาม,ตรงข้ามหมู่บ้านพระราม 2,อมรชัย 4 บริษัท เซ็นทรัลกลาส จำกัด,บางกระดี่,ฟาร์มไก่ชนพม่าพระราม2,ตรงข้ามซอยโฟร์โมส,คลองระหาญ 1,โรงค้าถัง ตรงข้ามอู่แสมดำ,อู่แสมดำ
