1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113
สุวรรณภูมิ(ศูนย์การขนส่งสาธารณะ),สุวรรณภูมิ(ตึกปฏิบัติการภาคพื้นดินการบินไทย),สุวรรณภูมิ(เขตปลอดอากร),ตรงข้ามโรงเรียนสุรศักดิ์มนตรี,ตรงข้ามมหาวิทยาลัยหอการค้าไทย,สนามกีฬากองทัพบก,สโมสรทหารบก,บริษัทกรุงเทพธุรภัณฑ์กรุ๊ปจำกัด,แยกสุทธิสาร(ถนนวิภาวดีรังสิตขาออก),อาคารอมตะตึกสีม่วง,วิภาวดีซอย3 ตรงข้ามซอยโชคชัยร่วมมิตร,ซอยวิภาวดี 5,ตรงข้ามบริษัทการบินไทย(สำนักงานใหญ่),ไทยรัฐ,อาคารซันทาวเวอร์,สำนักงานใหญ่ปตท.,สมบัติทัวร์,วิทยาลัยธัชชรินทร์วิทยา,ตรงข้ามสำนักงานเขตจตุจักร,กองบัญชาการตำรวจ 191,วัดเสมียนนารี,ข้ามแยกเกษตร,วัดเทวสุนทร,ตรงข้ามหนังสือพิมพ์เดลินิวส์,สถานีตำรวจนครบาลทุ่งสองห้อง,ตรงข้ามโรงเรียนไผทอุดม มิราเคิลแกรนค์,สถาบันวิจัยจุฬาภรณ์,ไอทีสแควร์,วัดหลักสี่,เคหะทุ่งสองห้อง,คลังน้ำมัน(ถนนวิภาวดีรังสิต),สำนักงานเขตดอนเมือง,ตลาดใหม่ดอนเมือง,วัดดอนเมือง,ตรงข้ามฝ่ายช่างดอนเมือง,โรงเรียนดอนเมืองทหารอากาศบำรุง สถานีตำรวจดอนเมือง,หมู่บ้านธนิทร ซอยวิภาวดีรังสิต 35,หมู่บ้านอยู่เจริญ,วิภาวดีรังสิต39 หมู่บ้านยิ่งโอฬาร,โรงเรียนพหลโยธิน,หมู่บ้านวังทองวิภาวดีซอย 47,โรงเรียนสังคีต,บิ๊กซี ตรงข้ามเซียร์รังสิต,ตลาดสี่มุมเมือง,วัดประยูร หมู่บ้านสีวลี,มหาวิทยาลัยรังสิต,แม็คโครรังสิต,ตลาดรังสิต,ตรงข้ามหมู่บ้านรัตนโกสินทร์ 200 ปี,อู่รังสิต,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
อู่รังสิต,หมู่บ้านรัตนโกสินทร์ 200 ปี,โรงพยาบาลปทุมเวช,ฟิวเจอร์ปาร์ครังสิต,เมเจอร์รังสิต,โรงเรียนธัญบุรี,ฟาร์มโชคชัย,ตรงข้ามวัดประยูรจินดารามพหลโยธิน 84,โรงพยาบาลแพทย์รังสิต,เซียร์รังสิต,อนุสรณ์สถาน,โรงงานพรมไทยปิง,หมู่บ้านพิพรพงษ์ 2 3 4,หมู่บ้านศุภลักษณ์,บริษัทttl Isuzu,ฐานทัพอากาศ,ตรงข้ามสถานีตำรวจนครบาลดอนเมือง,ฝ่ายช่างท่าอากาศดอนเมือง,ดอนเมือง(สำนักงานท่าอากาศยาน),ดอนเมือง (อาคารผู้โดยสาร 1-2),ดอนเมือง (อาคารผู้โดยสาร 3),ดอนเมือง(คลังสินค้า),ดอนเมือง (ช่องทาง ทดม.8),ร้านเจ้เล้ง,คอตโต้,ฮีโน่มอเตอร์สเซลส์,แยกหลักสี่(ศูนย์อะไหล่หลักสี่ซอย 2),หนังสือพิมพ์แนวหน้า,โรงเรียนไผทอุดมศึกษา,สโมรสตำรวจthaipbs,ซอยวิภาวดี 58,โรงแรมรามากาเด้นซ์,หนังสือพิมพ์เดลินิวส์,บริษัท ยาคูลท์,มหาวิทยาลัยเกษตรศาสตร์,การทางพิเศษบางเขน,โรงพยาบาลวิภาวดีถนนวิภาวดีรังสิต,บริษัทโตโยต้า ซอยวิภาวดี 46,ซอยวิภาวดี 42 ตรงข้ามวัดเสมียน,สถานีตำรวจวิภาวดี หนังสือพิมพ์บ้านเมือง,สำนักงานเขตจตุจักร,อาคารชินวัตร3 บริษัทตรีเพชร,โรงเรียนหอวัง,บริษัทมหานคร,การบินไทย(สำนักงานใหญ่),ซอยบัวสุวรรณ ธนาคารกรุงเทพ,ซอยวิภาวดี 18 ตึกวรสิน,ซอยโชคชัยร่วมมิตร,ซอยวิภาวดี 14 ก่อนถึงแยกสุทธิสาร,แยกสุทธิสาร(ดับเพลิง),ศูนย์ฝึกรักษาดินแดน,มหาวิทยาลัยหอการค้าไทย,โรงเรียนสุรศักดิ์มนตรี,สุวรรณภูมิ(ตรงข้ามเขตปลอดอากร),สุวรรณภูมิ(ฝ่ายครัวการบินไทย),สุวรรณภูมิ(สถานีดับเพลิง),สุวรรณภูมิ(ศูนย์การขนส่งสาธารณะ)
