1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91
ท่าปล่อยรถ เทเวศร์ (53R),แยกประชาเกษม,วัดมกุฏกษัตริยาราม,แยกมัฆวาน,วัดโสมนัส,ตลาดนางเลิ้ง,แยกสะพานขาว ถนนกรุงเกษม,ตลาดโบ้เบ้(อาคารโบ๊เบ๊ทาวเวอร์),แยกภุชงค์,ตรงข้ามโรงพยาบาลหัวเฉียว,ตรงข้ามโรงเรียนเทพศิรินทร์,วงเวียน 22(1),ไมตรีจิตต์,สถานีรถไฟหัวลำโพง(ฝั่งรองเมือง),วัดดวงแข,เจริญเมือง,บรรทัดทอง,แยกสะพานเหลือง [D],ศาลแรงงานกลาง,ป้ายรถประจำทาง MRT หัวลำโพง(ทางออก4),วัดไตรมิตร,โรงพยาบาลเทียนฟ้ามูลนิธิ,แยกเฉลิมบุรี,ตลาดเก่าเยาวราช,วัดตึก,สำเพ็ง-พาหุรัด,พาหุรัด(ไชน่าเวิลด์),พาหุรัด(เพาะช่าง-สวนกุหลาบ),ปากคลองตลาด,โรงเรียนราชินี,ตรงข้ามตั้งตรงจิตรพณิชยการ,วัดโพธิ์,สวนนาคราภิรมย์,ท่าราชวรดิษฐ์,ท่าช้าง,ท่ามหาราช,ท่าพระจันทร์(ตรงข้ามวัดมหาธาตุ),สนามหลวง(ม.ธรรมศาสตร์),โรงละครแห่งชาติ,พระอาทิตย์,ป้อมพระสุเมรุ,แยกบางลำพู 1,สำนักงานเขตพระนคร,วัดสามพระยา,ธนาคารแห่งประเทศไทย,[เปลี่ยนรถ] ท่าปล่อยรถ เทเวศร์
ท่าปล่อยรถ สนามหลวง (53L 59 503),สนามหลวง(ตรงข้ามม.ธรรมศาสตร์),วัดมหาธาตุยุวราชรังสฤษฎิ์ราชวรมหาวิหาร,ท่าพระจันทร์(ตรงข้ามม.ธรรมศาสตร์),มหาวิทยาลัยศิลปากร,ตรงข้ามท่าราชวรดิษฐ์,ตรงข้ามสวนนาคราภิรมย์,วัดโพธิ์,ตั้งตรงจิตรพณิชยการ,สถานีตำรวจพระราชวัง,พระพิพิธ,คลองถม(ฝั่งเจริญกรุง),โรงพยาบาลกว๋องสิวมูลนิธิ,วงเวียน 22 กรกฎา,แยกนพวงค์,ถนนเฉลิมเขต,ยศเส,ตลาดโบ้เบ้(ซอยไพศาลศิลป์),ตลาดมหานาค (ถนนกรุงเกษม),แยกสะพานขาว(กระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์),องค์การโทรศัพท์(ถนนกรุงเกษม),นางเลิ้ง(ซอยนางเลิ้ง 2),วัดโสมนัส,วัดมกุฏกษัตริยาราม,แยกประชาเกษม,แยกเทเวศร์,ตลาดรวมยาง(ถนนสามเสน),แยกบางขุนพรหม,วัดใหม่อมตรส,แยกบางลำพู 2,ป้อมพระสุเมรุ( เตี๋ยว บก ),ท่าพระอาทิตย์(ถนนพระอาทิตย์),ตรงข้ามโรงละครแห่งชาติ,[เปลี่ยนรถ] ท่าปล่อยรถ สนามหลวง,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
