1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161,163,165,167,169
VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),Phyathai2Hospital,BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),BorderPatrolPolice,SenaRuam(Phahonyothin11),BusStopBTSSaphanKhwai(Exit1),WatPhaiton,BusStopBTSMoChit(Exit3),OppositeTmbHeadquarterBank,BusStopMRTPhahonyothin(Exit3),LatPhraoIntersection(LatPhraoSoi1),OppositeSa-NguanSaoOToKhae,ThanakhanThaiphanitLatPhrao,BigCLatPhrao,LatPhraoSoi20,SoiLatPhrao17,YaekLatPhrao-RatDa,LatPhraoSoi40,LatPhraoSoi35,PhawanaLatPhraoSoi41,LatPhrao41/1,RongrianPhibunUpatham,LatPhraoSaphan2Market,SathaniTamruatChokChai,ChokChai4,LatPhraoSoi57/1,SueksaPhanLatPhrao,LatPhaoPostOffice,LatPhraoSoi67OppositeLatPhraoSoi80,KraenWinlet,LatPhrao79,ImperialLatPhrao,SamnaknganKhetWangThonglang,OppositeBangkokSuksaSchool,SoiLatPhrao93,FutLaen,LatPhraoHospital,RongrianPhasaAngkritSanti,OppositeLatPhraoSoi126,LatPhraoSoi101,RongrianTriamSueksaBangKapi,LatPhrao107,WetThaNi,SoiLatPhrao111,NMarkPlaza(Nomchit),BangKapiMarket(LatPhraoSoi127),YaekBangkapi,WatSiBunRueang(AemWeMai),BangKapiSchool,Nida,YaekNida,SoiRotAnan4,OppositeSeriThaiSoi10SoiTaSian,OppositeChinavornSchool,KhlongBangToei(Outbound),OppositeSeriThaiSoi16,SeriThaiSoi45,MubanPiamsuk,MubanSahakon,NawaThanee,BoPhaNaSonik,OppositeRueanThongNiwet,SeriThaiSoi71,SunToyota,PakThangSuanSayam,MubanKeSara,JuanIslandsCommunity,HanamiFood,SoiNikombangchan1,OppositeBoYamYam(Serithai58),KehachumconBangchan,FlatIndoThailand,BoSukkhaphanSentoe,MinBuriIntersection(SoiTakhian),MinburiTechnicalCollege,Jatujak2Minburi,MinburiDistrictOffice,MinburiLandOffice,MinburiPoliceStation,blankjaa,blankjaa
OppositeMinburiPoliceStation,SatriSethabutBamphenSchool,RamaIxCommemorationParkMinburi,Chatuchak2MarketMinburi,Navamin9Hospital,MinBuriIntersection(OppositeSoiTakhian),SerirukHospital,SoiSerithai68Yak1,SoiSerithai62,BoSahaYuNian,BoHonDaBangChan(Serithai56),RongrianSongWit,KhlongLoLae,OppositeMubanKeSara,OppositePakThangSuanSayam,OppositeSunToyota,SeriThaiSoi46,RueanThongNiwet,OppositeBoPhaNaSonik,OppositeMubanSahakon,OppositeMubanPiamsuk,SeriThaiSoi20/1,SeriThaiSoi16,KhlongBangToei(Inbound),ChinavornSchool,SeriThaiSoi10SoiTaSian,SerithaiSoi4,SathabanNiDa,ThaRuaeWatSriboonruengNidaUniversity,PierMeasuredSriboonruangTempleSriboonruang,YaekBangKapi,TheMallBangkapi,MakroLadprao,TawanNa2,OppositeRongphayabanWetThani,OppositeLatPhrao107,LatPhrao130/1,RongrianSonKhomphiotoeSaek-LatPhrao,LatPhraoSoi126,SoiLatPhrao122,OppositeLatPhraoHospital,OppositeFutLaen,LatPhraoSoi114BangkokSuksaSchool,LatPhraoSoi112BangkokSuksaSchool,OppositeSamnaknganKhetWangThonglang,OppositeImperialLatPhrao,LatPhrao92,Ladplaow71,LatPhraoSoi80,OppositeLatPhaoPostOffice,SoiLatPhraoSoi64,KromPhaenthiThahan,LatPhraoSoi58,OppositeLatPhraoSaphan2Market,PhibunUpathamSchool,Phawana,SoiLatPhrao42,SoiLatPhrao40,SoiLatPhrao38,SoiLatPhrao28,BusStopMRTLatPhraoStation,SoiLatPhrao26,SoiLatPhrao22,SoiLatPhrao20,LatPhraoSoi14,SoiLatPhrao12,SiamComercialBankLatphrao,OppositeAkhanPhromPhan,LatPhraoIntersection(LatPhraoSoi4),PakThangLatPhrao-WiphawadiRangSit,TmbHeadquarter,OppositeChatuchakPark,DepartmentOfLandTransport,Phahonyothin18,OppositeWatPhaiton,BusStopBTSSaphanKhwai(Exit2),BangsuePoliceStation,SaiLom(Phahonyothin8),BusStopBTSAri(Exit4),Ratchakhru(OppositePhahonyothin5),Kanchanakom(Phahonyothin2),BusStopBTSSanampao(Exit4),Channel5,LueCha(OppositePhahonyothin1),VictoryMonument(PhahonYothinSide)
