1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147
อนุสาวรีย์ชัยสมรภูมิ (เกาะพหลโยธิน),"ซอยพหลโยธิน 1,ซอยลือชา",โรงพยาบาลพญาไท2,ป้ายรถประจำทาง BTS สนามเป้า(ทางออก1),ป้ายรถประจำทาง BTS สนามเป้า(ทางออก3),"ซอยพหลโยธิน 5,ซอยราชครู",ป้ายรถประจำทาง BTS อารีย์(ทางออก3),กองบัญชาการตชด.,"ซอยพหลโยธิน 11,ซอยเสนาร่วม",ป้ายรถประจำทาง BTS สะพานควาย(ทางออก1),วัดไผ่ตัน,ป้ายรถประจำทาง BTS สถานีหมอชิต(ทางออก3),ตรงข้าม ธนาคารทหารไทย (สำนักงานใหญ่),เซ็นทรัลลาดพร้าว,ตรงข้ามกองปราบปราม,ตรงข้ามโรงเรียนสตรีวรนาถบางเขน,ตรงข้ามตึกช้าง,โรงเรียนไทยวิจิตรศิลป์,ตรงข้าม รพ.เมโย,แยกเกษตร(ตลาดอมรพันธ์),มหาวิทยาลัยเกษตรศาสตร์(ฝั่งพหลโยธิน),กรมส่งเสริมการเกษตร,สำนักงานคณะกรรมการวิจัยแห่งชาติ,กรมป่าไม้,ไปรษณีย์จตุจักร,ตรงข้ามมหาวิทยาลัยศรีปทุม,โรงเรียนบางบัว,โรงเรียนปราโมชวิทยาทาน,สวนอาหารบางบัว,ซอยพหลโยธิน 49/2,ซอยพหลโยธิน 53,หน้าอู่บางเขน,วัดพระศรีมหาธาตุ,สถานีตำรวจบางเขน,มหาวิทยาลัยเกริก,เซ็นทรัลรามอินทรา,ซอยรามอินทรา 5,โรงเรียนปราโมชวิทยารามอินทรา,ตรงข้ามสนามมวยลุมพินีรามอินทรา,แยกลาดปลาเค้า(รามอินทรา15),ซอยรามอินทรา 21,ตรงข้ามบิ๊กซีรามอินทรา,หมู่บ้านเกาหลี,ตลาด กม.4,เคหะรามอินทรา กม.4,ตรงข้ามซอยมัยลาภ,กองบินตำรวจ,วัชรพล(กม.5),หมู่บ้านสวัสดิการทหาร,ซอยรามอินทรา 65,กม.7 รามอินทรา(ขาออก),ซอยรามอินทรา 69,กม.8 รามอินทรา,"กม.8,รามอินทรา52,ศูนย์นิสสัน,ปั้มปริโตนาส",ตรงข้ามโรงพยาบาลสินแพทย์,"ซอยรามอินทรา 89,เยื้องปั้มเอสโซ่",แยกถนนเลียบคลองสอง,แฟชั่นไอส์แลนด์,"ธนาคารกรุงไทย,กม.10","ปั้มปตท.,ตรงข้ามร้านเฮียฮ้อปูดอง",หมู่บ้านวิสุทธาวิลล์,โรงพยาบาลนพรัตน์,ภัตตาคารชายทะเลจันทร์เพ็ญสาขารามอินทรา,ครัวแมกไม้,พระยาสุเรนทร์,รามอินทรา 117,หมู่บ้านสินธานี 2,ร้านอาหารแพน้ำ,รร.เศรษฐบุตรบำเพ็ญ,"แยกมีนบุรี,ซอยตะเกียง",วิทยาลัยเทคนิคมีนบุรี,จตุจักร 2 มีนบุรี,ตลาดมีนบุรี(อาคารปลาตะเพียนทอง),อู่มีนบุรี
อู่มีนบุรี,หน้าร้านทองมีนบุรี,โรงพยาบาลนวมินทร์ 9,"แยกมีนบุรีตรงข้ามตะเกียง,ปั้มบางจาก",ตรงข้าม รร.เศรษฐบุตรบำเพ็ญ,รามอินทรา 86,หม่อมเจ้าสง่างามฯ,ตรงข้ามรามอินทรา 115,ตรงข้ามพระยาสุเรนทร์,"ซอยรามอินทรา74,หมู่บ้านรังสิยา",วิทยาลัยทักษิณา(ไทยสุริยะเก่า),ตรงข้ามโรงพยาบาลนพรัตน์,ฮ้อปูดอง,ธนาคารไทยพาณิชย์รามอินทรา,ตรงข้ามแฟชั่นไอส์แลนด์,ตรงข้ามอำนวยเภสัช,"ซอยชื่นกมล,ตรงข้ามศูนย์โตโยต้าชัวร์",โรงพยาบาลสินแพทย์,ซอยรามอินทรา 46,ตรงข้ามซอยรามอินทรา 69,กม.7 รามอินทรา(ขาเข้า),ซอยนวลจันทร์,โรงเรียนสายอักษรกม.6,ตรงข้ามหมู่บ้านสวัสดิการทหารบก,วัชรพล,ตรงข้ามกองบินตำรวจ,ซอยมัยลาภ(รามอินทราซอย16),ตรงข้ามตลาดกม.4,ตรงข้ามหมู่บ้านเกาหลี,บิ๊กซีรามอินทรา,แยกลาดปลาเค้า(ศูนย์การค้ารามอินทรา),สนามมวยลุมพินีรามอินทรา,ศูนย์พัฒนากีฬากองทัพบก,ศูนย์พัฒนากีฬากองทัพบก สนามกอล์,ตรงข้ามเซ็นทรัลรามอินทรา,ตรงข้ามมหาวิทยาลัยเกริก,"การไฟฟ้าบางเขน,กรมทหารราบที่11(ประตู1)",ตรงข้ามอู่บางเขน,ตรงข้ามซอยพหลโยธิน 51,กรมทหารราบที่11(ประตู2),กรมทหารราบที่11(ประตู3),วัดบางบัว,มหาวิทยาลัยศรีปทุม,โรงเรียนสารวิทยา,กรมวิทยาศาสตร์ทหารบก,โรงแรมมารวย,สำนักงานใหญ่ธกส.,ตรงข้ามมหาวิทยาลัยเกษตรศาสตร์(ฝั่งพหลโยธิน),แยกเกษตร(พหลโยธิน34/2),รพ.เมโย,วิทยาลัยเทคโนโลยี ไทยวิจิตรศิลป,ตรงข้ามเมเจอร์รัชโยธิน,ตึกช้าง,โรงเรียนสตรีวรนาถบางเขน,กองปราบปราม,เทสโก้โลตัสลาดพร้าว,ตรงข้ามเซ็นทรัลลาดพร้าว,ธนาคารทหารไทย (สำนักงานใหญ่),ตรงข้ามสวนจตุจักร,กรมการขนส่งทางบก,ซอยพหลโยธิน 18,ตรงข้ามวัดไผ่ตัน,ป้ายรถประจำทาง BTS สะพานควาย(ทางออก2),สถานีตำรวจบางซื่อ,"ซอยพหลโยธิน 8,ซอยสายลม",ป้ายรถประจำทาง BTS อารีย์(ทางออก4),"ซอยราชครู,ตรงข้ามซอยพหลโยธิน 5","ซอยพหลโยธิน 2,ซอยกาญจนาคม",ป้ายรถประจำทาง BTSสนามเป้า(ทางออก4),ททบ.5,"ซอยลือชา,ตรงข้ามซอยพหลโยธิน 1",อนุสาวรีย์ชัยสมรภูมิ (เกาะพหลโยธิน),,
