1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97
BusDepot9(Kalpapruek),BangBonIntersection(BangKhaeRoad),OppositeBigcKallaprapruk,WatSingIntersection(KanlapaphruakRoadInbound),TescoLotusKallaprapruk,MetroParkSathorn,ChumchonSantiSuk,TalatPhutPoliceStation,MaliThongIntersection,YaowarakHospital,SoiThoetThai37,SoiThoetThai45,SoiThoetThai43,SoiThoetThai30,SoiThoetThai22,TalatWatKlang,YaekTalatPhlu,WatRatKharue,WatInThraRam,WatInThaRam,ThonBuriDistrictOfficeWatWelurachin,BangYiRea(Inbound),WongWianYai(ThonburiSuksa),YaekBanKhaek(Inbd),SuksanariSchool,PakKlongTalad,WatRatchabopitSchool,GrandPalace,Sanamluang(OppositeSupremeCourt)Stop.1,Sanamluang(OppositeSupremeCourt)Stop.2,NationalTheatre,PhraAthit,OppositeBanPhraAthit,BanglumphuIntersection1,PhranakhonDistrictOffice,WatSampraya,TheBankOfThailand,RmutpThewet,NationalLibrary,WatRachadhiwasViharn,SaintGabrielCollege,VajiraHospital,SiYanRongrianAChiwaSinlapaSueksa,KromchonlaprathanSiYan,KhruaKhunya,ThepPrathup,NattasilSumpunSchool,MilitaryCircle11,SamsenRailwayStation
SamsenRailwayStation,NakhonChaiSi,SoiWatSawat,Sriyan,OppositeVajiraHospital,OppositeSaintGabrielCollege,OppositeNationalLibrary,OppositeRmutpThewet,ThewetIntersection,BangkunpomIntersection,WatMaiAmataros,OppositePhranakhonDistrictOffice,KongSalak,KhokWuaIntersection,DemocracyMonument(OppositeSuksapan),KhokWuaIntersectionOppositeLottery,OppositeKongSalak,Sanamluang(SupremeCourt),Sanamluang(CityPillarShrine),MinistryOfDefense,SuanChaoChet,Phahurat(Pohchang-Suankularb),OppositeSuksanariSchool,YaekBanKhaek(Outbd),WongWianYai(Niranrat),BangYiRea(Outbound),WatPhoNimitWatWelurachin(TaladPhluPostOffice),TalatPhluRailwayStation,OppositeRongrianPhonPrasatWitthaya,SoiThoetThai37,SoiThoetThai45,SoiThoetThai43,SoiThoetThai30,MaliThongIntersection(WatthanaSuksaSchool),RuamchaiMarket,OppositeMetroParkSathorn,WatSingIntersection(KanlapaphruakRoadOutbound),BangBonIntersection(BangBon1Road),BusDepot9(Kalpapruek),blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
