1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115
อู่หมอชิต 2,สวนสมเด็จพระนางเจ้าสิริกิติ์,เจเจมอลล์,ตลาดนัดจตุจักร(ประตู1),ป้ายรถประจำทาง BTS สถานีหมอชิต(ทางออก3),ธนาคารทหารไทย (สำนักงานใหญ่),ตรงข้ามสวนจตุจักร,กรมการขนส่งทางบก,ซอยพหลโยธิน 18,ตรงข้ามวัดไผ่ตัน,ป้ายรถประจำทาง BTS สะพานควาย(ทางออก2),สถานีตำรวจบางซื่อ,"ซอยพหลโยธิน 8,ซอยสายลม",ป้ายรถประจำทาง BTS อารีย์(ทางออก4),"ซอยราชครู,ตรงข้ามซอยพหลโยธิน 5","ซอยพหลโยธิน 2,ซอยกาญจนาคม",ป้ายรถประจำทาง BTSสนามเป้า(ทางออก4),ททบ.5,"ซอยลือชา,ตรงข้ามซอยพหลโยธิน 1",อนุสาวรีย์ชัยสมรภูมิ (เกาะพญาไท),เซ็นจูรี่,อาคารวรรณสรณ์,อาคารศรีอยุธยา,โรงเรียนศรีอยุธยา ในพระอุปถัมภ์ฯ,เจ้าพระยา 2 นวดแผนโบราณ,ตรงข้ามอินทราสแควร์ประตูน้ำ,บิ๊กซีราชดำริ,เพนนินซูล่าพลาซ่า,ป้ายรถประจำทาง BTS ราชดำริ(ทางออก2),สถาบันสอนภาษา Aua,สวนลุมพินี(ฝั่งราชดำริป้าย1),สวนลุมพินี(ฝั่งราชดำริป้าย2),ป้ายรถประจำทาง BTS ศาลาแดง(ทางออก2/4),ซีพีทาวเวอร์,แยกนรารมย์,แยกเดโช(ขาเข้า),วัดแขก,ซอยสีลม 19,รพ.เลิดสิน,ตรงข้ามโรบินสันบางรัก,ป้ายรถประจำทาง BTS สุรศักดิ์ (ทางออก3),โรงเรียนกรุงเทพคริสเตียนวิทยาลัย,ศึกษาวิทยา,"ซอยนราธิวาสราชนครินทร์ 7,ตรงข้ามตึกเอ็มไพน์","ซอยนราธิวาสราชนครินทร์ 15,อาคารจอร์นนี่",มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,ตรงข้ามแม็คโครสาทร,โรงเรียนอนุบาลจันทร์เจ้า,"สามย่านซีฟู้ดส์,แยกนางลิ้นจี่",บริษัทฮอนด้า,"สำนักงานเขตยานนาวา,Brt นราราม 3",เทสโก้โลตัสพระราม3(ฝั่งนราธิวาสฯ),ศุภาลัยพริมารีวา,เทสโก้โลตัสพระราม3(ฝั่งรัชดาภิเษก),อาคารปัญจธานี,ใต้ทางด่วนสาธุประดิษฐ์,เซ็นทรัลพระราม 3,อู่สาธุประดิษฐ์
อู่สาธุประดิษฐ์,ใต้ทางด่วนสาธุประดิษฐ์,เซ็นทรัลพระราม 3,ดิอัพพระราม 3,วัดโพธิ์แมนคุณาราม,Brt ถนนจันทน์,ซอยนราธิวาสราชนครินทร์ 18,แม็คโครสาทร,ซอยนราธิวาสราชนครินทร์ 10,อาคารจอร์นนี่ซอยนราธิวาสราชนครินทร์ 8,ซอยนราธิวาสราชนครินทร์ 4,"แยกนรินธร,โรงพยาบาลบางรัก",โรงพยาบาลเซ็นต์หลุย,อาคารไทย Cc,ซอยโรงน้ำแข็ง,โรบินสันบางรัก,ตรงข้ามโรงพยาบาลเลิดสิน,เซ็นทรัลสีลม,แยกประมวญ,ตรงข้ามวัดแขก,แยกเดโช(ขาออก),โรงพยาบาลกรุงเทพคริสเตียน,ป้ายรถประจำทาง BTS ศาลาแดง(ทางออก1),โรงพยาบาลจุฬาลงกรณ์(ฝั่งราชดำริ),แยกสารสิน,ตรงข้ามเอยูเอ,ป้ายรถประจำทาง BTS ราชดำริ(ทางออก1),โรงพยาบาลตำรวจ,เซ็นทรัลเวิลด์,อินทราสแควร์ประตูน้ำ,ซอยรางน้ำ,ตรงข้ามวัดตะพาน,สวนสันติภาพ,อนุสาวรีย์ชัยสมรภูมิ (เกาะพหลโยธิน),"ซอยพหลโยธิน 1,ซอยลือชา",โรงพยาบาลพญาไท2,ป้ายรถประจำทาง BTS สนามเป้า(ทางออก1),ป้ายรถประจำทาง BTS สนามเป้า(ทางออก3),"ซอยพหลโยธิน 5,ซอยราชครู",ป้ายรถประจำทาง BTS อารีย์(ทางออก3),กองบัญชาการตชด.,"ซอยพหลโยธิน 11,ซอยเสนาร่วม",ป้ายรถประจำทาง BTS สะพานควาย(ทางออก1),วัดไผ่ตัน,ป้ายรถประจำทาง BTS สถานีหมอชิต(ทางออก3),ตรงข้าม ธนาคารทหารไทย (สำนักงานใหญ่),สวนจตุจักร(ฝั่งวิภาวดี),สำนักงานใหญ่ปตท.,สมบัติทัวร์,วิทยาลัยธัชชรินทร์วิทยา,นครชัยแอร์,ปั้มบางจากกำแพงเพชร 2,นิคมรถไฟ กม.11,อู่หมอชิต 2,,,,
