1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133
อู่รถเมล์ บ.วิริยะวงศ์,เคหะธนบุรี(บิ๊กซีการเคหะพระราม2),โรงพยาบาลพระราม 2,การเคหะแห่งชาติบางขุนเทียน,แยกหัวกระบือ,สำนักงานเขตบางขุนเทียน,เซ็นทรัลพระราม 2,วัดกำแพง(ถนนพระราม2ขาเข้า),ศาลเจ้าแม่งู,วัดกก,สถานีตำรวจบางมด,ธนาคารอาคารสงเคราะห์,สมาคมฮินแหน่นแห่งประเทศไทย,วัดสีสุก,จันทร์พริ้ง,ศูนย์โตโยต้า(ตรงข้ามซอยวัดพุทธบูชา),โรงพยาบาลบางปะกอก9อินเตอร์เนชั่นแนล,โพธิ์ทอง(ใต้ทางด่วนด่านดาวคะนอง),ตรงข้ามสำนักงานเขตจอมทอง,บางปะแก้วซอยสุขสวัสดิ์,วัดนาคนิมิตร,ซอยปลั่ง,ตลาดดาวคะนอง,บิ๊กซีดาวคะนอง,แยกมไหสวรรย์,ซอยรัชดาภิเษก 5,ธนาคารธนชาติ,ตรงข้ามเดอะมอลล์ท่าพระ,โรงพยาบาลท่าพระ,แยกท่าพระตรงข้ามโรงเรียนประสาทวิทยาอนุชน,วัดประดู่ในทรงธรรม,ตรงข้ามวิบูลย์บริหารธุรกิจ,วัดนวลนรดิศ,โรงพยาบาลพญาไท3,"เสริมมิตร,ซอยเพชรเกษม 25/1",ป้ายรถประจำทาง BTSบางหว้า(ทางออก4),ตรงข้ามมหาวิทยาลัยสยาม,ซอยเพชรเกษม 27/1,ตรงข้ามเพชรเกษม 42,ตรงข้ามศาลขุนด่านเจ้าพ่อเสือ,ตรงข้ามวัดจันทร์ประดิษฐาราม,ศูนย์กีฬากันอริ,วัดรางบัว,สถานีกาชาด11วิเศษนิยม,ซีคอนบางแค,ซอยเพชรเกษม 39,บ้านพักคนชราบางแค,ตลาดบางแค,ตรงข้ามเทสโก้โลตัสบางแค,บริษัทนันยางอุตสาหกรรม,บริษัทคาสเซ่อร์พีค,ซอยเพชรเกษม 45/1,ตรงข้ามเดอะมอลล์บางแค,นาวีเจริญทรัพย์,ปั๊มคาลเท็กซ์กาญจนาภิเษก,โชว์รูมรถนำเข้าถนนกาญจนาภิเษก,ตรงข้ามวงแหวนเซ็นเตอร์,สนามกอล์ฟนที,แม็คโครบางบอน,หมู่บ้านบางบอนวิลล์okshopสาขาบางบอน,ปั๊มน้ำมันปตท.กาญจนาภิเษก,โรงพยาบาลบางกอก8อินเตอร์เนชั่นแนล,ปั๊มแก๊ส Lpg,ตรงข้ามหมู่บ้านเพชรวงแหวน,สะแกงาม,พระราม 2 ซอย 66,[เปลี่ยนรถ] อู่รถเมล์ บ.วิริยะวงศ์
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
