1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161,163,165
มหาวิทยาลัยกรุงเทพกล้วยน้ำไท,กวลกลการ,โรงพยาบาลเทพธารินทร์,"บ้านกล้วย,ตรงข้ามบอสทาวเวอร์",มโนรมย์,เทสโก้โลตัสพระราม 4,ตรงข้ามร้านอาหารสรทอง,สายน้ำผึ้ง,ซอยชัยมงคล1,การไฟฟ้าคลองเตย,การไฟฟ้าคลองเตยตรงข้ามโรงงานยาสูบ,ลุมพินีทาวเวอร์(ตรงข้ามบ่อนไก่),ลุมพินีประทุมวัน,ซอยสาทร 1,โรงแรมสุโขทัย,สถานทูตออสเตรเลีย,อาคารสาธรซิตี้ทาวเวอร์,"แยกนรินธร,โรงพยาบาลบางรัก",โรงพยาบาลเซ็นต์หลุย,อาคารไทย Cc,ซอยโรงน้ำแข็ง,วัดสุวรรณ,ตรงข้ามตลาดคลองสาน,ซอยลาดหญ้า 14,แยกลาดหญ้า(ขาเข้า),ซอยลาดหญ้า 8,สหกรณ์กรุงเทพลาดหญ้า,ตรงข้ามโรบินสันลาดหญ้า,วงเวียนใหญ่(ธนบุรีศึกษา),แยกบ้านแขก(ขาเข้า),ราชภัฎบ้านสมเด็จเจ้าพระยา,ซอยอิสรภาพ 17/1,มัสยิดดิลฟัลลาห์,ตรงข้ามซอยอิสรภาพ 23/2,ซอยอิสรภาพ 31,ซอยอิสรภาพ 33,โรงเรียนวัดชิโนรส,ซอยอิสรภาพ 37,โรงเรียนต้นส้ม,พรานนกสัตวแพทย์,วัดวิเศษการ,ตรงข้ามโรงพยาบาลศิริราช,ซอยอรุณอัมรินทร์ 39,ซอยอรุณอัมรินทร์ 41,ตรงข้ามพาต้าปิ่นเกล้า,แยกบรมราชชนนี,เทสโกโลตัสปิ่นเกล้า,เซ็นทรัลปิ่นเกล้า,ตรงข้ามคอนโดลุมพินีปิ่นเกล้า,รพ.เจ้าพระยา,ก่อนถึงสายใต้ปิ่นเกล้า,ซอยบรมราชชนนี 35,ซอยบรมราชชนนี 45,ซีด้าร์แมนชั่น,สถานีตำรวจนครบาลตลิ่งชัน,ต่างระดับราชพฤกษ์-บรมราชชนนี 1,ศาลแขวงดุสิต,สำนักงานอัยการจังหวัดตลิ่งชัน,โรงเรียนโพธิสาร(ซอยวัดมะกอก),หมู่บ้านเปี่ยมรัก,สถานีขนส่งสายใต้ใหม่(ตลิ่งชัน),บ้านภาณุ(ซอยบรมราชชนนี 91),โรงพยาบาลธนบุรี 2,ตรงข้ามกองบังคับการตำรวจนครบาล 7,,,,,,,,,,,,,,,,,,,
กองบังคับการตำรวจนครบาล 7,ตรงข้ามโรงพยาบาลธนบุรี 2,หมู่บ้านเขมรัฐ(ซอยบางกอกน้อย-นครชัยศรี),ตรงข้ามหมู่บ้านภาณุ,"บริษัท ดี.พี.เซรามิคส์จำกัด,แยกทุ่งมังกร(บรมราชชนนี60)",ตรงข้ามสถานีขนส่งสายใต้ใหม่(ตลิ่งชัน),ตรงข้ามวัดมะกอก(แยกทุ่งมังกร),ไปรษณีย์ ตลิ่งชัน,ซอยบรมราชชนนี 52,ตรงข้ามศาลแขวงดุสิต,ซอยบรมราชชนนี 46,"กรมสวัสดิการและคุ้มครองแรงงาน กองตรวจความปลอดภัย,ซอยฉิมพลี 2",บริษัท เบนซ์ตลิ่งชัน จำกัด,เสรีกอล์ฟ,ซอยบรมราชชนนี 22,บรมราชชนนี 12,"ศูนย์ฟอร์ดบรมราชชนนี,ตรงข้ามโรงพยาบาลเจ้าพระยา",กระทรวงวัฒนธรรม,ลุมพินีพาร์คปิ่นเกล้า,เมเจอร์ปิ่นเกล้า,ตรงข้ามเทสโก้โลตัสปิ่นเกล้า,พาต้าปิ่นเกล้า,ซอยอรุณอัมรินทร์ 28,กองเรือเล็ก,โรงพยาบาลศิริราช,ซอยบ้านช่างหล่อ,ซอยวัฒนา,แยกอิสรภาพ 44,ตรงข้ามซอยอิสรภาพ 37,ตรงข้ามโรงเรียนวัดชิโนรส,ซอยอิสรภาพ 42/1,ตรงข้ามซอยอิสรภาพ 31,หน้าโรงเรียนณรงค์สอนขับรถ,หน้าร้านสิริภัณฑ์,สนามฝึกซ้อมสอนขับรถโรงเรียนสะพานมอญ,ราชภัฎธนบุรี,ซอยอิสรภาพ 22,แยกบ้านแขก(ขาออก),วงเวียนใหญ่(นิรันดร์รัตน์),โรบินสันลาดหญ้า,ทีโอทีลาดหญ้า,ซอยลาดหญ้า 11,แยกลาดหญ้า(ขาออก),ซอยลาดหญ้า 17,โรงพยาบาลสมเด็จเจ้าพระยา(ฝั่งลาดหญ้า),ตลาดคลองสาน,ไอคอนสยาม,โรงแรมเพนนินซูล่า,แยกกรุงธนบุรีตรงข้ามบริษัทศรีไทยมาร์เก็ตติ้ง,ป้ายรถประจำทาง BTS สุรศักดิ์ (ทางออก3),โรงเรียนกรุงเทพคริสเตียนวิทยาลัย,ศึกษาวิทยา,ป้ายคอนแวนต์,สาทร-คอนแวนต์,"ไทยธนาคาร,ศูนย์มิตซู",ซอยสาทร 2,สวนลุมพินี,บ่อนไก่,คลองเตย ป้ายรถประจำทาง MRT,โรงงานยาสูบ,ตรงข้ามการไฟฟ้าคลองเตย,"ซอยไผ่สิงห์โต,ตรงข้ามตลาดคลองเตย",ซอยเจริญสุข,ซอยโชคดี(ธนาคารกรุงศรีอยุธยา),สายน้ำผึ้ง(ซอย สุขุมวิท 22),ตรงข้ามเทสโก้โลตัสพระราม 4,ตรงข้ามอาคารสิรินรัตน์,บอสทาวเวอร์,ตรงข้ามโรงพยาบาลเทพธารินทร์,ศาลเจ้าพ่อกวนอู,ตรงข้ามมหาวิทยาลัยกรุงเทพกล้วยน้ำไท,ตรงข้ามซอยเจียรสวัสดิ์,แยกกล้วยน้ำไท(ไปรษณีย์กล้วยน้ำไท),ตรงข้ามซอยฟาร์มวัฒนา,โรงพยาบาลกล้วยน้ำไท(ถนนพระราม4ขาออก),โรงเรียนพระโขนงวิทยา,กล้วยน้ำไทแสตนเลส,ป้ายรถประจำทาง BTS พระโขนง(ทางออก 2),โรงเรียนศรีวิกรม์,เกตเวย์เอกมัย,ท้องฟ้าจำลอง,โรงเรียนปทุมคงคา,มหาวิทยาลัยกรุงเทพกล้วยน้ำไท
