1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161,163,165,167
PhutthamonthonSai2BusDepot,PhutthamonthonSai2Soi12(Outbound),SoiSukhaphibanBangKhae,Sai2Market,PhuttaraksaVillage,OppositePhetkasem2Village,KasemradBangkaeHospital,HealthCenter40,Phetkasem88,TheMallBangkae,Sukpawan3Village,BangkhaenuaeSchool,PasanusornBangkaeSchool,TescoLotusBangkae,Petchkasem62/1,Petchkasem62,Phetkasem58/1,Phetkasem58,OppositeSeaconBangkae,Phetkasem54,OppositeWatRangbua,OppositeKan-AriSportClub,WatChanpradittharam,KhundanChaoporsuaShrine,Phetkasem42,Phetkasem38,SiamUniversity,Petchkasem36WatPradu,SoiPetchkasem32SoiSermmit,SoiPetchkasem28,BangphaiHospital,ViboonBusinessAdministrationCollege,Petchkasem14ThaphraIntersection,SesawechVidhayaSchool,ThonburiCommercialCollege,WatBangSaoThong,OppositeMetropolitanElectricityAuthorityThonBuriDistrict,SoiBupphaSawan,NakornLuangShoppositeing,WatRuakSuttharam,BangKhunSi,BangKhunNon,CharansanitwongTechnologicalCollege,CharanSanitWongSoi43,WatNaiRong,PataPinklao,PhraPinklaoBridge(Inbound),KongSalak,DemocracyMonument(Suksapan),WatRatchaNatdaRam,NangLerngPoliceOffice,OppositeMinistryOfTransport,RoyalThaiSurveyDepartmentJ.P.RIntersection,UnitedNations,MinistryOfEducation,Samnakngan,RatwinitSchool,RoyalTurfClub,OppositeMissionHospital,SawanlokPai1YaekYommarat,MinistryOfForeignAffairs,MahidolUniversity(FacultyOfScience),RamathibodiHospital,PhramongkutklaoCollegeOfMedicine,PhayathaiPalace,PhramongkutklaoHospital,VictoryMonument(PhahonYothinSide),LueCha(Phahonyothin1),Phyathai2Hospital,BusStopBTSSanampao(Exit1),BusStopBTSSanampao(Exit3),Ratchakhru(Phahonyothin5),BusStopBTSAri(Exit3),BorderPatrolPolice,SenaRuam(Phahonyothin11),BusStopBTSSaphanKhwai(Exit1),WatPhaiton,OppositeJjMall,OngkanTalatPhueaKasettakon,OppositeQueenSirikitPark,Mochit2BusDepot,blankjaa,blankjaa,blankjaa
Mochit2BusDepot,QueenSirikitPark,JjMall,ChatuchakMarket(Gate1),TmbHeadquarter,OppositeChatuchakPark,DepartmentOfLandTransport,Phahonyothin18,OppositeWatPhaiton,BusStopBTSSaphanKhwai(Exit2),BangsuePoliceStation,SaiLom(Phahonyothin8),BusStopBTSAri(Exit4),Ratchakhru(OppositePhahonyothin5),Kanchanakom(Phahonyothin2),BusStopBTSSanampao(Exit4),Channel5,LueCha(OppositePhahonyothin1),VictoryMonument(RatchawithiSide),ChildrenHospital,TheBangkokSchoolForTheBlind,GovernmentPharmaceuticalOrganization,DepartmentOfHighway,RatchathewiThungphayathaiKhamYaekSaowanee,MissionHospital,OppositeRoyalTurfClub,RajamagalaUniversityOfTechnologyPhraNakorn,ThamniapRatthaban,OppositeMinistryOfEducation,OppositeUnitedNations,SanamMuaiRatchadamnoen,MinistryOfTransport,NangloengPoliceOffice,WatRatchaNatdaRamRoyalPavillionMahajetsadabadin,DemocracyMonument(OppositeSuksapan),KhokWuaIntersectionOppositeLottery,OppositeKongSalak,PhraPinklaoBridge(Outbound),OppositePataPinklao,HappyInHotel,CharanSanitwongSoi34/2,CharunBusinessCollege,BangKhunNonJunction,OppositeMakroCharansanitwong,OodlandSupermarketPhleng.,HospitalSrivijayaWadrwk,AcrossFromNakhonLuangShoppositeing,WatAmpawa,MetropolitanElectricityAuthorityThonBuriDistrict,WatPoreang,NangLoiMarket,SiamTechnologyCollege(SiamTech),WatThaPhra,WatPraduNaiSongtham,OppositeViboonCollege,WatNuannoradit,Phyathai3Hospital,SermitPhetkasemSoi25/1,BusStopBTSBangwa(Exit4),OppositeSiamUniversity,Phetkasem27/1,OppositePhetkasem42,OppositeKhundanChaoporsuaShrine,OppositeWatChanpradittharam,Kan-AriSportClub,WatRangbua,RedCrossStation11(Wisetniyom),SeaconBangkae,Phetkasem39,BangkaeHomeFoundation,BangkaeMarket,OppositeTescoLotusBangkae,NanyangIndustrial,CastlePeakCompany,Phetkasem45/1,OppositeTheMallBangkae,Phetkasem51,EntPhutthamonthonSai2,Phetkasem2Village,Phetkasem3Village,PassariVillage,SoiWatBunyaPradit,PhutthamonthonSai2Soi12(Inbound),PhutthamonthonSai2BusDepot
