1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101
VictoryMonument(RatchawithiSide),ChildrenHospital,TheBangkokSchoolForTheBlind,PrasatNeurologicalInstitute,ChitraladaPalace(OppositeRatchawithi22),ChitraladaPalace(OppositeRatchawithi32),DusitZoo,VimanmekPalace,Ratchawithi19,KrungThonMarketRatchawithiSoi23,SongSamai,MoAnan,SoiBorommaratchachonnani35,SoiBorommaratchachonnani45,CedarMansion,TalingchanPoliceStation,Ratchapreuk-BorommaratchachonnaniIntersectionStop1,TheDusitMunicipalityCourt,TalingchanPublicProsecutionOffice,OppositeThanonChimphli,PaimrakVillage,SouthernBusTerminal(Talingchan),SoiBorommaratchachonnani91,ThonburiHospital2,OppositeMetropolitanPoliceDivision7,OppositeKhuKhananLoifaPoliceStation,MubanKritSadaNakhon20,CeramicMarketBorommratchachonnaniRoad,OppositeMubanLaphaWanKrongkarn5,PhutthamonthonSai3-Borommratchachonnani(Outbound),SanChaoFoPhutMonThon,OppositeAnubanPhloiKaeoSchool,MubanLadawan,Thammasapa,SukThawi,BorommaratchachonnaniSoi121,MubanSakunThip,TalatPhut,MahidolUniversity(Salaya)Pratu3,MahidolUniversity(Salaya)Pratu4,TalatSalaYa,SathaniRotfaiSalaYa,OppositePhuttamontonDistrictOffice,RongrianMahidonWitthayaNuSon,LotusExpressSalaya,OppositeTalatMaiSalaYa,NavalEducationDepartment,Sai5Intersection,Phuttamonton5Rd.,TescoLotusSalaya,CentralSalaya(OppositePetrolStation)
blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
