1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117
มหาวิทยาลัยศิลปากร,สนามหลวง(ม.ธรรมศาสตร์),โรงละครแห่งชาติ,พระอาทิตย์,ป้อมพระสุเมรุ,แยกบางลำพู 1,สำนักงานเขตพระนคร,วัดสามพระยา,ธนาคารแห่งประเทศไทย,มทร.พระนครศูนย์เทเวศร์,หอสมุดแห่งชาติ,วัดราชาธิวาสราชวรวิหาร,โรงเรียนเซนต์คาเบรียล,โรงพยาบาลวชิรพยาบาล,"วิทยาลัยอาชีวศึกษาอาชีวศิลป์,ตรงข้ามตลาดศรีย่าน","กรมชลประทาน,ศรีย่าน","แม็คโครบางกะบือ,ซอยสามเสน 25",กองพันทหารม้าที่ 4 รักษาพระองค์,ตรงข้ามสถานีวิทยุยานเกราะ,โรงเรียนโยธินบูรณะ,ปตอ.,กรมการขนส่งทางบก(่ถนนทหาร),ทหารสื่อสาร(ขาเข้า),กรมช่างอากาศ,ตรงข้ามกรมทหารปืนใหญ่ที่1,ซอยประดิพัทธ์ 1,แยกประดิพัทธ์(ไปรษณีย์),ตรงช้ามสำนักงานเลขาธิการ,โรงแรมกานต์มณี,ซอยประดิพัทธ์ 21,ป้ายรถประจำทาง BTS สะพานควาย(ทางออก1),วัดไผ่ตัน,ป้ายรถประจำทาง BTS สถานีหมอชิต(ทางออก3),ป้ายรถประจำทาง MRT สวนจตุจักร,ตรงข้าม ธนาคารทหารไทย (สำนักงานใหญ่),เซ็นทรัลลาดพร้าว,ตรงข้ามกองปราบปราม,ตรงข้ามโรงเรียนสตรีวรนาถบางเขน,ตรงข้ามตึกช้าง,โรงเรียนไทยวิจิตรศิลป์,ตรงข้าม รพ.เมโย,แยกเกษตร(ตลาดอมรพันธ์),มหาวิทยาลัยเกษตรศาสตร์(ฝั่งพหลโยธิน),กรมส่งเสริมการเกษตร,สำนักงานคณะกรรมการวิจัยแห่งชาติ,กรมป่าไม้,ไปรษณีย์จตุจักร,ตรงข้ามมหาวิทยาลัยศรีปทุม,โรงเรียนบางบัว,โรงเรียนปราโมชวิทยาทาน,สวนอาหารบางบัว,ซอยพหลโยธิน 49/2,หน้าอู่บางเขน,วัดพระศรีมหาธาตุ,โรงเรียนสาธิตวัดพระศรีมหาธาตุ,หาวิทยาลัยราชภัฏพระนคร,ตรงข้ามโรงเรียนเจริญผล,ตรงข้ามธนาคารไทยพาณิชย์แจ้งวัฒนะ,
ธนาคารไทยพาณิชย์แจ้งวัฒนะ,โรงเรียนเจริญผล,"จัสโก้แจ้งวัฒนะ,ตรงข้ามมหาวิทยาลัยราชภัฏพระนคร",ตรงข้ามโรงเรียนสาธิตวัดพระศรีมหาธาตุ,"การไฟฟ้าบางเขน,กรมทหารราบที่11(ประตู1)",ตรงข้ามอู่บางเขน,ตรงข้ามซอยพหลโยธิน 51,กรมทหารราบที่11(ประตู2),กรมทหารราบที่11(ประตู3),วัดบางบัว,มหาวิทยาลัยศรีปทุม,โรงเรียนสารวิทยา,กรมวิทยาศาสตร์ทหารบก,โรงแรมมารวย,สำนักงานใหญ่ธกส.,ตรงข้ามมหาวิทยาลัยเกษตรศาสตร์(ฝั่งพหลโยธิน),แยกเกษตร(พหลโยธิน34/2),รพ.เมโย,วิทยาลัยเทคโนโลยี ไทยวิจิตรศิลป,ตรงข้ามเมเจอร์รัชโยธิน,ตึกช้าง,โรงเรียนสตรีวรนาถบางเขน,กองปราบปราม,เทสโก้โลตัสลาดพร้าว,ตรงข้ามเซ็นทรัลลาดพร้าว,ธนาคารทหารไทย (สำนักงานใหญ่),ป้ายรถประจำทาง BTS สถานีหมอชิต(ทางออก4),ตรงข้ามสวนจตุจักร,กรมการขนส่งทางบก,ซอยพหลโยธิน 18,ตรงข้ามวัดไผ่ตัน,ป้ายรถประจำทาง BTS สะพานควาย(ทางออก2),"แยกสะพานควาย,ซอยประดิพัทธ์ 20",โรงแรมมิโดโฮเต็ล,สำนักงานเลขาธิการ,แยกประดิพัทธ์,ตรงข้ามซอยประดิพัทธ์ 1,กรมทหารปืนใหญ่ที่1รักษาพระองค์,"ขส.ทบ.,สะพานแดง",สโมสรนายทหารสื่อสาร,ตรงข้ามกรมสรรพาวุธทหารบก,ม.พัน3(ถนนทหารขาเข้า),วัดใหม่ทองเสน,ม.พัน 4 กองพันทหารม้าที่ 4 รักษาพระองค์,"บางกะบือ,น้อมจิตต์,ห้างสุพรีม",โรงเรียนพณิชยการสามเสน,ศรีย่าน,ตรงข้ามวชิรพยาบาล,ตรงข้ามสามเสน11-13,ตรงข้ามโรงเรียนเซนต์คาเบรียล,ตรงข้ามหอสมุดแห่งชาติ,ตรงข้าม มทร.พระนครศูนย์เทเวศร์,แยกเทเวศร์,แยกบางขุนพรหม,วัดใหม่อมตรส,ตรงข้ามสำนักงานเขตพระนคร,วัดชนะสงคราม,ตรงข้ามโรงละครแห่งชาติ,สนามหลวง(ตรงข้ามม.ธรรมศาสตร์)
