1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161,163,165,167,169,171,173,175,177,179,181,183,185,187,189,191,193,195,197,199,201,203,205,207,209,211,213,215,217,219,221,223,225,227,229,231,233,235,237,239,241,243,245,247,249,251,253,255,257,259
PriestHospitalBusTerminal,OppositeSantiratWitthayalaiSchool,RatchathewiDistrictOffice,ArmyMedicalDepartment,VictoryMonument(DinDaengSide),OppositeSantiphapPark,OncbOffice,VeteransHospital,ThisSecondarySchool,OppositeUtcc,ArmyStadium,ArmyClub,BangkokPanGroupBusiness,SutthisanIntersection(ViphavadiRangsitRoad),AkhanAmata,Children'SPalaceViphawadiSoi3OppositeChockchairuammit,5Viphawadi,OppositeosedThaiAirwaysInternational(Headquarters),ThaiYonRat,Mahanakhon,RongrianSenChon,BusStopMRTPhahonyothin(Exit3),LatPhraoIntersection(LatPhraoSoi1),OppositeSa-NguanSaoOToKhae,ThanakhanThaiphanitLatPhrao,BigCLatPhrao,SoiLatPhrao17,YaekLatPhrao-RatDa,LatPhraoSoi40,LatPhraoSoi35,PhawanaLatPhraoSoi41,LatPhrao41/1,RongrianPhibunUpatham,LatPhraoSaphan2Market,SathaniTamruatChokChai,LatPhraoSoi58,LatPhraoSoi57/1,SueksaPhanLatPhrao,LatPhaoPostOffice,LatPhraoSoi67OppositeLatPhraoSoi80,KraenWinlet,LatPhrao79,ImperialLatPhrao,SamnaknganKhetWangThonglang,OppositeBangkokSuksaSchool,SoiLatPhrao93,FutLaen,LatPhraoHospital,RongrianPhasaAngkritSanti,OppositeLatPhraoSoi126,LatPhraoSoi101,RongrianTriamSueksaBangKapi,LatPhrao107,WetThaNi,SoiLatPhrao111,NMarkPlaza(Nomchit),SunHonDaRamKhamNgae,RamkhamhaengHospital,ThaiNamthipRamkhamhaeng,BorisatOsotSaphaSoiRamKhamNgae26/1,MakPoliceStationHuaMarkStadium.,SunNangsueMoRamKhamNgae,RamkhamhaengUniversity,AkhanSetSatMoRamKhamNgae,RamKhamNgaeSoi20,TheMallRamkhamhaeng2,OppositeFoodlandPerfectPlace.,HospitalDr.Panya,BangOppositeThePowerSubstationTheFoundationForIslamicCentreOfThailand.AirportLinkS,PhatthanaKanSoi1,ISanTawanDaeng(PhatthanakhanSoi7),PhatthanakhanSoi15,PhatthanakanSoi19,PhattanakanSoi25,SoiPhatthanakan27OppositeMubanLaemThong,PhatthanakanSoi31,(Phatthanakan34),KasemBanditUniversity(PhatthanakanCampus),LotusPatthanakanMubanKhehaNakhon3,PattanakarnSoi56,PaiDrongRianTriamPhatthanakanPhatthanakan53,PattanakarnMarket,MubanPhasukNivet,PhatthanakanSoi69,PaiRongrianNgamManaPamBangChak,BorisatScs,SuraoThangKhwai,MubanChomDueanOnNut59/1,OnNutSoi63,OnNutSoi65,WatKrathumSueaPla,OnNutSoi67/2,PaiYaekPrawet,HealthSport,OppositeOnnut-Sukhapiban2Junction,OppositeSirindhornHospital,SupalaiSuvarnabhumi,PromSchool,WatLanboon(Wat1),SrisawatsiriSoi2,KingkaeoJunction(WatSangkaracha(Wat2)),YaekKingKaeo,Romklao-LadkrabangJunction,OppositeLadkrabangTrainStation,RungkitVilla5,AirlinkCondo,ScgLandscape,OppositeRomklao25/2,OppositeWatBamrungRuen,OppositeDebsirinRomklaoSchool,InternationalWaterPipe,SarasasWitaedRomklaoSchool,RungkitVilla7,Romklao40,RungkitVilla14,BaanParadise,RungkitVilla11,TheWayraOppositeRomklao19/3,RomklaoSoi26,NationalFurniture,KhehaRomklaoIntersectionThanonKankehaRomklao,Wat,Romklao.Metro.Police,HousingMarketsMightyProtector,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
ThaiyarnyonRomklao,NakharinGarden(Soi19/1),Romklao19/3,SirintraVillage(Soi19/7),RomklaoSoi21/2,ChaoKeethaIntersection,HomemartRomklao,Romklao21/6,OppositeSarasasWitaedRomklaoSchool,Romklao21/9,DebsirinRomklaoSchool,WatBamrungRuen(Soi25),Romklao25/2,SaranWongVillage(Soi25/3),RomRudeeVillage(Soi25/5),RomsukVillage4(Soi25/7),LadkrabangTrainStation,Ladkrabang32,KingkaeoJunction(MarketLand),TheEuropeanTown,OppositeWatLanboon,ThaiSamutVillage,Ladkrabang14,SirindhornHospital,Onnut-Sukhapiban2Junction,Onnut88,OnnutGarbageDisposalPlant,Onnut84,Onnut82/1,OppositeChomduean3Village,TescoLotusOnnut80,Onnut76,Onnut-PattanakarnIntersection,OppositePhatthanakanSoi69,OppositeMubanPhasukNivet,PattanakarnMarketSoi70,SuanLuang,PhatthanaKanSoi58,PattanakarnSoi56ViparumHotpital,PattanakanIntersection(SrinagarindraRoadTowardsIntersection),SunAnamai37,AkhanPrichaKrupMubanKhehaNakhon3,MubanPricha3,PaiPhatthanaKanSoi44,OppositeKasemBanditUniversity(PhatthanakanCampus),PhatthanaKanSoi36,SoiNakNawa(Phatthanakan32-34),SoiKindergartenSaithip,MubanLaemThong,PaiSamnaknganPaiRaniPhatthanakan,PhatthanakanSoi22,PhatthanakhanSoi20,PaiPhatthanaKanSoi16,ISanTawanDaeng(Soi12),PhatthanaKanSoi10,KanFaifaYoiKhlongtan,PowerSub-Area,HospitalDr.Panya(Ramkhamhaeng5),FoodlandPerfectPlace(Ramkhamhaeng7).,KindergartenDivineMindTheMallRamkhamhaeng3.,BigCRamkhamhaeng,WatThepleeSchoolMajorRamkhamhaeng,RongrianWatThepLila,SoiRamkhamhaeng59(OppositeTheStadium(Sports)),MakPoliceStation,AmkhamhaengSoi77OppositeOsotspaUniversity.,OppositeRamkhamhaengHospital(OppositeThaiNamthipRamkhamhaeng),SoiRamkhamhaeng83/2HotelsAnda.,HotelAlexander'S,TheMallBangkapi,MakroLadprao,TawanNa2,OppositeRongphayabanWetThani,OppositeLatPhrao107,LatPhrao130/1,RongrianSonKhomphiotoeSaek-LatPhrao,LatPhraoSoi126,SoiLatPhrao122,OppositeLatPhraoHospital,OppositeFutLaen,LatPhraoSoi114BangkokSuksaSchool,LatPhraoSoi112BangkokSuksaSchool,OppositeSamnaknganKhetWangThonglang,OppositeImperialLatPhrao,LatPhrao92,Ladplaow71,LatPhraoSoi80,OppositeLatPhaoPostOffice,SoiLatPhraoSoi64,KromPhaenthiThahan,LatPhraoSoi58,OppositeLatPhraoSaphan2Market,PhibunUpathamSchool,Phawana,SoiLatPhrao42,SoiLatPhrao40,SoiLatPhrao38,YaekRatDa,SoiLatPhrao28,BusStopMRTLatPhraoStation,SoiLatPhrao26,SoiLatPhrao22,SoiLatPhrao20,LatPhraoSoi14,SoiLatPhrao12,SiamComercialBankLatphrao,OppositeAkhanPhromPhan,LatPhraoIntersection(LatPhraoSoi4),PakThangLatPhrao-WiphawadiRangSit,SenChonSchool,BorisatMahanakhon,KanBinThai(SamnaknganYai),SoiBuaSuwanThanakhanKrungthep,SoiWiphawadi18,SoiChockchairuammit,SoiWiphawadi14,YaekSutthiSan(Dapphloeng),SunFuekRaksaDindaen,UniversityOfTheThaiChamberOfCommerce,RongrianSuraSakMontri,OppositeTheOppositeHospitalVeteran,SriwanitMarket,SantiphapPark,VictoryMonument(RatchawithiSide),ChildrenHospital,TheBangkokSchoolForTheBlind,GovernmentPharmaceuticalOrganization,MinistryOfIndustry,PriestHospital,PriestHospitalBusTerminal
