1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103
ท่าปล่อยรถสาย 99,ตลาดเทเวศร์,ตรงข้าม มทร.พระนครศูนย์เทเวศร์,แยกเทเวศร์,แยกบางขุนพรหม,วัดใหม่อมตรส,ตรงข้ามสำนักงานเขตพระนคร,"วัดบวรนิเวศวิหาร,ท่ารถสาย 68 บางลำพู",แยกคอกวัวตรงข้ามกองสลาก,ตรงข้ามกองสลาก,วัดดุสิตาราม,ตรงข้ามพาต้าปิ่นเกล้า,แยกบรมราชชนนี,เทสโกโลตัสปิ่นเกล้า,เซ็นทรัลปิ่นเกล้า,ตรงข้ามคอนโดลุมพินีปิ่นเกล้า,รพ.เจ้าพระยา,ก่อนถึงสายใต้ปิ่นเกล้า,ซอยบรมราชชนนี 35,ซอยบรมราชชนนี 45,ซีด้าร์แมนชั่น,สถานีตำรวจนครบาลตลิ่งชัน,ต่างระดับราชพฤกษ์-บรมราชชนนี 1,ศาลแขวงดุสิต,สำนักงานอัยการจังหวัดตลิ่งชัน,โรงเรียนโพธิสาร(ซอยวัดมะกอก),หมู่บ้านเปี่ยมรัก,สถานีขนส่งสายใต้ใหม่(ตลิ่งชัน),บ้านภาณุ(ซอยบรมราชชนนี 91),โรงเรียนโปลีเทคนิคพานิชย์กรุงเทพ,หมู่บ้านโกลเดนท์แลนด์,ชวนชื่นปาร์ควิลล่า,"ซอยถนนสำเร็จพัฒนา,ศรีประวัติ",ซอยอัจฉริยะพัฒนา,เทสโก้โลตัส บางใหญ่,ตรงข้ามหมู่บ้านลัดดารมย์,"โรงเรียนเปรมประชาวัฒนา,วัดพระเงิน,ร้านอาหารอาชีพเตี่ย",โรงพยาบาลบางใหญ่,ตรงข้ามวัดคงคา,ซอยวัดบางโค,หมู่บ้านพระปิ่น3,"หมู่บ้านอบอุ่นบางใหญ่,จิตตกาญจน์",ตลาดกลางบางใหญ่,"บิ๊กคิงส์,ตรงข้ามหมู่บ้านรัตนาธิเบศร์",สวนอาหารบ้านริมคลอง,หมู่บ้านบัวทองพร็อพเพอร์ตี้,"คลังสินค้า,บางกอกซิตี้",ธนพลหมูกระทะ,แยกบ้านกล้วย-ไทรน้อย,แยกไทรน้อย,หมู่บ้านแลนด์วิววิลล่า,อู่บางบัวทอง (บัวทองเคหะ)
อู่บางบัวทอง (บัวทองเคหะ),แยกเคหะ(โรงเรียนปิยฉัตร),ตรงข้ามหมู่บ้านแลนด์วิลล่า,โรงเรียนชุมชนไมตรีอุทิศ,ตรงข้ามแยกบ้านกล้วย-ไทรน้อย,หมู่บ้านป.ผาสุขนิเวศร์,ตรงข้ามศูนย์นิสสันบางบัวทอง,"หมู่บ้านจันทิมาธานี,ซอยบางบัวทอง 35",ตรงข้ามหมู่บ้านบัวทองพร็อพเพอร์ตี้,การไฟฟ้านครหลวงสาขาบางบัวทอง,หมู่บ้านรัตนาธิเบศร์,เซ็นทรัลเวสต์เกต,ตรงข้ามหมู่บ้านอบอุ่น,หมู่บ้านรัชชา,ตรงข้ามซอยหลังบาง,วัดคงคา,โรงเรียนอนุบาลกุลนันท์,"ตรงข้ามโรงเรียนเปรมประชาวัฒนา,สวนอาหารเรือนไทย",หมู่บ้านลัดดารมย์,ตรงข้ามเทสโก้โลตัส บางใหญ่,โรงเรียนเทพศิรินทร์นนทบุรี,"วัดโคนอนมหาสวัสดิ์,ตรงข้ามศรีประวัติ",หมู่บ้านชวนชื่นการ์เด้นวิลล์,ศูนย์บริการมิชซูบิชิ,ตรงข้ามโรงเรียนโปลีเทคนิคพานิชย์กรุงเทพ,ตรงข้ามหมู่บ้านภาณุ,"บริษัท ดี.พี.เซรามิคส์จำกัด,แยกทุ่งมังกร(บรมราชชนนี60)",ตรงข้ามสถานีขนส่งสายใต้ใหม่(ตลิ่งชัน),ตรงข้ามวัดมะกอก(แยกทุ่งมังกร),ไปรษณีย์ ตลิ่งชัน,ซอยบรมราชชนนี 52,ตรงข้ามศาลแขวงดุสิต,ซอยบรมราชชนนี 46,"กรมสวัสดิการและคุ้มครองแรงงาน กองตรวจความปลอดภัย,ซอยฉิมพลี 2",บริษัท เบนซ์ตลิ่งชัน จำกัด,เสรีกอล์ฟ,ซอยบรมราชชนนี 22,บรมราชชนนี 12,"ศูนย์ฟอร์ดบรมราชชนนี,ตรงข้ามโรงพยาบาลเจ้าพระยา",กระทรวงวัฒนธรรม,ลุมพินีพาร์คปิ่นเกล้า,เมเจอร์ปิ่นเกล้า,ตรงข้ามเทสโก้โลตัสปิ่นเกล้า,พาต้าปิ่นเกล้า,สะพานพระปิ่นเกล้า(ขาเข้า),กองสลาก,วัดบวร,วัดตรีทศเทพ,ตรงข้ามกองบัญชาการกองทัพบก,ตรงข้ามวัดมกุฏกษัตริยาราม,"สำนักงานทรัพย์สินส่วนพระมหากษัตริย์,ตรงข้ามคุรุสภา",ท่าปล่อยรถสาย 99
