1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91
สำนักงานเขตบางบอน,ปั๊มแก๊ส Lpg,ตรงข้ามหมู่บ้านเพชรวงแหวน,สะแกงาม,พระราม 2 ซอย 66,เคหะธนบุรี(บิ๊กซีการเคหะพระราม2),โรงพยาบาลพระราม 2,การเคหะแห่งชาติบางขุนเทียน,แยกหัวกระบือ,"ซอยม่วงสกุล 1,โรงเรียนศาลเจ้าห้าวนุกูลวิทยา",โรงเรียนอนุบาลศิรินุสรณ์วิทยา,ซอยสหเอเชีย,แม็กซ์แวลูบางบอน,ตลาดสดเอกชัย,โรงพยาบาลบางบอน,โรงเรียนวิชัยวิทยา,ตรงข้ามบิ๊กซีเอกชัย,ซอยเอกชัย 46,ซอยเอกชัย 40,ตรงข้ามโรงเรียนมัธยมวัดสิงห์(ศาลแขวงธนบุรี),ซอยเอกชัย 35/2,ซอยเอกชัย 30,ซอยเอกชัย 24,ซอยเอกชัย 16,ซอยเอกชัย 10/1,ซอยเอกชัย 10,ซอยเอกชัย 2,ซอยเลิศเหนือ-เลิศใต้,ตรงข้ามเทียมทรัพย์ออมการ 3/2,วัดมะเกลือ,ตลาดดาวคะนอง,บิ๊กซีดาวคะนอง,โรงเรียนแสงทองโทรทัศน์,โรงแก้ว,โรงพยาบาลสมเด็จพระปิ่นเกล้า,ตรงข้ามตลาดสำเหร่,ศาลเจ้าแซ่ซิ้ม,แยกตากสิน,ป้ายรถประจำทาง BTS วงเวียนใหญ่(ทางออก3),สินสาธรทาวเวอร์,ป้ายรถประจำทาง BTSกรุงธนบุรี(ทางออก1),ท่าปล่อยรถ ป้ายรถประจำทาง BTS กรุงธนบุรี,ป้ายรถประจำทาง BTSกรุงธนบุรี(ทางออก3),แยกกรุงธนบุรี,วัดสุวรรณ,ตรงข้ามตลาดคลองสาน
ซอยลาดหญ้า 14,แยกลาดหญ้า(ขาเข้า),ตรงข้ามโรงเรียนกุลศิริ,ตรงข้ามโรงเรียนกุลศิริบริหารธุรกิจและเทคโนโลยีกรุงเทพฯ,ซอยสมเด็จเจ้าพระยา 13,โรงพยาบาลตากสิน,ตลาดคลองสาน,ไอคอนสยาม,โรงแรมเพนนินซูล่า,สะพานตากสิน(เจริญนคร15),แยกคลองต้นไทร,ป้ายรถประจำทาง BTSกรุงธนบุรี(ทางออก4),ศูนย์บริการสาธารณสุข 28,ฟิวส์สาทร-ตากสิน,ป้ายรถประจำทาง BTS วงเวียนใหญ่(ทางออก2),ตรงข้ามศาลเจ้าแซ่ซิ้ม,โรงพยาบาลกรุงธนบุรี,ไปรษณีย์สำเหร่,ตลาดสำเหร่(ซอยวัดสุทธาราม),สำนักงานไปรษณีย์สำเหร่,ตรงข้ามโรงพยาบาลสมเด็จพระปิ่นเกล้า,ตรงข้ามซอยโรงแก้ว,แยกแซ่ซิ้ม,ตรงข้ามโรงเรียนแสงทองโทรทัศน์,ตรงข้ามตลาดดาวคะนอง,"ธนาคารกสิกรไทยสาขาดาวคะนอง,ตรงข้ามบิ๊กซืดาวคะนอง",องค์การโทรศัพท์ดาวคะนอง,ตรงข้ามถนนวุฒากาศ,ซอยเอกชัย 3,ตรงข้ามซอยเอกชัย 10/1,ซอยเอกชัย 11,ซอยเอกชัย 25/1,ซอยเอกชัย 37,โรงเรียนมัธยมวัดสิงห์,คริสตจักรธนบุรี,"บิ๊กซีเอกชัย,ตรงข้ามซอยเอกชัย54",บิ๊กซีถนนเอกชัย,ตรงข้ามโรงพยาบาลบางบอน,ซอยเอกชัย 83/6,ซอยเอกชัย 83/8,ซอยเอกชัย 85,หมู่บ้านสุนทร 7,ซอยเอกชัย 89/2,ซอยเอกชัย 89/8,,
