1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115
SanamluangBusTerminal(53L59503),Sanamluang(OppositeThammasartU.),Sanamluang(OppositeWatMahathat),Sanamluang(OppositeSupremeCourt)Stop.1,Sanamluang(OppositeSupremeCourt)Stop.2,PhraPinklaoBridge(Outbound),OppositePataPinklao,SeparateBoromarajonani,ThanonBoromRatChonnani,CentralPinklao,LumpiniCondoPinklao,ChaophyaHospital,BefPinklaoBusTerminal,SoiBorommaratchachonnani35,SoiBorommaratchachonnani45,CedarMansion,TalingchanPoliceStation,Ratchapreuk-BorommaratchachonnaniIntersectionStop1,TheDusitMunicipalityCourt,TalingchanPublicProsecutionOffice,OppositeThanonChimphli,PaimrakVillage,SouthernBusTerminal(Talingchan),SoiBorommaratchachonnani91,ThonburiHospital2,OppositeMetropolitanPoliceDivision7,OppositeKhuKhananLoifaPoliceStation,MubanKritSadaNakhon20,CeramicMarketBorommratchachonnaniRoad,OppositeMubanLaphaWanKrongkarn5,PhutthamonthonSai3-Borommratchachonnani(Outbound),SanChaoFoPhutMonThon,OppositeAnubanPhloiKaeoSchool,MubanLadawan,Thammasapa,SukThawi,BorommaratchachonnaniSoi121,MubanSakunThip,TalatPhut,MahidolUniversity(Salaya)Pratu3,MahidolUniversity(Salaya)Pratu4,TalatSalaYa,SathaniRotfaiSalaYa,OppositePhuttamontonDistrictOffice,RongrianMahidonWitthayaNuSon,LotusExpressSalaya,OppositeTalatMaiSalaYa,NavalEducationDepartment,Sai5Intersection,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
RongrianRattanakosinSomphotBowonniwetSalaYa,Sai5Intersection(SalayaHospital),OppositeNavalEducationDepartment,OppositeMahidolWittayanusornSchool,PhuttamontonDistrictOffice,SalayaRailwayStation,HuaSengHong,OppositeMahidolUniversity(Salaya)Pratu4,MahidolUniversity(Salaya),OppositeTalatPhut,SakulthipVillage,BorommaratchachonnaniSoi80,OppositeSukThawi,SoiBorommaratchachonnani78,PloyKaewKindergarten,MubanPatChotRapMubanWaNa,PhutthamonthonSai3-Borommratchachonnani(Inbound),MubanAmonChai3,BorommratchachonnaniRoadSoi70/1,PhraPin2Village,MubanPhraPin2,OppositeMubanKritSadaNakhon20,TheCityVillage,KhuKhananLoifaPoliceStation,KongBangkhapkanTamruatnakhonban7,OppositeThonburiHospital2,MubanKhemaRat,OppositePanuStreetAssawaphisitChet.,Co.P.CeramicsCo.Ltd.SplitFieldsDragons(Boromarajonani60).,OppositeSouthernBusTerminal(Talingchan),WatMakok,ThanonChimPhli,Borommaratchachonnani52,OppositeTheDusitMunicipalityCourt,SoiBorommaratchachonnani46,SoiChimpee2,BenzTalingchan,SeriGolf,SoiBorommaratchachonnani22,Borommaratchachonnani12,ChaophrayaHospital,MinistryOfCulture,LumpiniParkPinklao,MajorPinklao,TescoLotusPinKlao,PataPinklao,PhraPinklaoBridge(Inbound),KongSalak,KhokWuaIntersection,DemocracyMonument(Suksapan),DemocracyMonument(OppositeSuksapan),KhokWuaIntersectionOppositeLottery,OppositeKongSalak,Sanamluang(SupremeCourt),WatPhraKaew(ThaChangPier),MaharajPier,PhraChanPier(OppositeWatMahathat),Sanamluang(ThammasatU.)
