1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101
สำนักงานเขตบางกอกใหญ่,แยกท่าพระตรงข้ามโรงเรียนประสาทวิทยาอนุชน,วัดประดู่ในทรงธรรม,ตรงข้ามวิบูลย์บริหารธุรกิจ,วัดนวลนรดิศ,โรงพยาบาลพญาไท3,"เสริมมิตร,ซอยเพชรเกษม 25/1",ป้ายรถประจำทาง BTSบางหว้า(ทางออก4),ตรงข้ามมหาวิทยาลัยสยาม,ซอยเพชรเกษม 27/1,ตรงข้ามเพชรเกษม 42,ตรงข้ามศาลขุนด่านเจ้าพ่อเสือ,ตรงข้ามวัดจันทร์ประดิษฐาราม,ศูนย์กีฬากันอริ,วัดรางบัว,สถานีกาชาด11วิเศษนิยม,ซีคอนบางแค,ซอยเพชรเกษม 39,บ้านพักคนชราบางแค,ตลาดบางแค,ตรงข้ามเทสโก้โลตัสบางแค,บริษัทนันยางอุตสาหกรรม,บริษัทคาสเซ่อร์พีค,ซอยเพชรเกษม 45/1,ตรงข้ามเดอะมอลล์บางแค,ซอยเพชรเกษม 51,ตรงข้ามโรงพยาบาลเกษมราษฏร์บางแค,แยกเพชรเกษม-สาย2(ขาออก),โรงเรียนอำนวยศิลป์ธนบุรี,วัดม่วง,หมู่บ้านหลักสองนิเวศน์,สำนักปู่สวรรค์,บิ๊กซีเพชรเกษม(หลักสอง),ซอยเพชรเกษม 67,ตรงข้ามหมู่บ้านเศรษฐกิจ,แยกเพชรเกษม 69,บริษัท นันยางการทอ จำกัด,ตรงข้ามพุทธมณฑลสาย 3 ซอย 2,ถนนหนองแขม 1(ขาออก),พุทธมณฑลสาย 3 ซอย 3,ถนนหนองแขม 3(ขาออก),พุทธมณฑลสาย 3ซอย 9,พุทธมณฑลสาย 3 ซอย 19,หมู่บ้านศิริเกษม,โรงเรียนกสินธรอนุสรณ์ตรงข้ามกสิณธรคาเดมี่,แยกทวีวัฒนา-กาญจนาภิเษก24(ขาเข้า),พุทธมณฑลสาย 3 ซอย 17/3,แยกถนนอุทยาน,พุทธมณฑลสาย 3 ซอย 21,พุทธมณฑลสาย 3 ซอย 23,
พุทธมณฑลสาย 3 ซอย 18/4,พุทธมณฑลสาย 3 ซอย 18/1,พุทธมณฑลสาย 3 ซอย 16/4,วัดโกมุทพุทธรังสี,แยกทวีวัฒนา-กาญจนาภิเษก 24(ขาออก),โรงเรียนกสินธรอนุสรณ์,หมู่บ้านศิริเกษมซอย 23,โรงพยาบาลราชพิพัฒน์,พุทธมณฑลสาย 3 ซอย 4,ตรงข้ามสถานีดับเพลิงหนองแขม,หมู่บ้านเพชรเกษม 4,ซอยหมู่บ้านสุชา,บิ๊กซีเอ็กซ์ตร้าเพชรเกษม,ฟาร์มรุ่งรักษ์ (ซอยละอองศรี),แยกเลียบคลองทวีวัฒนา,ซอยเพชรเกษม 102/3 (ตรงข้ามพระพรหม),หมู่บ้านเศรษฐกิจ,ซอยเพชรเกษม 100 โรงเรียนอนุบาลเด่นหล้า,ซอยเพชรเกษม 98 สถานีตำรวจหลักสอง,ซอยเพชรเกษม 96 ตรงข้ามสำนักปู่สวรรค์,ซอยเพชรเกษม 94 หมู่บ้านเพชรเกษม 3,ตรงข้ามวัดม่วง,หมู่บ้านสุขสันต์ 2,ซอยเพชรเกษม 92/1,ศูนย์บริการสาธารณสุข 40,ซอยเพชรเกษม 88,เดอะมอลล์บางแค,หมู่บ้านศุภวรรณ3,โรงเรียนบางแคเหนือ,โรงเรียนภาษานุสรณ์บางแค,เทสโก้โลตัสบางแค,ซอยเพชรเกษม 62/1ตรงข้ามตลาดบางแค,ซอยเพชรเกษม 62 ตรงข้ามบ้านพักคนชราบางแค,ซอยเพชรเกษม 58/1,ซอยเพชรเกษม 58,ซอยเพชรเกษม 56 ตรงข้ามซีคอนบางแค,ซอยเพชรเกษม 54,ซอยเพชรเกษม 50/4 ตรงข้ามวัดรางบัว,ซอยเพชรเกษม 50 ตรงข้ามศูนย์กีฬากันอริ,วัดจันทร์ประดิษฐาราม,ศาลขุนด่านเจ้าพ่อเสือ,ซอยเพชรเกษม 42,ซอยเพชรเกษม 38,มหาวิทยาลัยสยาม,ซอยเพชรเกษม 36 วัดประดู่บางจาก,ซอยเพชรเกษม 32 ซอยเสริมมิตร,ซอยเพชรเกษม 28 วัดคูหาสวรรค์,โรงพยาบาลบางไผ่,ซอยเพชรเกษม 18 วิบูลย์บริหารธุรกิจ,ซอยเพชรเกษม 14 แยกท่าพระ,แยกท่าพระโรงเรียนอนุบาลประสาทวิทยาอนุชน
