1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119
PakLatFaMaSi,OppositeWatPhayaPrap,PaiWatKlang,SunthareePhraPraDang,HuapaiCenterLtd.,OppositeSoiPhraRatWiRiYaPhon16,RatBurana46,OppositeChaengRonSchool(RatBuranaSoi44),JangronSchoolChumchonJangron,KodangChaiyongSoiRatburana36,OppositeThanakhanKasikonthai,SoiRatburana30,SoiRatburana28,KanFaifaYoiRatBurana,PublicHealthCenterRatBurana39,SoiRatburana18,OppositeBorisatKtungthepKrungEkkasarnChumkut,SoiRatburana12,OppositeGoodInnHotel,SoiRatBurana6,SoiCharoenNakhon76,SoiCharoenNakhon66,CharoenNakhon56,ThaiSeri(CharoenNakhon52),TheRiverCondominiam,WatSuwan,OppositeKlongsanMarket,Somdetchaophraya20,SomdetChaoprayaHospital,SoiSomdetchaophraya18,SoiSomdetchaophraya12,BanMo,TerritorialDefenseCommand,GrandPalace,Sanamluang(OppositeSupremeCourt)Stop.1,Sanamluang(OppositeSupremeCourt)Stop.2,NationalTheatre,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
BanglumphuIntersection1,WatChanasongkram,KongSalak,KhokWuaIntersection,DemocracyMonument(Suksapan),DemocracyMonument(OppositeSuksapan),KhokWuaIntersectionOppositeLottery,OppositeKongSalak,Sanamluang(SupremeCourt),Sanamluang(CityPillarShrine),MinistryOfDefense,SuanChaoChet,PhraPhiphit,Phahurat(Pohchang-Suankularb),SaphanPhut,SoiSomdetchaophraya6,OppositeSoiSomdetchaophraya12,OppositeRongrianKunSiriBorihanThurakitLaeTheknoloyiKrungthepPaiyannoi,SoiSomdetchaophraya18,SoiSomdetchaophraya13,TaksinHospital,KlongsanMarket,Iconsiam,ThePeninsulaBangkok,OppositeRongrianAnubanBanThai,SoiCharoenNakhon17,CharoenNakhon21-23,WatSawetchat,SoiCharoenNakhonSoi39,CharoenNakhonSoi51,TalatCharoenNakhon,ThaiSeri(OppositeCharoenNakhon52),SoiCharoenNakhon57/1,OppositeCharoenNakhon56,SoiCharoenNakhon59,MeasuredBagngmchn,SoiCharoenNakhon61,SoiCharoenNakhon63,SoiCharoenNakhon65,SoiRatBuranaSoi11,GoodInnHotel,PamNammanSayamSahaBorikanChamkat(Mahachon),NaBorisatKrungthepKhlangEkkasanChamkat,BigCRatburana,OppositePublicHealthCenterRatBurana39,KhlangsinkhaRatBurana,OppositeSoiRatBurana28,SoiRatBuRa27,KasikornthaiBankOppositeSoiPangSapha,KodangChaiYong,ChumchonChaengRon,RongrianChaengRonWitthaya,ChaengRonSchool(RatBuranaSoi37),OppositeSoiRatBurana46,SoiRatBurana39,SoiBuranaSutKhet4,SoiPhraRatWiRiYaPhon16,OppositeHuapaiCenterLtd.,WatKlang,PakLatFaMaSi
