1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125
ซอยบรมราชชนนี 22,แยกชักพระ(ธนาคารออมสิน),ตรงข้ามกรมบังคับคดี,ตรงข้ามวัดเจ้าอาม,องค์การสวนยาง,สำนักงานไปรษณีย์บางขุนนนท์(ซอยรุ่งเพชร),ตรงข้ามตลาดบางขุนนนท์,แยกบางขุนนนท์,ตรงข้ามแม็คโครจรัญสนิทวงศ์,"ฟู้ดแลนด์ซูเปอร์มาร์เก็ต,วัดเพลง","โรงพยาบาลศรีวิชัย,วัดรวก",สถานีตำรวจบางกอกน้อย,ตรงข้ามศูนย์การค้านครหลวง,วัดอัมพวา,การไฟฟ้านครหลวงเขตธนบุรี(คลองมอญ),วัดโพธิ์เรียง,ตลาดนางลอย,วิทยาลัยเทคโนโลยีสยาม(สยามเทค),วัดท่าพระ,ซอยจรัญสนิทวงค์ 4,ตรงข้ามสถานีตำรวจบางกอกใหญ่,แยกท่าพระโรงเรียนอนุบาลประสาทวิทยาอนุชน,ตรงข้ามธนบุรีพลาซ่า,เดอะมอลล์ท่าพระ,"ประกันสังคม,ซอยรัชดาภิเษก 6",วัดสุทธาวาส,โรงแก้ว,โรงพยาบาลสมเด็จพระปิ่นเกล้า,ตรงข้ามตลาดสำเหร่,ศาลเจ้าแซ่ซิ้ม,แยกสาทร(สมเด็จพระเจ้าตากสิน6),เลียบทางรถไฟวงเวียนใหญ่,ซอยสมเด็จเจ้าพระยา 20,โรงพยาบาลสมเด็จเจ้าพระยา,ซอยสมเด็จเจ้าพระยา 18,โรงเรียนกุลศิริ,ราชภัฎบ้านสมเด็จเจ้าพระยา,ซอยอิสรภาพ 17/1,มัสยิดดิลฟัลลาห์,ตรงข้ามซอยอิสรภาพ 23/2,โรงเรียนพันจ่าทหารเรือ,ตรงข้ามวัดอรุณ,กรมอู่ทหารเรือ,ตรงข้ามวัดเครือวัลย์วรวิหาร,ตรงข้ามกรมทหารเรือ(อรุณอัมรินทร์),ตลาดใหม่บ้านขมิ้น,ตรงข้ามวัดระฆังโฆสิตาราม,โรงเรียนสุภัทราวดี,ตรงข้ามโรงพยาบาลศิริราช,ซอยอรุณอัมรินทร์ 39,ซอยอรุณอัมรินทร์ 41,ตรงข้ามพาต้าปิ่นเกล้า,แยกบรมราชชนนี,เทสโกโลตัสปิ่นเกล้า,เซ็นทรัลปิ่นเกล้า,ตรงข้ามคอนโดลุมพินีปิ่นเกล้า,รพ.เจ้าพระยา,ก่อนถึงสายใต้ปิ่นเกล้า,ซอยบรมราชชนนี 35,ซอยบรมราชชนนี 45,ซีด้าร์แมนชั่น,บริษัท เบนซ์ตลิ่งชัน จำกัด,เสรีกอล์ฟ
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
