1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161
Suksanari2School,MubanPhetEkkachai(EkkachaiSoi130),OppositeSoiEkkachai33Yaek1,SoiMubanLalinWin,OppositeMubanChanika,WatBangBon,EkkachaiSoi16(BangBonPoliceStation),EkkachaiSoi16,OppositeThonBuriInstitutionForFemaleOffenders,Bangbon3Junction(Inbd),SoiEkkachai104,SoiEkkachai110,SoiEkkachai106,SoiMubanKaeoKan,SoiEkkachai100,SoiEkkachai94,RongphayabanBangkok8International,OppositeSamnaknganKhetBangBon,SoiEkkachai80,SoiEkkachai76,OppositeMubanSunthon7,SoiEkkachai64/7,TalatsotEkkachai,BangBonHospital,RongrianWichaiWitthaya,OppositeBigCEkkachai,SoiEkkachai46,EkkachaiSoi40,OppositeMatthayornWatsingSchool,EkkachaiSoi35/2,SoiEkkachai30,SoiEkkachai24,SoiEkkachai16,SoiEkkachai10/1,SoiEkkachai10,SoiEkkachai2,WutthakatIntersection(OppositeSois),WutthakatSoi46,WatNangnong,Anamai29PhutNet(Soi36/2),SaphanWuThaKat1,ChumchonSantiSuk,TalatPhutPoliceStation,MaliThongIntersection,YaowarakHospital,SoiThoetThai22,TalatWatKlang,YaekTalatPhlu,WatRatKharue,WatInThraRam,WatInThaRam,ThonBuriDistrictOfficeWatWelurachin,BangYiRea(Inbound),RobinsonLatya,TotLatya,Latya11,LatyaJunction(Outbound),SoiLatya17,SomdetChaoprayaHospital(LatyaSide),Somdetchaophraya20,SomdetChaoprayaHospital,SoiSomdetchaophraya18,SoiSomdetchaophraya12,SoiSomdetchaophraya6,SuankularbWittayalaiSchool,BanMo,CharachonKlang,TerritorialDefenseCommand,GrandPalace,Sanamluang(OppositeSupremeCourt)Stop.1,Sanamluang(OppositeSupremeCourt)Stop.2,NationalTheatre,PhraAthit,OppositeBanPhraAthit,BanglumphuIntersection1,PhranakhonDistrictOffice,WatSampraya,TheBankOfThailand,ThewetBusTerminal(53R),KhuruSapha,WangDaeng
WangDaeng,ThewetMarket,OppositeRmutpThewet,ThewetIntersection,BangkunpomIntersection,WatMaiAmataros,OppositePhranakhonDistrictOffice,WatChanasongkram,Sanamluang(OppositeThammasartU.),Sanamluang(OppositeWatMahathat),MinistryOfDefense,SuanChaoChet,PhraPhiphit,BanMo,OppositeChalermkrung,SinDamRong,Sampeng-Phahurat,SoiSomdetchaophraya6,OppositeSoiSomdetchaophraya12,OppositeRongrianKunSiriBorihanThurakitLaeTheknoloyiKrungthepPaiyannoi,SoiSomdetchaophraya13,TaksinHospital,Latya14,LatyaJunction(Inbound),Latya8,KrungdebCo-OperativeLatya,OppositeRobinsonLatya,BangYiRea(Outbound),WatPhoNimitWatWelurachin(TaladPhluPostOffice),TalatPhluRailwayStation,OppositeRongrianPhonPrasatWitthaya,MaliThongIntersection(WatthanaSuksaSchool),RuamchaiMarket,Anamai29PhutNet,OppositeWatNangnong,OppositeWutthakatSoi46,SoiEkkachai3,OppositeSoiEkkachai10/1,SoiEkkachai11,SoiEkkachai25/1,SoiEkkachai37,MatthayornWatsingSchool,KhriSotChakThonBuri,BigCAkekachai,BigCThanonEkChaEkkachai,OppositeRongphayabanBangBon,SoiEkkachai83/6,SoiEkkachai83/8,SoiEkkachai85,MubanSunthon7,SoiEkkachai89/2,SoiEkkachai89/8,SamnaknganKhetBangBon,YaekThanonEkkachai,SoiEkkachai95/1,SoiEkkachai99/1,SoiEkkachai101,SoiEkkachai105,SoiEkkachai107,ThonBuriInstitutionForFemaleOffenders,SoiEkkachai117,WatBangbon,MubanChanika,MubanLalinWin,SoiEkkachai33Yaek1,MubanPhetEkkachai(EkkachaiSoi135),TriSomPhlattikInDatsaChian,MubanPhatsakon2(Ekkachai139),RongrianSueksaNari2,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
