1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161,163,165,167,169,171,173,175,177,179,181,183,185,187,189,191,193,195,197,199,201,203,205,207,209,211,213,215,217,219
สวนลุมพินี(ฝั่งราชดำริป้าย2),ป้ายรถประจำทาง BTS ศาลาแดง(ทางออก2/4),ซีพีทาวเวอร์,แยกนรารมย์,แยกเดโช(ขาเข้า),วัดแขก,ซอยสีลม 19,รพ.เลิดสิน,ตรงข้ามโรบินสันบางรัก,ตรงข้ามวัดยานนาวา,มหาวิทยาลัยโนโลยีราชมงคลกรุงเทพ (พระนครใต้),ตรงข้ามวัดสุทธิ,ตรงข้ามองค์การสะพานปลา,ตรอกบาหยัน,บริษัทเอเชียติ๊ก(ถนนเจริญกรุงขาออก),"ตรงข้ามโรงแรมแม่น้ำรามาดาพลาซา,พนาสิริ",ตรงข้ามวัดราชสิงขร,"ซอยเจริญกรุง 93,ตรงข้ามเอเชียทีค",สถานีตำรวจวัดพระยาไกร,ตรงข้ามวัดลาดบัวขาว,โรงเรียนเสริมปัญญา,ตลาดบางคอแหลม,เชิงสะพานกรุงเทพ,แยกบุคคโล(สำนักงานร.ป.ภ.),แยกมไหสวรรย์,ซอยรัชดาภิเษก 5,ธนาคารธนชาติ,ตรงข้ามเดอะมอลล์ท่าพระ,โรงพยาบาลท่าพระ,ใต้สะพานทางรถไฟตลาดพลู,สำนักงานเขตบางกอกใหญ่,แยกท่าพระตรงข้ามโรงเรียนประสาทวิทยาอนุชน,วัดประดู่ในทรงธรรม,ตรงข้ามวิบูลย์บริหารธุรกิจ,วัดนวลนรดิศ,โรงพยาบาลพญาไท3,"เสริมมิตร,ซอยเพชรเกษม 25/1",ป้ายรถประจำทาง BTSบางหว้า(ทางออก4),ตรงข้ามมหาวิทยาลัยสยาม,ซอยเพชรเกษม 27/1,ตรงข้ามเพชรเกษม 42,ตรงข้ามศาลขุนด่านเจ้าพ่อเสือ,ตรงข้ามวัดจันทร์ประดิษฐาราม,ศูนย์กีฬากันอริ,วัดรางบัว,สถานีกาชาด11วิเศษนิยม,ซีคอนบางแค,ซอยเพชรเกษม 39,บ้านพักคนชราบางแค,ตลาดบางแค,ตรงข้ามเทสโก้โลตัสบางแค,บริษัทนันยางอุตสาหกรรม,บริษัทคาสเซ่อร์พีค,ซอยเพชรเกษม 45/1,ตรงข้ามเดอะมอลล์บางแค,ซอยเพชรเกษม 51,ตรงข้ามโรงพยาบาลเกษมราษฏร์บางแค,แยกเพชรเกษม-สาย2(ขาออก),โรงเรียนอำนวยศิลป์ธนบุรี,วัดม่วง,หมู่บ้านหลักสองนิเวศน์,สำนักปู่สวรรค์,บิ๊กซีเพชรเกษม(หลักสอง),ซอยเพชรเกษม 67,ตรงข้ามหมู่บ้านเศรษฐกิจ,แยกเพชรเกษม 69,บริษัท นันยางการทอ จำกัด,ซอยเพชรเกษม 73/2,ตลาดเพชรเกษม,ซอยเพชรเกษม 77,ซอยเพชรเกษม 77/7 หมู่บ้านเพชรเกษม 1,"สำนักงานเขตหนองแขม, วัดอุดมรังสี",ซอยเพชรเกษม 81,"ศูนย์การค้าหนองแขม,คอนโดเทลหนองแขม",หมู่บ้านหรรษา,แยกพุทธมณฑลสาย4,หมู่บ้านพรหมพิทักษ์,พุทธมณฑลสาย 4 ซอย3 (ตรงข้ามตลาดสินสมบูรณ์),ศูนย์สุขภาพชุมชน,ตรงข้ามตลาดมาลี,โรงงานกะทิชาวเกาะ,หมู่บ้านพัชรินทร์วิลล่าซอย 25,หมู่บ้านสินพัฒนาธานีซอย 21,หมู่บ้านกระทุ่มล้ม,ซอยกระทุ่มล้ม 1,หมู่บ้านบุศรินทร์,ซอยหมู่บ้านปาริชาติ,หมู่บ้านปรีชาตรงข้ามบ้านปันสุข,ตรงข้ามโรงพยาบาลจิตตเวช,"หมู่บ้านร่วมเกื้อ,ตรงข้ามกุมารนิเวศน์",ตรงข้ามหมู่บ้านศรีมณฑล,พุทธมณฑล (ขาออก),มหาวิทยาลัยมหิดลวิทยาลัยเขตศาลายาประตู3,มหาวิทยาลัยมหิดลศาลายาประตู4,ตลาดศาลายา,ตรงข้ามสถานีรถไฟศาลายา,ตรงข้ามที่ว่าการอำเภอพุทธมณฑล,โรงเรียนมหิดลวิทยานุสรณ์,โลตัสเอ็กซ์เพรสศาลายา,ตรงข้ามตลาดใหม่ศาลายา,กรมยุทธศาสตร์ทหารเรือ,แยกสาย5(ขาออก),,,,,,,,
แยกสาย5(ขาเข้า),ตรงข้ามกรมยุทธศาสตร์ทหารเรือ,ตรงข้ามหมู่บ้านสหพร,ตรงข้ามโรงเรียนมหิดลวิทยานุสรณ์,ที่ว่าการอำเภอพุทธมณฑล,สถานีรถไฟศาลายา,ฮั่วเซ่งฮง,ตรงข้ามมหาวิทยาลัยมหิดลศาลายาประตู4,ตรงข้ามมหาวิทยาลัยมหิดล(ศาลายา),ซอยศาลายา 23,พุทธมณฑล(ขาเข้า),หมู่บ้านศรีมณฑล,สวนอาหารบัวหลวง,โรงพยาบาลจิตตเวช,หมู่บ้านบุศรินทร์ (ปรีชา),วัดนครชื่นชุ่ม(ขาออก),ตรงข้ามโรงเรียนอนุบาลภัทรบุตร,ตรงข้ามซอยกระทุ่มล้ม1,ซอยหมู่บ้านปฐมพร,หมู่บ้านสินพัฒนาธานี,หมู่บ้านพัชรินทร์วิลล่า,โรงงานกะทิชาวเกาะ(ขาออก),ตลาดมาลี(ขาเข้า),ตลาดสินสมบูรณ์(ขาเข้า),"หมู่บ้านพรหมพิทักษ์,ตรงข้ามสตรีประเทืองวิทย์",ซอยเพชรเกษม 116,"ซอยเพชรเกษม 116/3,ตรงข้ามหมู่บ้านหรรษา",ซอยเพชรเกษม 114,ตรงข้ามตลาดการค้าหนองแขม,ซอยเพชรเกษม 112,"ซอยเพชรเกษม 110,มหาวิทยาลัยธนบุรี",ซอยเพชรเกษม 108,"ซอยเพชรเกษม 106,หมู่บ้านศรีเพชร",มหาวิทยาลัยเอเชียอาคเนย์,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล (หนองแขม),แยกถนนพุทธมณฑลสาย 3,บิ๊กซีเอ็กซ์ตร้าเพชรเกษม,ฟาร์มรุ่งรักษ์ (ซอยละอองศรี),ตรงข้ามบริษัทนันยางการทออุตสาหกรรม,แยกเลียบคลองทวีวัฒนา,ซอยเพชรเกษม 102/3 (ตรงข้ามพระพรหม),หมู่บ้านเศรษฐกิจ,ซอยเพชรเกษม 100 โรงเรียนอนุบาลเด่นหล้า,ซอยเพชรเกษม 98 สถานีตำรวจหลักสอง,ซอยเพชรเกษม 96 ตรงข้ามสำนักปู่สวรรค์,ซอยเพชรเกษม 94 หมู่บ้านเพชรเกษม 3,ตรงข้ามวัดม่วง,หมู่บ้านสุขสันต์ 2,ซอยเพชรเกษม 92/1,โรงพยาบาลเกษมราษฏร์บางแค,ศูนย์บริการสาธารณสุข 40,ซอยเพชรเกษม 88,เดอะมอลล์บางแค,หมู่บ้านศุภวรรณ3,โรงเรียนบางแคเหนือ,โรงเรียนภาษานุสรณ์บางแค,เทสโก้โลตัสบางแค,ซอยเพชรเกษม 62/1ตรงข้ามตลาดบางแค,ซอยเพชรเกษม 62 ตรงข้ามบ้านพักคนชราบางแค,ซอยเพชรเกษม 58/1,ซอยเพชรเกษม 58,ซอยเพชรเกษม 56 ตรงข้ามซีคอนบางแค,ซอยเพชรเกษม 54,ซอยเพชรเกษม 50/4 ตรงข้ามวัดรางบัว,ซอยเพชรเกษม 50 ตรงข้ามศูนย์กีฬากันอริ,วัดจันทร์ประดิษฐาราม,ศาลขุนด่านเจ้าพ่อเสือ,ซอยเพชรเกษม 42,ซอยเพชรเกษม 38,มหาวิทยาลัยสยาม,ซอยเพชรเกษม 36 วัดประดู่บางจาก,สถานี ป้ายรถประจำทาง BTS บางหว้า (ด้านล่างถนนราชพฤกษ์),ซอยเพชรเกษม 32 ซอยเสริมมิตร,ซอยเพชรเกษม 28 วัดคูหาสวรรค์,โรงพยาบาลบางไผ่,ซอยเพชรเกษม 18 วิบูลย์บริหารธุรกิจ,ซอยเพชรเกษม 14 แยกท่าพระ,แยกท่าพระโรงเรียนอนุบาลประสาทวิทยาอนุชน,ธนบุรีพลาซ่า,ตรงข้ามธนบุรีพลาซ่า,เดอะมอลล์ท่าพระ,"ประกันสังคม,ซอยรัชดาภิเษก 6",วัดสุทธาวาส,แยกบุคคโล,ซอยมาตานุสรณ์,วัดลาดบัวขาว,วัดพระยาไกร,"ซอยเจริญกรุง 99,สถานีตำรวจนครบาลวัดพระยาไกร",เอเชียทีคเดอะรีเวอร์ฟร้อนท์,วัดราชสิงขร,"โรงแรมแม่น้ำรามาดาพลาซา,พนาสิริ",บริษัทเอเชียติ๊ก(ถนนเจริญกรุงขาเขา),ตรงข้ามบ้านใหม่,โรงแรมแม่น้ำ,"สำนักงานไปรษณีย์วัดพระยาไกร,ตรงข้ามมัสยิดบาหยัน",องค์การสะพานปลา,สะพานปลา,วัดสุทธิ,"โรงเรียนสตรีศรีสุริโยทัย,กรมอู่ทหารเรือ",วัดยานนาวา,โรบินสันบางรัก,ตรงข้ามโรงพยาบาลเลิดสิน,เซ็นทรัลสีลม,แยกประมวญ,ตรงข้ามวัดแขก,แยกเดโช(ขาออก),โรงพยาบาลกรุงเทพคริสเตียน,ป้ายรถประจำทาง BTS ศาลาแดง(ทางออก1),ป้ายรถประจำทาง MRT สีลม,โรงพยาบาลจุฬาลงกรณ์(ฝั่งราชดำริ)
