1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117
อนุสาวรีย์ชัยสมรภูมิ (เกาะราชวิถี),โรงพยาบาลเด็ก,โรงเรียนสอนคนตาบอดกรุงเทพ,สถาบันประสาทวิทยา,สวนจิตรลดา(ตรงข้ามราชวิถี22),สวนจิตรลดา(ตรงข้ามราชวิถี32),สวนสัตว์ดุสิต,พระที่นั่งวิมานเมฆ,ซอยราชวิถี 19,"โรงเรียนเขมะสิริอนุสรณ์,ซอยราชวิถี 23",แยกบางพลัด(จรัญสนิทวงศ์ 69),ซอยจรัญสนิทวงศ์ 73,โรงเรียนบูรณวิทย์,"วัดบางพลัด,จรัญสนิทวงศ์ 77/3",สำนักงานเขตบางพลัด,"บางพระครู,จรัญฯ 85",ซอยจรัญสนิทวงศ์ 89/1,สามเจริญพานิช,ตรงข้ามโรงพยาบาลยันฮี,ตรงข้ามสถานีตำรวจดับเพลิงบางอ้อ,ตรงข้ามซอยจรัญสนิทวงศ์ 96/2,ตรงข้ามวัดเสาหิน,"ตรงข้ามซอยวงศ์สว่าง 4,ซอยยิ้มประยูร","วัดน้อย,ซอยวงศ์สว่าง 13",ชุมชนวัดหลวง,"วัดเลียบ,ซอยวงศ์สว่าง 21","ตรงข้ามบิ๊กซีวงศ์สว่าง,ซอยวงศ์สว่าง 27","บางซ่อน, วงศ์สว่าง",ตรงข้ามซอยกรุงเทพ-นนทบุรี 56,ซอยกรุงเทพ-นนทบุรี 43,ตรงข้ามวัดทางหลวง,โรงพยาบาลสัตว์กรุงเทพ-นนท์,ซอยกรุงเทพ-นนทบุรี 11,บิ๊กซี นนทบุรี,ตรงข้ามกระทรวงสาธารณสุข,ซอยติวานนท์ 3,เรวดี,ธนาคารกรุงศรีอยุธยา สาขาติวานนท์(แคราย),ตรงข้ามซอยปิ่นประภาคม 1,นิวเวิลด์,ตรงข้ามโรงเรียนสยามบริหารธุรกิจนนทบุรี,สถานีตำรวจลาดโตนด,หมู่บ้านอินโด-ไทย,บิ้กซีรัตนาธิเบศร์,วัดสมรโกฏิ,ตรงข้ามเซ็นทรัลรัตนาธิเบศร์,"คอนโดลุมพินี,สวนส้มธนาธร",แยกพระนั่งเกล้า,หมู่บ้านชมเพลิน,"รัตนคลินิค,หมู่บ้านซื่อตรง",สะพานลอยมณียา (ออกเมือง),ซอยบางรักน้อย-ไทรม้า,แยกท่าอิฐ,หน้าเขตการเดินรถที่ 7,หมู่บ้านนันทนา,หมู่บ้านเอื้ออาทรท่าอิฐ 8,หมู่บ้านลภาวันโครงการ 5,หมู่บ้านเพชรดาข้างประดิษไดนาโมแอร์,ตลาดท่าอิฐ
ตลาดท่าอิฐ,หมู่บ้านเพชรดา,หมู่บ้านลภาวัน,หมู่บ้านมณียา,หมู่บ้านนันทนาโจ๊กบางกอกท่าอิฐ,ตรงข้ามหน้าเขตการเดินรถที่ 7,ปากซอยท่าอิฐ,สะพานลอยมณียา,ป้ายรถประจำทาง MRT ไทรม้า,สะพานลอยซื่อตรง,ซอยรัตนาธิเบศร์ 36,ศูนย์นิสสัน,ธนาคารกรุงเทพรัตนาธิเบศร์,เซ็นทรัลรัตนาธิเบศร์,ตรงข้ามวัดสมรโกฏิ,ตรงข้ามบิ๊กซีรัตนธิเบศร์,หมู่บ้านอินโด-ไทย(รัตนาธิเบศร์18),ศาลากลางจังหวัดนนทบุรี,โรงเรียนสยามบริหารธุรกิจนนทบุรี,ซอยปิ่นประภาคม 1,โรงพยาบาลบำราศนราดูร,"ซอยติวานนท์ 8, คนติดดิน",กระทรวงสาธารณสุข(ซอย หลวงวิเชียรแพทยาคม),ตรงข้ามบิ๊กซีติวานนท์,ธนาคารซีไอเอ็มบีไทย,ซอยกรุงเทพ-นนท์ 14,ซอยศิริชัย 1/1,โรงเรียนเขมวิทยา,วัดทางหลวง,ตรงข้ามซอยกรุงเทพ-นนท์ 43,ซอยกรุงเทพ-นนทบุรี 56,บิ๊กซีวงศ์สว่าง,"ธนาคารกรุงเทพสาขาวงศ์สว่าง,วัดเลียบ",ตรงข้ามซอยวัดหลวง,"ตรงข้ามวัดน้อย,ตรงข้ามซอยวงศ์สว่าง 15",ซอยยิ้มประยูร,วัดเสาหิน,ซอยจรัญสนิทวงศ์ 96/2,โรงเรียนพระรามหกเทคโนโลยี,โรงพยาบาลยันฮี,โรงพิมพ์สามเจริญ,ซอยจรัญสนิทวงศ์ 82,ซอยจรัญสนิทวงศ์ 74/1,โลตัสจรัญสนิทวงศ์,วัดเทพากร,แยกบางพลัด,ตรงข้ามโรงเรียนเขมะสิริอนุสสรณ์,แยกซังฮี้,ตรงข้ามมหาวิทยาลัยราชภัฏสวนสุนันทา,ตรงข้ามพระที่นั่งวิมานเมฆ,ตรงข้ามสวนสัตว์ดุสิต,สวนจิตรลดา(ราชวิถี32),สวนจิตรลดา(ราชวิถี24),บ้านราชวิถี,วิทยาลัยแพทยศาสตร์พระมงกุฎเกล้า,พระราชวังพญาไท,โรงพยาบาลพระมงกุฎเกล้า,อนุสาวรีย์ชัยสมรภูมิ (เกาะราชวิถี),
