1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161,163,165
BangkokUniversityCityCampus,KwonKonKan,TheptharinHospital,OppositeBotThaoWoe,Manorom,TescoLotusRama4,RanAhanSonThong,Sainamphueng,SoiChaiMongkhon1,ElectricityAuthorityKhlongToei,OppositeRongNganYasup,ThailandLife(Kai),LumPhiNiPraThumWan,SathonSoi1,RoroSukhothai,EmbassyOfAustralia,SathornCityTower,YakaeNarinthonBangrakHospital,SaintLouisHospital,ThaiCc,SoiRongNamkhaeng,WatSuwan,OppositeKlongsanMarket,Latya14,LatyaJunction(Inbound),Latya8,KrungdebCo-OperativeLatya,OppositeRobinsonLatya,WongWianYai(ThonburiSuksa),YaekBanKhaek(Inbd),BansomdejchaoprayaRajabhat,ItsaraphapSoi17/1,MatsayitDinFanLa,OppositeItsaraphapSoi23/2,ItsaraphapSoi31,ItsaraphapSoi33,RongrianWatChinorot,ItsaraphapSoi37,RongrianTonSom,PhranNokVeterinaryClinic,WatWisetKan,OppositeSirirajHospital,ArunAmmarin39,ArunAmmarin41,OppositePataPinklao,SeparateBoromarajonani,ThanonBoromRatChonnani,CentralPinklao,LumpiniCondoPinklao,ChaophyaHospital,BefPinklaoBusTerminal,SoiBorommaratchachonnani35,SoiBorommaratchachonnani45,CedarMansion,TalingchanPoliceStation,Ratchapreuk-BorommaratchachonnaniIntersectionStop1,TheDusitMunicipalityCourt,TalingchanPublicProsecutionOffice,OppositeThanonChimphli,PaimrakVillage,SouthernBusTerminal(Talingchan),SoiBorommaratchachonnani91,ThonburiHospital2,OppositeMetropolitanPoliceDivision7,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
KongBangkhapkanTamruatnakhonban7,OppositeThonburiHospital2,MubanKhemaRat,OppositePanuStreetAssawaphisitChet.,Co.P.CeramicsCo.Ltd.SplitFieldsDragons(Boromarajonani60).,OppositeSouthernBusTerminal(Talingchan),WatMakok,ThanonChimPhli,Borommaratchachonnani52,OppositeTheDusitMunicipalityCourt,SoiBorommaratchachonnani46,SoiChimpee2,BenzTalingchan,SeriGolf,SoiBorommaratchachonnani22,Borommaratchachonnani12,ChaophrayaHospital,MinistryOfCulture,LumpiniParkPinklao,MajorPinklao,TescoLotusPinKlao,PataPinklao,ArunAmmrin28,FlotillaNavalTransportationDepartment,SirirajHospital,SoiBanChangLo,SoiWattana,YaekItsaraphap44,OppositeItsaraphapSoi37,OppositeRongrianWatChinorot,ItsaraphapSoi42/1,OppositeItsaraphapSoi31,NaRongrianNarongSonKhaprot,NaranSiriPhan,ItsaraphapSoi26,RajabhatThonburi,ItsaraphapSoi22,YaekBanKhaek(Outbd),WongWianYai(Niranrat),RobinsonLatya,TotLatya,Latya11,LatyaJunction(Outbound),SoiLatya17,SomdetChaoprayaHospital(LatyaSide),KlongsanMarket,Iconsiam,ThePeninsulaBangkok,KrungthonburiJunction,BusStopBTSSurasak(Exit3),BangkokChristianCollege,SuksaWittaya,PaiKhonwaen,Sathon-Khonwaen,ThaiThanakhanSunMitSu,SatornSoi2,LumphiniPark(OppositeLumphiniParkView),BrunKai,KhlongToeiBusStopMRT,RongNganYasup,OppositeElectricityAuthorityKhlongToei,OppositeKlongToeyMarket(SoiPhaiSingto),SoiCharoenSuk,SoiChokDi,Sainamphueng(Sukhumvit22),OppositeTescoLotusRama4,TheRoofSirinrat,BotThaoWoe,OppositeTheptharinHospital,SanChaophoKuanU,OppositeBangkokUniversityCityCampus,OppositeSoiChainSawat,KluaiNamThaiIntersection(KluaiNamThaiPostOffice),OppositeSoiFamWatthana,HospitalCampus(Rama4Outbound).,RongrianPhraKhanongWitthaya,KluaiNamThaiSaeTonLet,BusStopBTSPhraKhanong(Exit2),PaiRongrianSiWiKon,GatewayEkamai,BangkokPlanetarium,PathumkongkaSchool,BangkokUniversityCityCampus
