1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103
ท่ารถสามย่าน (45),มิตรแท้ประกันภัย,สถานีตำรวจบางรัก,องค์การโทรศัพท์,มเหสักข์,อาคารเกียรตินาคิน,ท่าน้ำสี่พระยา,แยกสี่พระยา,ซอยวัดมหาพฤฒาราม,วัดแก้วแจ่มฟ้า,ซอยสองพระ,แยกนเรศ,ก่อนถึงแยกสามย่าน,จามจุรีสแควร์,สถานเสาวภา,สวนลุมพินี(ตรงข้ามตึกอื้อจือเหลียง),บ่อนไก่,โรงงานยาสูบ,"ซอยไผ่สิงห์โต,ตรงข้ามตลาดคลองเตย",สายน้ำผึ้ง(ซอย สุขุมวิท 22),ตรงข้ามเทสโก้โลตัสพระราม 4,บอสทาวเวอร์,ตรงข้ามโรงพยาบาลเทพธารินทร์,ศาลเจ้าพ่อกวนอู,ตรงข้ามมหาวิทยาลัยกรุงเทพกล้วยน้ำไท,ตรงข้ามซอยเจียรสวัสดิ์,แยกกล้วยน้ำไท(ไปรษณีย์กล้วยน้ำไท),โรงพยาบาลกล้วยน้ำไท(ถนนพระราม4ขาออก),โรงเรียนพระโขนงวิทยา,ตลาดพระโขนง,"ดับเพลิง,อ่อนนุช",ศูนย์การค้ามาร์เก็ตพลัส(เขตพระโขนง),ตลาดบางจาก,สำนักงานขนส่งพื้นที่ 3,ปุณณวิถี(สุขุมวิท101),ป้ายรถประจำทาง BTS ปุณณวิถี(ทางออก 3),วชิรธรรมสาธิต(สุขุมวิท 101/1),ซอยสุขุมวิท 101/2,ป้ายรถประจำทาง BTS อุดมสุข(ทางออก 1),ตรงข้ามโรงพยาบาลกล้วยน้ำไท 2,แยกบางนา(ขาออกป้ายที่1),แยกบางนา(ขาออกป้ายที่2),"ป้ายรถประจำทาง BTS บางนา,กรมอุตุวิทยา",ป้ายรถประจำทาง BTS แบริ่ง(ซอยลาซาล),ซอยแบริ่ง,ซอยสันติคาม(สุขุมวิท109),ตรงข้ามอิมพิเรียลสำโรง(ตลาดสำโรง),แยกถนนเทพารักษ์,บิ๊กซีสำโรง(บิ๊กซีจัมโบ้)(อู่สำโรงเก่า),ซอยสุขุมวิท 115 (ซอยอภิชาติ),เนชั่นแนล,อู่ปู่เจ้าสมิงพราย
อู่ปู่เจ้าสมิงพราย,ตลาดสำโรงตรงข้ามสุขุมวิท 111,ซอยสันติคาม(ธ.นครหลวงไทย),ซอยโปษยานนท์,"ป้ายรถประจำทาง BTS แบริ่ง,ลาซาล",หมู่บ้านนภาลัย รพ.มนารมย์,"ตรงข้ามกรมอุตุนิยมวิทยา,ป้ายรถประจำทาง BTS บางนา",แยกบางนา(ขาเข้า),โรงพยาบาลกล้วยน้ำไท 2,ป้ายรถประจำทาง BTS อุดมสุข(ทางออก 4),ซอยสุขุมวิท 66,ปณ.อุดมสุข,วชิรธรรมสาธิต(ตรงข้ามสุขุมวิท 101/1),ป้ายรถประจำทาง BTS ปุณณวิถี(ทางออก 4),ป้ายรถประจำทาง BTS ปุณณวิถี(ทางออก 2),ตรงข้ามตลาดบางจาก(สุขุมวิท 93),ซอยสุขุมวิท 56,โรงเรียนนารีนิรมล(เขตพระโขนง),ป้ายรถประจำทาง BTSอ่อนนุช(ขาเข้า),"ตรงข้ามตลาดอ่อนนุช,การประปาพระโขนง",ตรงข้ามตลาดพระโขนง,กล้วยน้ำไทแสตนเลส,ตรงข้ามโรงพยาบาลกล้วยน้ำไท(ถนนพระราม4ขาออก),ซอยฟาร์มวัฒนา,แยกกล้วยน้ำไท,มหาวิทยาลัยกรุงเทพกล้วยน้ำไท,โรงพยาบาลเทพธารินทร์,"บ้านกล้วย,ตรงข้ามบอสทาวเวอร์",มโนรมย์,เทสโก้โลตัสพระราม 4,สายน้ำผึ้ง,ซอยชัยมงคล1,การไฟฟ้าคลองเตยตรงข้ามโรงงานยาสูบ,อื้อเจือเหลียง,โรบินสันสีลม(ตรงข้ามรพ.จุฬา),วัดหัวลำโพง,ท่ารถสามย่าน (45),,,,,,,,,,,,,,,
