1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161,163,165,167
ท่าปล่อยรถ หัวลำโพง,สถานีรถไฟหัวลำโพง(ฝั่งรองเมือง),วัดดวงแข,แยกมหานคร,สะพานเหลือง,จุฬาลงกรณ์ 9,จุฬาลงกรณ์ 11,แยกสามย่าน,จุฬาลงกรณ์ (คณะครุศาสตร์),จุฬาลงกรณ์ (หอศิลป์จามจุรี),มาบุญครอง,ป้ายรถประจำทาง BTS สนามกีฬาแห่งชาติ,ชุมชนบ้านครัว,ตรงข้ามโรงเรียนกิ่งเพชร,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ฯศูนย์กรุงเทพฯ,ตรงข้าม รร.กรุงเทพการบัญชี,ตรงข้ามพันธุ์ทิพย์ประตูน้ำ,เพชรรามา,เมโทรตรงข้ามตู้ทรูแขวงมักกะสัน,ตรงข้ามวัดมักกะสัน,นิคมมักกะสัน(ถนนเพชรบุรีขาออก),ตรงข้ามอาคารธนภูมิ,ตรงข้ามโรงเรียนเซนต์ดอมินิก(รร.ดอนบอสโก),ตรงข้าม มศว.ประสานมิตร,สุกี้เรือนเพชร,บริษัทอิตาเลียน-ไทย,ตรงข้ามวัดใหม่ช่องลม (บริษัท อิตัลไทยอุตสาหกรรม จำกัด (สำนักงานใหญ่)),ศูนย์วิจัย,ตรงข้ามชาญอิสสระทาวเวอร์ 2,แยกทองหล่อเหนือ(ขาออก),เอวีต้าเอกมัย,โรงพยาบาลเพชรเวช,ตลาดคลองตัน(ขาออก),"ฟู้ดแลนด์,เพอร์เฟคเพลส(รามคำแหง7)","โรงเรียนอนุบาลใจทิพย์,เดอะมอลล์รามคำแหง 3","บิ๊กซีราม,หมู่บ้านเสรี","โรงเรียนวัดเทพลีลา,เมเจอร์รามคำแหง",ซอยรามคำแหง 43/1,โรงเรียนวัดเทพลีลา,ตรงข้ามมหาวิทยาลัยรามคำแหง,ซอยรามคำแหง 59 (ตรงข้ามสนามกีฬา (การกีฬา)),ตรงข้ามสถานีตำรวจหัวหมาก,"ซอยรามคำแหง 77,ตรงข้ามโอสถสภารามคำแหง",ตรงข้ามโรงพยาบาลรามคำแหง (ตรงข้ามบริษัทไทยน้ำทิพย์รามคำแหง),"ซอยรามคำแหง 83/2,โรงแรมแอนดา",แยกลำสาลี(รามคำแหง95),บางกะปิคอนโด(แยกสวนสน),ตรงข้ามบริษัทแอมเวย์(เก่า),วัดศรีบุญเรือง,ตรงข้ามรามคำแหง 68,แยกบ้านม้า(รามคำแหงขาออก),ตรงข้ามศูนย์อีซูซุรามคำแหง,ศูนย์เกียรามคำแหง,หมู่บ้านเดชา 2,ตรงข้ามหมู่บ้านรุ่งกิจ,ตรงข้ามหมู่บ้านฐิติพร 1,โรงเรียนโสมาภา(ตรงข้ามหมู่บ้านชวนชื่น),ตรงข้ามโรงพยาบาลการุณเวช(ถนนรามคำแหง),ตรงข้ามหมู่บ้านสัมมากร,ตรงข้ามหมู่บ้านพฤษชาติ,ซอยรามคำแหง 151/1,ตรงข้ามหมู่บ้านเกศรี 2,ตรงข้ามคลองจั่นวิลล่า 4,ตรงข้ามโรงเรียนเตรียมอุดมน้อมเกล้า,ตรงข้ามหมู่บ้านธารารมณ์,ตรงข้ามคลองจั่นวิลล่า 7,ตรงข้ามหมู่บ้านปรีชา 2,ตรงข้ามบริษัท มิสทีน,ตรงข้ามซอยรามคำแหง 162,ตรงข้ามหมู่บ้านธรากร,ตรงข้ามกรมสรรพากรพื้นที่ 11,ตรงข้ามโรงเรียนเทพอักษร,ซอยรามคำแหง 191,ตรงข้ามหมู่บ้านรินทร์ทอง,บิ๊กซีสุขาภิบาล 3,เคหะรามคำแหง,ตรงข้ามไทวัสดุแยกร่มเกล้า,แยกร่มเกล้า(ตรงข้ามบิ๊กซีร่มเกล้า),ตรงข้ามสถานีตำรวจมีนบุรี,โรงเรียนสตรีเศรษฐบุตรบำเพ็ญ,สวนเฉลิมพระเกียรติร.9มีนบุรี,หน้าร้านทองมีนบุรี,โรงพยาบาลนวมินทร์ 9,"แยกมีนบุรีตรงข้ามตะเกียง,ปั้มบางจาก"
วิทยาลัยเทคนิคมีนบุรี,จตุจักร 2 มีนบุรี,สำนักงานเขตมีนบุรี,"สำนักงานที่ดินมีนบุรี,ศาลจังหวัดมีนบุรี",สถานีตำรวจมีนบุรี,การสื่อสารโทรคมนาคมมีนบุรี,"แยกสุวินทวงศ์-รามคำแหง,การไฟฟ้านครหลวงเขตมีนบุรี",ตรงข้ามการประปามีนบุรี,ไทวัสดุ สาขาสุขาภิบาล 3 มีนบุรี,แยกร่มเกล้า(บิ๊กซีร่มเกล้า),หมู่บ้านรุ่งนภา 2,เตหะชุมชนรามคำแหง,หมู่บ้านรินทร์ทอง,ตรงข้ามซอยรามคำแหง 199,หน้าหมู่บ้านเบญจรงค์,โรงเรียนเทพอักษร,กรมสรรพากรพื้นที่ 11,หมู่บ้านธรากร,ซอยรามคำแหง 162,บริษัท มิสทีน,หมู่บ้านปรีชา 2(รามคำแหง159/1),คลองจั่นวิลล่า 7,หมู่บ้านธารารมณ์,โรงเรียนเตรียมอุดมน้อมเกล้า,คลองจั่นวิลล่า 4,หมู่บ้านเกศรี 2,ตรงข้ามซอยรามคำแหง 151/1,หมู่บ้านพฤษชาติ,หมู่บ้านสัมมากร,โรงพยาบาลการุณเวช(ถนนรามคำแหง),หมู่บ้านชวนชื่น,หมู่บ้านฐิติพร 1,หมู่บ้านรุ่งกิจ,ตรงข้ามหมู่บ้านเดชา 2,"ศูนย์เกียรามคำแหง,ตรงข้ามซอยรามคำแหง 123",ศูนย์อีซูซุรามคำแหง,แยกบ้านม้า(รามคำแหงขาเข้า),ซอยรามคำแหง 68,ตรงข้ามวัดศรีบุญเรือง,บริษัทแอมเวย์(เก่า),บางกะปิคอนโด(แยกสวนสน)(รามคำแหง60/1),แยกลำสาลี(ถนนรามคำแหงขาเข้า),โรงแรมอเล็กซ์ซานเดอร์(ตรงข้ามศูนย์ฮอนด้ารามคำแหง),โรงพยาบาลรามคำแหง,บริษัทไทยน้ำทิพย์รามคำแหง,"บริษัทโอสถสภา,ซอยรามคำแหง 26/1","สถานีตำรวจหัวหมาก,สนามกีฬาหัวหมาก",ศูนย์หนังสือมหาวิทยาลัยรามคำแหง,มหาวิทยาลัยรามคำแหง,อาคารเศรษฐศาตร์มหาวิทยาลัยรามคำแหง,ซอยรามคำแหง 20(หมู่บ้านเสรี)ตรงข้ามบิ๊กซีราม,เดอะมอลล์รามคำแหง 2,"ตรงข้ามฟู้ดแลนด์,เพอร์เฟคเพลส",โรงพยาบาลแพทย์ปัญญา,ตรงข้ามการไฟฟ้านครหลวงเขตบางกะปิ,ตลาดคลองตัน(เพชรบุรี42),"โรงพยาบาลคลองตัน,ตรงข้ามโรงพยาบาลเพชรเวช","แยกเอกมัย,เมรี",แยกทองหล่อเหนือ(ขาเข้า),ชาญอิสสระทาวเวอร์2เพชรบุรีตัดใหม่,ตรงข้ามศูนย์วิจัย,"บริษัท สหพัฒนพิบูลจำกัด,",วัดใหม่ช่องลม,ตรงข้ามสุกี้เรือนเพชร,มศว.ประสานมิตร,โรงเรียนเซนต์ดอมินิก,แยกมิตรสัมพันธ์(ถนนเพชรบุรีขาเข้า),นิคมมักกะสัน(ถนนเพชรบุรีขาเข้า),วัดมักกะสัน,เมโทร,แยกประตูน้ำ,พันธุ์ทิพย์ประตูน้ำ,รร.กรุงเทพการบัญชี,ป้ายรถประจำทาง BTS ราชเทวี(ทางออก2),ตรงข้ามมาบุญครอง,รร.เตรียมอุดมศึกษา,จุฬาลงกรณ์ (ลานพระรูป 2 รัชกาล),จุฬาลงกรณ์ (คณะวิทยาศาสตร์),โรงแรมแมนดาริน,คริสตจักรสะพานเหลือง,ศาลแรงงานกลาง,สถานีรถไฟหัวลำโพง,ท่าปล่อยรถ หัวลำโพง,
