1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91
SamnaknganKhetBangBon,PamkaetLpg,OppositeMubanPhetWongwaen,SakaeNgam,PhraRamThi2Soi66,BigCKahaRam2,PhraRam2Hospita,NationalHousingBang,YaekHuaKrabue,SoiMuangSakul,SirinusornWittayaSchool,SoiSahaasia,MaxValueBangbon,TalatsotEkkachai,BangBonHospital,RongrianWichaiWitthaya,OppositeBigCEkkachai,SoiEkkachai46,EkkachaiSoi40,OppositeMatthayornWatsingSchool,EkkachaiSoi35/2,SoiEkkachai30,SoiEkkachai24,SoiEkkachai16,SoiEkkachai10/1,SoiEkkachai10,SoiEkkachai2,SoiLoetNuea-LoetTai,ThiamSapOmKan3/2,WatMakluea,Daokhanong,BigCDaoKhanong,RongrianSaengThongThorathat,RongKaeo,SomdejprapinklaoHospital,OppositeSamreMarket,KrungThonBuriHospital,TaksinIntersection,BusStopBTSWongwianyai(Exit3),SinnsathornTower,BusStopBTSKrungthonburi(Exit1),BusStopBTSKrungthonburiBusTerminal,BusStopBTSKrungthonburi(Exit3),KrungthonburiJunctionTowardsRiver,WatSuwan,OppositeKlongsanMarket
Latya14,LatyaJunction(Inbound),OppositeKulsiriSchool,OppositeRongrianKunSiriBorihanThurakitLaeTheknoloyiKrungthepPaiyannoi,SoiSomdetchaophraya13,TaksinHospital,KlongsanMarket,Iconsiam,ThePeninsulaBangkok,OppositeRongrianAnubanBanThai,OppositeSathornMansion1,BusStopBTSKrungthonburi(Exit4),HealthCenter28,FuseSathorn-Taksin,BusStopBTSWongwianyai(Exit2),SimClanShrine,PaiRongphayabanKrungThonBuri,SamLePostOffice,TalatSamre(SoiWatSutharam),OfficeTalon,OppositeSomdejprapinklaoHospital,SoiRongKaeo,YaekSaeSim,OppositeRongrianSaengThongThorathat,OppositeTalatDaoKhanong,BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,OngkanThorasapDaoKhanong,OppositeThanonWuThaKat,SoiEkkachai3,OppositeSoiEkkachai10/1,SoiEkkachai11,SoiEkkachai25/1,SoiEkkachai37,MatthayornWatsingSchool,KhriSotChakThonBuri,BigCAkekachai,BigCThanonEkChaEkkachai,OppositeRongphayabanBangBon,SoiEkkachai83/6,SoiEkkachai83/8,SoiEkkachai85,MubanSunthon7,SoiEkkachai89/2,SoiEkkachai89/8,blankjaa,blankjaa
