1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121
ท่าปล่อยรถ สายใต้ใหม่ (ตลิ่งชัน),ตรงข้ามวัดมะกอก(แยกทุ่งมังกร),ไปรษณีย์ ตลิ่งชัน,ซอยบรมราชชนนี 52,ตรงข้ามศาลแขวงดุสิต,ซอยบรมราชชนนี 46,"กรมสวัสดิการและคุ้มครองแรงงาน กองตรวจความปลอดภัย,ซอยฉิมพลี 2",บริษัท เบนซ์ตลิ่งชัน จำกัด,เสรีกอล์ฟ,ซอยบรมราชชนนี 22,บรมราชชนนี 12,"ศูนย์ฟอร์ดบรมราชชนนี,ตรงข้ามโรงพยาบาลเจ้าพระยา",กระทรวงวัฒนธรรม,ลุมพินีพาร์คปิ่นเกล้า,เมเจอร์ปิ่นเกล้า,ตรงข้ามเทสโก้โลตัสปิ่นเกล้า,แยกบรมราชชนนี (ขาเข้า),"โรงหนังธนบุรีรามา,จรัญสนิทวงศ์49",โรงเรียนปิ่นมงคลการศึกษา,"วัดรวกบางบำหรุ,บ้านบรรหารศิลปอาชา",สำนักงานที่ดินกรุงเทพมหานครสาขาบางกอกน้อย,ซอยจริญสนิทวงศ์ 65(ซอยร่วม),คณะพยาบาลศาสตร์เกื้อการุณย์,"วิทยาลัยอาชีวศึกษาอาชีวศิลป์,ตรงข้ามตลาดศรีย่าน","กรมชลประทาน,ศรีย่าน","แม็คโครบางกะบือ,ซอยสามเสน 25",กองพันทหารม้าที่ 4 รักษาพระองค์,ตรงข้ามสถานีวิทยุยานเกราะ,โรงเรียนโยธินบูรณะ,ตรงข้ามวัดประดู่,"ประชาราษฎร์ 1 ซอย7/1,ตรงข้ามสถานีดับเพลิงบางโพ","สี่แยกบางโพ,โรงพยาบาลบางโพ",ตรงข้ามโรงเรียนเทพสัมฤทธิ์,ซอยเยาวพา,"ข้างตลาดเตาปูน,แยกเตาปูน",ตลาดเตาปูน,ตรงข้ามสำนักงานเขตบางซื่อ,อาคารสุขประพฤติ,ตรงข้ามสะพาน 99,ตรงข้ามเทคนิควิมล,ตรงข้ามซอยเสริมสุข,ตรงข้ามซอยคลังมนตรี,ตรงข้ามแยกประชานุกูล,ตรงข้ามปูนซิเมนต์ไทย,ห้องสมุดตรงข้ามหมู่บ้านชลนิเวศน์,ตรงข้ามประชานิเวศน์1,ซอยประชาชื่น 38,ตรงข้ามประกันสังคม,ตรงข้ามโรงเรียนเพชรรัตน์,โฮมโปรสาขาพงษ์เพชร,สวนอาหารฟรายด์เดย์,ประชาชื่น-นนทบุรี 2,ประชาชื่น-นนทบุรี 4,ประชาชื่น-นนทบุรี 5,ตรงข้ามมหาวิทยาลัยธุรกิจบัณฑิตย์,บิ๊กซีแจ้งวัฒนะ,ศูนย์ราชการแจ้งวัฒนะ(อาคารb),ท่าปล่อยรถ ศูนย์ราชการแจ้งวัฒนะ,,,
ท่าปล่อยรถ ศูนย์ราชการแจ้งวัฒนะ,ศูนย์ราชการแจ้งวัฒนะ(อาคารb),กรมการกงสุล,ศูนย์ราชการแจ้งวัฒนะ(อาคารa),ตรงข้ามบิ๊กซีแจ้งวัฒนะ,ตรงข้ามโลตัสแจ้งวัฒนะ,หมู่บ้านท่าทราย,มหาวิทยาลัยธุรกิจบัณฑิตย์(ประชาชื่น),หมู่บ้านซิตตี้ลากูน,ซอยประชาชื่นนนทบุรี 5,หมู่บ้านประภัทรสร,หมู่บ้านรัดดารมย์ตรงข้ามนนทบุรีซอย 2,แยกพงษ์เพชร,ตรงข้ามโฮมโปรงามวงศ์วาน 24,โรงเรียนเพชรรัตน์,ตรงข้ามประกันสังคมซอย 46,หมู่บ้านประชานิเวศน์ 1,หมู่บ้านชลนิเวศน์,"บริษัทซีเมนต์ไทย,ตรงข้ามปั๊มน้ำมันปตท",ตรงข้ามโรงพยาบาลเกษมราษฎร์ประชาชื่น,ซอยคลังมนตรี,ซอยเสริมสุข,เทคนิควิมล,สะพาน 99,ตรงข้ามอาคารสุขประพฤติ(Dsi),สำนักเขตบางซื่อ,เทสโก้โลตัสเตาปูน,"ตรงข้ามหลังตลาดเตาปูน,เฉลิมพันธ์เก่า",ซอยสะพานขวา,"โรงเรียนเทพสัมฤทธิ์,ซอยพัฒนา",แยกบางโพ,"สถานีดับเพลิงบางโพ,ถนนประชาราษฎร์สาย 1 ซอย 16",วัดประดู่,"แยกเกียกกาย,ตรงข้ามวัดแก้วฟ้าจุฬามณี",ม.พัน 4 กองพันทหารม้าที่ 4 รักษาพระองค์,"บางกะบือ,น้อมจิตต์,ห้างสุพรีม",โรงเรียนพณิชยการสามเสน,ศรีย่าน,ซอยราชวิถี 19,"โรงเรียนเขมะสิริอนุสรณ์,ซอยราชวิถี 23",ตลาดกรุงธน(ขาออก),วัดเปาโรหิตย์,วิทยาลัยเทคโนโลยีพณิชยการสยาม,ตลาดพงษ์ทรัพย์,ตรงข้ามโรงเรียนปิ่นมงคลการศึกษา,แยกบรมราชชนนี,เทสโกโลตัสปิ่นเกล้า,เซ็นทรัลปิ่นเกล้า,ตรงข้ามคอนโดลุมพินีปิ่นเกล้า,รพ.เจ้าพระยา,ก่อนถึงสายใต้ปิ่นเกล้า,ซอยบรมราชชนนี 35,ซอยบรมราชชนนี 45,ซีด้าร์แมนชั่น,สถานีตำรวจนครบาลตลิ่งชัน,ต่างระดับราชพฤกษ์-บรมราชชนนี 1,ศาลแขวงดุสิต,สำนักงานอัยการจังหวัดตลิ่งชัน,โรงเรียนโพธิสาร(ซอยวัดมะกอก),หมู่บ้านเปี่ยมรัก,ท่าปล่อยรถ สายใต้ใหม่ (ตลิ่งชัน)
