1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121
ป้ายรถประจำทาง BTSกรุงธนบุรี(ทางออก3),แยกกรุงธนบุรี,วัดสุวรรณ,ตรงข้ามตลาดคลองสาน,ซอยลาดหญ้า 14,แยกลาดหญ้า(ขาเข้า),ซอยลาดหญ้า 8,สหกรณ์กรุงเทพลาดหญ้า,ตรงข้ามโรบินสันลาดหญ้า,วงเวียนใหญ่(ธนบุรีศึกษา),แยกบ้านแขก(ขาเข้า),โรงเรียนศึกษานารี,สะพานพุทธ,ปากคลองตลาด,พระพิพิธ,บ้านหม้อ,ตรงข้ามวัดสุทัศน์ ร้านวิจิตรพานิช,ตรงข้ามศาลาว่าการกรุงเทพมหานคร,อนุสาวรีย์ประชาธิปไตย(ตรงข้ามศึกษาภัณฑ์),แยกคอกวัวตรงข้ามกองสลาก,ตรงข้ามกองสลาก,โรงละครแห่งชาติ,พระอาทิตย์,ป้อมพระสุเมรุ,แยกบางลำพู 1,สำนักงานเขตพระนคร,วัดสามพระยา,ธนาคารแห่งประเทศไทย,มทร.พระนครศูนย์เทเวศร์,หอสมุดแห่งชาติ,วัดราชาธิวาสราชวรวิหาร,โรงเรียนเซนต์คาเบรียล,โรงพยาบาลวชิรพยาบาล,วิทยาลัยอาชีวศึกษาอาชีวศิลป์ ตรงข้ามตลาดศรีย่าน,กรมชลประทาน ศรีย่าน,แม็คโครบางกะบือ ซอยสามเสน 25,กองพันทหารม้าที่ 4 รักษาพระองค์,ตรงข้ามสถานีวิทยุยานเกราะ,ปตอ.,ม.พัน3(ถนนทหารขาเข้า),กรมการขนส่งทางบก(่ถนนทหาร),ทหารสื่อสาร(ขาเข้า),กรมช่างอากาศ,ตรงข้ามกรมทหารปืนใหญ่ที่1,ซอยประดิพัทธ์ 1,แยกประดิพัทธ์(ไปรษณีย์),ตรงช้ามสำนักงานเลขาธิการ,โรงแรมกานต์มณี,ซอยประดิพัทธ์ 21,ป้ายรถประจำทาง BTS สะพานควาย(ทางออก1),วัดไผ่ตัน,ป้ายรถประจำทาง BTS สถานีหมอชิต(ทางออก3),ตรงข้าม ธนาคารทหารไทย (สำนักงานใหญ่),สวนจตุจักร(ฝั่งวิภาวดี),สำนักงานใหญ่ปตท.,สมบัติทัวร์,วิทยาลัยธัชชรินทร์วิทยา,นครชัยแอร์,ปั้มบางจากกำแพงเพชร 2,นิคมรถไฟ กม.11,อู่หมอชิต 2
อู่หมอชิต 2,ตรงข้ามนิคมรถไฟ กม.11,ตรงข้ามปั้มบางจากกำแพงเพชร 2,อาคารชินวัตร3 บริษัทตรีเพชร,โรงเรียนหอวัง,ธนาคารทหารไทย (สำนักงานใหญ่),ตรงข้ามสวนจตุจักร,กรมการขนส่งทางบก,ซอยพหลโยธิน 18,ตรงข้ามวัดไผ่ตัน,ป้ายรถประจำทาง BTS สะพานควาย(ทางออก2),แยกสะพานควาย ซอยประดิพัทธ์ 20,โรงแรมมิโดโฮเต็ล,สำนักงานเลขาธิการ,แยกประดิพัทธ์,กรมทหารปืนใหญ่ที่1รักษาพระองค์,ขส.ทบ. สะพานแดง,สโมสรนายทหารสื่อสาร,ตรงข้ามกรมสรรพาวุธทหารบก,ม.พัน3(ถนนทหารขาเข้า),วัดใหม่ทองเสน,ม.พัน 4 กองพันทหารม้าที่ 4 รักษาพระองค์,บางกะบือ น้อมจิตต์ ห้างสุพรีม,โรงเรียนพณิชยการสามเสน,ศรีย่าน,ตรงข้ามวชิรพยาบาล,ตรงข้ามสามเสน11-13,ตรงข้ามโรงเรียนเซนต์คาเบรียล,ตรงข้ามหอสมุดแห่งชาติ,ตรงข้าม มทร.พระนครศูนย์เทเวศร์,แยกเทเวศร์,แยกบางขุนพรหม,วัดใหม่อมตรส,ตรงข้ามสำนักงานเขตพระนคร,วัดชนะสงคราม,หอศิลป์เจ้าฟ้า,ตรงข้ามโรงละครแห่งชาติ,สนามหลวง(ตรงข้ามม.ธรรมศาสตร์),วัดมหาธาตุยุวราชรังสฤษฎิ์ราชวรมหาวิหาร,มหาวิทยาลัยศิลปากร,ตรงข้ามท่าราชวรดิษฐ์,ตรงข้ามสวนนาคราภิรมย์,สวนเจ้าเชตุ,พาหุรัด(เพาะช่าง-สวนกุหลาบ),สะพานพุทธ,ตรงข้ามโรงเรียนศึกษานารี,แยกบ้านแขก(ขาออก),วงเวียนใหญ่(นิรันดร์รัตน์),วงเวียนใหญ่ ตลาดวงเวียนใหญ่,แยกสาทร(สมเด็จพระเจ้าตากสิน7),แยกตากสิน,ป้ายรถประจำทาง BTS วงเวียนใหญ่(ทางออก3),สินสาธรทาวเวอร์,ป้ายรถประจำทาง BTSกรุงธนบุรี(ทางออก1),ป้ายรถประจำทาง BTSกรุงธนบุรี(ทางออก3),blankjaa,blankjaa,blankjaa,blankjaa,blankjaa,blankjaa
