from,to,distance
WatRatchabopitSchool,PhraPhiphit,622.4150716201617
PhraPhiphit,Phahurat(Pohchang-Suankularb),515.2512024142184
Phahurat(Pohchang-Suankularb),SaphanPhut,556.2217902277199
SaphanPhut,OppositeSuksanariSchool,588.1356696715533
OppositeSuksanariSchool,YaekBanKhaek(Outbd),651.234864843798
YaekBanKhaek(Outbd),WongWianYai(Niranrat),642.9380488935518
WongWianYai(Niranrat),WongwianYai,630.3131794237848
WongwianYai,SimClanShrine,633.5982386079107
SimClanShrine,SamLePostOffice,674.2809962850524
SamLePostOffice,TalatSamre(SoiWatSutharam),572.8380761283632
TalatSamre(SoiWatSutharam),OppositeSomdejprapinklaoHospital,648.8915054523418
OppositeSomdejprapinklaoHospital,SoiRongKaeo,569.0875757418862
SoiRongKaeo,OppositeRongrianSaengThongThorathat,508.62949698319846
OppositeRongrianSaengThongThorathat,BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,583.0152426072456
BankOfThailandDaoKhanongBranchOppositeBigShiDaoKhanong.,OppositeTalatDaoKhanong,642.9379458788392
OppositeTalatDaoKhanong,OppositeSoiPlangAnuson,520.8838031105179
OppositeSoiPlangAnuson,OppositeWatNaknimit,781.0982407545329
OppositeWatNaknimit,TalatBangPraKaeo,667.1799196901294
TalatBangPraKaeo,BigCBangPraKok,738.6394742992683
BigCBangPraKok,WatBangPaKok,699.6754518708098
WatBangPaKok,SuksawatSoi23,733.662492353645
SuksawatSoi23,BangPakok1Hospital,711.2167248005495
BangPakok1Hospital,BangpakokMarket,705.2838382425509
BangpakokMarket,OppositeWatSarod,583.8807625059578
OppositeWatSarod,PrachaUthitJunction,590.6898318509371
PrachaUthitJunction,SuksawatKm.9(ExitExpressway),630.9041805735453
SuksawatKm.9(ExitExpressway),WatSon,621.355320625004
WatSon,SoiWatRuak,645.5986043820578
SoiWatRuak,OppositeMajorPhrapradaeng(TangRadapWongwaen),611.6396737243653
OppositeMajorPhrapradaeng(TangRadapWongwaen),BangkokBank(ThanonKuanKan),600.453670340382
BangkokBank(ThanonKuanKan),WatKlang,633.1856801559802
WatKlang,PakLatFaMaSi,484.86342594014064
