from,to,distance
ThaRotPrachamThangSai81,PhutthamonthonSai5,237.48489640517627
PhutthamonthonSai5,MubanKalahomNiwet,285.17943107067987
MubanKalahomNiwet,AutoPack,230.8692342656028
AutoPack,OppositeUWiriya,229.03923633521407
OppositeUWiriya,MahaPhanFiberSimen,232.56728556249254
MahaPhanFiberSimen,PhutthamonthonSai5Soi8,260.986368630079
PhutthamonthonSai5Soi8,PhutthamonthonSai5Soi6,235.16229269547094
PhutthamonthonSai5Soi6,PonoOmNoi,233.7392338727503
PonoOmNoi,SoiPetkasem126,271.8128105299908
SoiPetkasem126,GalaxyInnOrmNoi,251.148112494173
GalaxyInnOrmNoi,SoiPetkasem93,235.17906281938644
SoiPetkasem93,SoiPetkasem122,278.01920905810135
SoiPetkasem122,PhetkasemSoi120,243.76197411777727
PhetkasemSoi120,WatSiSamranRatbamrung,208.63235700628357
WatSiSamranRatbamrung,Sai4Market,221.7435586180868
Sai4Market,SoiPetkasem116,285.8269810877366
SoiPetkasem116,SoiPetkasem116/3,276.6480812669825
SoiPetkasem116/3,SoiPetkasem114,290.50266211565946
SoiPetkasem114,OppositeTheNongkhaemMarket,203.26689601810497
OppositeTheNongkhaemMarket,SoiPetkasem112,254.68946095088342
SoiPetkasem112,SoiPetkasem110,259.61293746983023
SoiPetkasem110,SoiPetkasem108,212.59368456150304
SoiPetkasem108,SriphetVillagePhetkasemSoi106,269.0897623405267
SriphetVillagePhetkasemSoi106,SoutheastAsiaUniversity,239.77954716446519
SoutheastAsiaUniversity,WichaivetInterHospital,272.93162195263653
WichaivetInterHospital,ThonburiMarket(SanamLuang2),224.53964276729963
ThonburiMarket(SanamLuang2),BigCPhetkasem,262.11114150385146
BigCPhetkasem,RungrakFarm,234.9658728079112
RungrakFarm,OppositeNanyangTextileIndustrythaveewongRoad,247.97993295376426
OppositeNanyangTextileIndustrythaveewongRoad,SoiPetkasem102/3,242.2945366466513
SoiPetkasem102/3,SetthakitVillage,199.1155994700862
SetthakitVillage,DenlaKindergarten,227.37891226604873
DenlaKindergarten,LaksongPoliceStation,288.453878802037
LaksongPoliceStation,SoiPetchkasem96,218.67202326883128
SoiPetchkasem96,Phetkasem3VillageSoi94,226.3240555850697
Phetkasem3VillageSoi94,OppositeWatMuang,260.0260944500147
OppositeWatMuang,Suksan2Village,289.3057773933791
Suksan2Village,SoiPetchkasem92/1,271.180531414824
SoiPetchkasem92/1,KasemradBangkaeHospital,250.43207176305853
KasemradBangkaeHospital,HealthCenter40,213.9754918314268
HealthCenter40,Phetkasem88,229.4079894586961
Phetkasem88,TheMallBangkae,280.2116918991485
TheMallBangkae,Sukpawan3Village,286.62509826262766
Sukpawan3Village,BangkhaenuaeSchool,214.34255912053482
BangkhaenuaeSchool,PasanusornBangkaeSchool,247.5769585743988
PasanusornBangkaeSchool,TescoLotusBangkae,251.04225438572757
TescoLotusBangkae,Petchkasem62/1,277.22472778447775
Petchkasem62/1,Petchkasem62,251.8537559250892
Petchkasem62,Phetkasem58/1,256.9949111826673
Phetkasem58/1,Phetkasem58,262.1141829683602
Phetkasem58,OppositeSeaconBangkae,208.61789365981144
OppositeSeaconBangkae,Phetkasem54,264.95182324065115
Phetkasem54,OppositeWatRangbua,252.469317843327
OppositeWatRangbua,OppositeKan-AriSportClub,213.7961242923145
OppositeKan-AriSportClub,WatChanpradittharam,253.08579274261183
WatChanpradittharam,KhundanChaoporsuaShrine,251.30457994579692
KhundanChaoporsuaShrine,Phetkasem42,265.8382403588645
Phetkasem42,Phetkasem38,195.35175279780393
Phetkasem38,SiamUniversity,228.037475806969
SiamUniversity,Petchkasem36WatPradu,258.18480510803323
Petchkasem36WatPradu,BusStopBTSBangwaStation(BelowRatchapruekRoad),257.4698965548254
BusStopBTSBangwaStation(BelowRatchapruekRoad),SoiPetchkasem32SoiSermmit,228.33161354457474
SoiPetchkasem32SoiSermmit,SoiPetchkasem28,247.36787673630477
SoiPetchkasem28,BangphaiHospital,209.43583134642756
BangphaiHospital,ViboonBusinessAdministrationCollege,249.7099510539613
ViboonBusinessAdministrationCollege,Petchkasem14ThaphraIntersection,242.00375887067347
Petchkasem14ThaphraIntersection,Conifers.Yai,275.65714548418595
Conifers.Yai,CharanSanitWongSoi1,273.9398111450701
CharanSanitWongSoi1,SesawechVidhayaSchool,188.79835440802762
SesawechVidhayaSchool,ThonburiCommercialCollege,224.98550115085095
ThonburiCommercialCollege,WatBangSaoThong,211.9933242292338
WatBangSaoThong,OppositeMetropolitanElectricityAuthorityThonBuriDistrict,268.6395432518873
OppositeMetropolitanElectricityAuthorityThonBuriDistrict,SoiBupphaSawan,187.02801758181764
SoiBupphaSawan,NakornLuangShoppositeing,201.0602622618931
NakornLuangShoppositeing,FaiChaiJunction,214.55083050912233
FaiChaiJunction,SoiSutSakhon,267.8596034942975
SoiSutSakhon,PhranNokPlaza,263.73557966041415
PhranNokPlaza,PhranNokVeterinaryClinic,236.75734109978794
PhranNokVeterinaryClinic,OppositeSirirajHospital,198.8495485711492
OppositeSirirajHospital,ArunAmmarin39,197.7873007055732
ArunAmmarin39,ArunAmmarin41,309.0018941171184
ArunAmmarin41,PhraPinklaoBridge(Inbound),218.98281753103467
