from,to,distance
VictoryMonument(RatchawithiSide),ChildrenHospital,419.1183143692144
ChildrenHospital,TheBangkokSchoolForTheBlind,346.030210028615
TheBangkokSchoolForTheBlind,PrasatNeurologicalInstitute,506.2501777280903
PrasatNeurologicalInstitute,ChitraladaPalace(OppositeRatchawithi22),398.6009331160147
ChitraladaPalace(OppositeRatchawithi22),ChitraladaPalace(OppositeRatchawithi32),484.5230746885189
ChitraladaPalace(OppositeRatchawithi32),DusitZoo,351.96782757368004
DusitZoo,VimanmekPalace,399.3596360429154
VimanmekPalace,Ratchawithi19,450.8133991096854
Ratchawithi19,KrungThonMarketRatchawithiSoi23,473.1211008757632
KrungThonMarketRatchawithiSoi23,BangpladIntersection(CharanSanitWong69),365.5971480924836
BangpladIntersection(CharanSanitWong69),CharatNiThawong73,487.07309962521487
CharatNiThawong73,RongrianBuranaWit,514.224589433936
RongrianBuranaWit,WatBangBrilliantlyNietzscheWong77/3.,504.51351002929044
WatBangBrilliantlyNietzscheWong77/3.,ThanakhanKasikonthaiBangO,498.3905028340567
ThanakhanKasikonthaiBangO,PhibunSinMaketTing,488.3487702365632
PhibunSinMaketTing,CharanSanitWong89/1,385.32705143881554
CharanSanitWong89/1,SamcharoenThailandMall,438.76248787852313
SamcharoenThailandMall,OppositeYanheeInternationalHospital,489.6827141337833
OppositeYanheeInternationalHospital,SathaniTamruatDapphloengBangO,380.6775855752983
SathaniTamruatDapphloengBangO,OppositeSoiCharanSanitWong96/2,467.68525310943494
OppositeSoiCharanSanitWong96/2,OppositeWatSaoHin,478.83949087064457
OppositeWatSaoHin,WongSawangSoi4SoiYimPrayun,449.44738328951297
WongSawangSoi4SoiYimPrayun,WatNoiSoiWongsawang13,385.263360572062
WatNoiSoiWongsawang13,Watluang,496.5703937659503
Watluang,WatLiapSoiWongsawang21,341.2760383105377
WatLiapSoiWongsawang21,BigCWongSawangSoiWongsawang27,488.8219230023163
BigCWongSawangSoiWongsawang27,BangSonWongSawang,477.11923761546024
BangSonWongSawang,OppositeSoiKrungthep-Non56,432.71707038404196
OppositeSoiKrungthep-Non56,SoiKrungthep-Non43,491.90491290045475
SoiKrungthep-Non43,OppositeWatThangLuang,388.85585732598776
OppositeWatThangLuang,PetHospitalKrungthep-Non,386.62195405788515
PetHospitalKrungthep-Non,SoiKrungthep-Non11,356.8348175062612
SoiKrungthep-Non11,BigCNonthaburi,429.81020936832033
BigCNonthaburi,OppositeKrasuangSatharanasuk,354.5195920553063
OppositeKrasuangSatharanasuk,SoiTiwanon3,482.5549810418056
SoiTiwanon3,Rawadee,417.0802029538494
Rawadee,BankOfAyudhyaPublicCompanyLimited(TiWaNonRoad),430.5711054105994
BankOfAyudhyaPublicCompanyLimited(TiWaNonRoad),OppositeSoiPinPraphaKhom1,487.2971154876198
OppositeSoiPinPraphaKhom1,NewWorldMall,442.9133966491311
NewWorldMall,OppositeRongrianSayamBorihanThurakitNonthaburi,461.7811739798808
OppositeRongrianSayamBorihanThurakitNonthaburi,SathaniTamruatLatTanot,395.25171330029013
SathaniTamruatLatTanot,MubanIndothai,390.54217837807477
MubanIndothai,BikSiRattanaThiBet,353.94514410827
BikSiRattanaThiBet,SoiWatSamonkot,443.05738244910066
SoiWatSamonkot,OppositeCentralRattanathibet,472.98938476249606
OppositeCentralRattanathibet,LumpiniCondo,371.9217126197827
LumpiniCondo,YakPlanungklao,441.1160913820071
YakPlanungklao,MubanChomploern,488.249719678767
MubanChomploern,RattanaClinic,436.91975655894373
RattanaClinic,Maneeya,435.0537730995613
Maneeya,SoiSaimah,372.8011805992718
SoiSaimah,YaekThaIt,443.8278782968801
YaekThaIt,NaKhetKanDoenrotThi7,350.8717935794103
NaKhetKanDoenrotThi7,MubanNanthaNaTha-ItSaima,456.538696016812
MubanNanthaNaTha-ItSaima,MubanUeaAthon,456.6880497643221
MubanUeaAthon,LaphawanVillageKrongkarn5,460.5012569897557
LaphawanVillageKrongkarn5,MubanPhetrada,311.29610162584123
MubanPhetrada,TalatThaIt,329.6649731481294
